Ticker,Company,Price,52W High,% Off 52W High,30Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
PFE,Pfizer Inc.,26.31,28.75,8.5%,28.19,28.19,25.45,18.15,6.7%,1.76,6.54%,5.0%,2.8%,3.9,BUYING,$+1.8M,2,2,✅ 4/4,↑0 ↓0,$149.96B,Health Technology,NYSE
MSTR,Strategy Inc Class A,94.83,381.00,75.1%,97.69,97.69,65.02,36.38,2.9%,1.14,—,-63.6%,8.9%,1.8,SELLING,$-29.1M,0,34,🔴 0/4,↑1 ↓0,$36.44B,Technology Services,NASDAQ
LEN,Lennar Corporation Class A,85.20,144.24,40.9%,94.26,94.26,73.12,48.95,9.6%,0.95,2.35%,7.2%,0.3%,0.2,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$20.47B,Consumer Durables,NYSE
LYB,LyondellBasell Industries NV,62.80,83.94,25.2%,64.86,64.86,60.25,,3.2%,1.90,4.39%,-2.3%,4.8%,2.4,SELLING,$-27.0M,0,2,✅ 3/4,↑0 ↓0,$20.29B,Process Industries,NYSE
RCI,Rogers Communications Inc. Class B,35.84,41.14,12.9%,37.21,37.21,34.83,25.01,3.7%,1.66,3.92%,44.4%,—,8.8,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$19.45B,Communications,NYSE
TSN,"Tyson Foods, Inc. Class A",55.81,69.48,19.7%,59.28,59.28,53.96,33.12,5.9%,1.06,3.66%,3.2%,3.1%,2.9,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$19.24B,Consumer Non-Durables,NYSE
ALB,Albemarle Corporation,128.34,221.00,41.9%,138.02,138.02,111.66,70.08,7.0%,1.88,1.28%,2.2%,0.1%,0.0,SELLING,$-6.0M,0,3,✅ 3/4,↑0 ↓0,$15.14B,Process Industries,NYSE
COO,"Cooper Companies, Inc.",76.73,89.83,14.6%,85.32,85.32,71.48,42.86,10.1%,1.82,—,2.9%,4.9%,3.6,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$14.96B,Health Technology,NASDAQ
CNH,CNH Industrial NV,10.73,13.31,19.4%,10.78,10.78,9.29,,0.5%,1.71,0.93%,4.0%,7.8%,6.2,SELLING,$-490K,0,1,🟡 2/4,↑0 ↓0,$13.28B,Producer Manufacturing,NYSE
RVTY,"Revvity, Inc.",117.88,118.30,0.4%,118.95,118.95,95.80,58.18,0.9%,1.82,0.24%,3.2%,9.5%,5.1,SELLING,$-256K,0,4,✅ 4/4,↑0 ↓0,$13.15B,Health Technology,NYSE
