Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
T,AT&T Inc,20.70,9.9%,18.83,17.75,16.13,1.31,5.36%,20.1%,1.8%,2.8,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$143.83B,Communications,NYSE
MELI,"MercadoLibre, Inc.",1697.39,7.0%,1586.92,1395.66,918.36,11.82,—,31.3%,1.9%,1.8,BUYING,$+1.3M,3,0,🔴 1/4,↑0 ↓0,$86.05B,Retail Trade,NASDAQ
KKR,KKR & Co Inc,91.78,3.8%,88.40,70.95,49.32,2.92,0.85%,10.2%,2.2%,3.5,BUYING,$+50.9M,8,0,✅ 3/4,↑0 ↓0,$82.41B,Finance,NYSE
HUM,Humana Inc.,397.22,8.9%,364.85,358.65,293.87,2.57,0.89%,6.2%,6.0%,4.9,BUYING,$+150K,1,0,✅ 4/4,↑0 ↓0,$47.69B,Health Services,NYSE
KDP,Keurig Dr Pepper Inc.,32.73,5.3%,31.07,29.27,22.22,1.76,2.81%,7.4%,5.5%,5.5,NEUTRAL,—,0,0,🟡 2/4,↑2 ↓0,$44.53B,Consumer Non-Durables,NASDAQ
WCN,"Waste Connections, Inc.",166.69,8.8%,153.22,134.18,99.96,5.24,0.84%,12.8%,1.1%,1.4,BUYING,$+4.4M,1,7,✅ 4/4,↑0 ↓0,$42.35B,Industrial Services,NYSE
MSCI,MSCI Inc. Class A,560.04,6.2%,527.37,461.26,310.73,,1.46%,—,2.9%,2.9,BUYING,$+1.4M,3,3,✅ 4/4,↑0 ↓0,$40.77B,Commercial Services,NYSE
KR,Kroger Co.,55.53,5.6%,52.61,44.48,36.63,5.26,2.81%,13.5%,5.0%,4.2,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$34.02B,Retail Trade,NYSE
AVB,"AvalonBay Communities, Inc.",188.69,4.7%,180.26,170.15,152.16,2.28,3.77%,9.7%,3.2%,2.8,NEUTRAL,—,0,0,🔴 0/4,↑0 ↓0,$26.77B,Finance,NYSE
WTW,Willis Towers Watson Public Limited Company,261.37,2.0%,256.28,234.57,187.29,3.09,1.47%,20.7%,3.7%,4.4,BUYING,$+1.2M,4,1,✅ 4/4,↑0 ↓0,$24.69B,Finance,NASDAQ
IP,International Paper Company,38.10,2.6%,37.14,35.84,33.60,1.36,4.86%,-16.0%,17.1%,8.1,BUYING,$+4.3M,4,0,🔴 0/4,↑0 ↓0,$20.17B,Process Industries,NYSE
J,Jacobs Solutions Inc.,126.00,9.2%,115.40,103.85,78.86,4.52,1.14%,11.5%,6.6%,5.6,BUYING,$+285K,3,1,✅ 4/4,↑0 ↓0,$14.88B,Technology Services,NYSE
WTRG,"Essential Utilities, Inc.",38.31,1.8%,37.62,37.39,32.10,1.57,3.58%,8.3%,1.9%,3.0,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$10.87B,Utilities,NYSE
RLI,RLI Corp.,59.07,1.0%,58.50,51.29,39.14,3.02,1.22%,23.2%,8.0%,6.4,BUYING,$+1.5M,9,0,✅ 4/4,↑0 ↓0,$5.43B,Finance,NYSE
FFIN,First Financial Bankshares Inc,34.60,5.1%,32.92,32.64,26.33,2.53,2.54%,14.6%,7.9%,10.2,BUYING,$+912K,14,0,✅ 3/4,↑1 ↓0,$4.96B,Finance,NASDAQ
SLGN,Silgan Holdings Inc.,46.39,4.7%,44.32,40.07,33.30,2.11,1.81%,12.9%,10.3%,10.2,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$4.90B,Process Industries,NYSE
HRI,"Herc Holdings, Inc.",143.34,5.7%,135.65,108.06,83.58,2.52,1.95%,-0.3%,7.5%,3.6,BUYING,$+427K,1,0,✅ 3/4,↑1 ↓0,$4.79B,Finance,NYSE
LOPE,"Grand Canyon Education, Inc.",143.11,7.1%,133.63,120.21,98.19,5.49,—,29.8%,6.6%,6.1,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.79B,Commercial Services,NASDAQ
GPI,"Group 1 Automotive, Inc.",291.17,0.4%,289.99,228.69,163.22,1.22,0.76%,11.1%,11.5%,5.2,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$3.46B,Retail Trade,NYSE
MGEE,"MGE Energy, Inc.",81.54,7.5%,75.86,71.41,60.61,2.22,2.33%,10.9%,5.1%,4.5,BUYING,$+29K,1,0,🟡 2/4,↑0 ↓0,$3.08B,Utilities,NASDAQ
CXT,"Crane NXT, Co.",51.16,7.8%,47.46,39.73,32.14,2.38,1.41%,11.1%,18.2%,8.0,BUYING,$+1.2M,6,1,✅ 4/4,↑0 ↓0,$2.94B,Producer Manufacturing,NYSE
APAM,"Artisan Partners Asset Management, Inc. Class A",34.53,5.7%,32.67,29.28,23.39,6.30,9.82%,69.7%,8.5%,6.1,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$2.80B,Finance,NYSE
CVI,"CVR Energy, Inc.",27.54,7.3%,25.66,22.36,19.71,5.15,1.45%,-7.5%,16.6%,6.1,BUYING,$+32.9M,2,0,🔴 2/4,↑0 ↓0,$2.77B,Energy Minerals,NYSE
HTO,H2O America,60.77,7.1%,56.73,56.20,48.17,1.39,2.90%,6.5%,15.9%,11.7,BUYING,$+10.6M,3,1,🟡 2/4,↑2 ↓0,$2.54B,Utilities,NASDAQ
TGLS,Tecnoglass Inc.,46.81,3.5%,45.23,32.70,22.85,2.82,1.28%,21.0%,10.5%,7.0,BUYING,$+27.0M,4,0,🔴 2/4,↑0 ↓0,$2.17B,Producer Manufacturing,NYSE
