Ticker,Company,Price,52W High,% Off 52W High,30Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
CNC,Centene Corporation,61.02,66.55,8.3%,63.93,63.93,54.26,,4.6%,1.41,—,-26.1%,3.4%,2.4,SELLING,$-5.2M,0,1,✅ 3/4,↑0 ↓0,$30.13B,Health Services,NYSE
BRO,"Brown & Brown, Inc.",59.10,111.10,46.8%,65.42,65.42,47.01,28.17,9.7%,1.57,1.12%,11.7%,6.4%,4.5,BUYING,$+164K,2,0,✅ 4/4,↑1 ↓0,$20.03B,Finance,NYSE
LYB,LyondellBasell Industries NV,60.07,83.94,28.4%,63.83,63.83,59.33,,5.9%,1.93,4.59%,-6.1%,4.4%,2.0,SELLING,$-27.0M,0,2,🔴 2/4,↑0 ↓0,$19.39B,Process Industries,NYSE
TSN,"Tyson Foods, Inc. Class A",55.46,69.48,20.2%,59.42,59.42,53.63,32.87,6.7%,1.06,3.68%,2.5%,3.5%,3.2,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$19.14B,Consumer Non-Durables,NYSE
AMCR,Amcor PLC,41.08,50.94,19.4%,43.57,43.57,39.86,,5.7%,1.63,6.33%,8.7%,7.2%,6.9,—,—,0,0,🟡 2/4,↑1 ↓0,$18.99B,Process Industries,NYSE
DOC,"Healthpeak Properties, Inc.",19.56,20.82,6.1%,19.99,19.99,19.42,15.12,2.2%,1.74,6.24%,2.8%,5.2%,2.5,SELLING,$-214K,0,1,🟡 2/4,↑1 ↓0,$13.82B,Finance,NYSE
CNH,CNH Industrial NV,10.46,14.27,26.7%,10.72,10.72,9.24,,2.4%,1.67,0.96%,4.9%,7.1%,4.2,SELLING,$-490K,0,1,🟡 2/4,↑1 ↓0,$12.97B,Producer Manufacturing,NYSE
RVTY,"Revvity, Inc.",100.00,118.30,15.5%,117.09,117.09,94.09,57.23,14.6%,1.55,0.28%,3.2%,11.8%,5.3,SELLING,$-4.7M,0,6,✅ 4/4,↑0 ↓0,$11.16B,Health Technology,NYSE
WTRG,"Essential Utilities, Inc.",36.70,42.37,13.4%,37.41,37.41,32.00,21.14,1.9%,1.51,3.73%,8.3%,1.7%,2.3,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$10.41B,Utilities,NYSE
WLK,Westlake Corporation,80.28,124.23,35.4%,90.07,90.07,78.63,,10.9%,1.20,2.64%,-17.2%,11.4%,3.1,SELLING,$-7.1M,0,4,🔴 1/4,↑0 ↓0,$10.29B,Process Industries,NYSE
GME,GameStop Corp. Class A,21.52,28.10,23.4%,21.97,21.97,15.37,,2.1%,1.65,—,14.1%,14.4%,6.2,BUYING,$+21.1M,4,6,✅ 3/3,—,$9.66B,Retail Trade,NYSE
UHS,"Universal Health Services, Inc. Class B",141.17,246.32,42.7%,149.33,149.33,135.43,83.24,5.5%,1.14,0.57%,21.3%,7.0%,2.5,SELLING,$-128K,0,1,✅ 3/4,↑0 ↓0,$8.54B,Health Services,NYSE
EMN,Eastman Chemical Company,72.49,83.47,13.2%,75.70,75.70,68.82,44.72,4.2%,1.38,4.64%,6.7%,6.5%,4.4,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$8.29B,Process Industries,NYSE
REXR,"Rexford Industrial Realty, Inc.",33.12,44.38,25.4%,42.73,42.73,32.38,,22.5%,0.93,5.25%,2.7%,6.1%,5.8,SELLING,$-1.5M,3,2,✅ 3/4,↑1 ↓0,$7.48B,Finance,NYSE
ICL,ICL Group Ltd.,5.14,7.35,30.1%,5.23,5.23,4.58,,1.7%,1.10,3.65%,4.4%,0.5%,2.5,—,—,0,0,🟡 0/4,↑0 ↓0,$6.63B,Process Industries,NYSE
PPLI,People Incorporated,42.72,45.00,5.1%,57.19,57.19,41.48,23.28,25.3%,0.70,—,2.4%,19.0%,5.7,SELLING,$-279K,0,1,🔴 0/4,↑0 ↓0,$3.18B,Technology Services,NASDAQ
ASH,Ashland Inc.,67.92,67.97,0.1%,74.45,74.45,66.07,42.42,8.8%,1.67,2.47%,-31.0%,13.5%,4.7,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$3.11B,Consumer Non-Durables,NYSE
CWT,California Water Service Group,45.20,50.44,10.4%,47.80,47.80,39.50,25.39,5.4%,1.61,2.96%,7.2%,4.5%,3.6,SELLING,$-453K,0,5,🔴 2/4,—,$2.71B,Utilities,NYSE
KWR,Quaker Houghton,150.18,183.00,17.9%,172.15,172.15,147.20,84.86,12.8%,1.90,1.35%,0.3%,15.6%,11.0,SELLING,$-107K,0,1,🔴 1/4,↑1 ↓0,$2.61B,Process Industries,NYSE
LCII,LCI Industries,91.92,159.66,42.4%,99.37,99.37,83.24,48.60,7.5%,1.61,5.00%,14.7%,11.4%,6.0,SELLING,$-13.1M,0,3,✅ 4/4,↑1 ↓0,$2.23B,Producer Manufacturing,NYSE
IOSP,Innospec Inc.,82.73,92.14,10.2%,88.58,88.58,72.96,43.73,6.6%,1.52,2.16%,8.8%,2.1%,1.6,SELLING,$-902K,0,13,✅ 4/4,—,$2.04B,Process Industries,NASDAQ
