Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",75.44,87.29,13.6%,226.88,57.59,52.16,226.88,66.7%,0.97,—,7.2%,1.9%,2.9,SELLING,$-18.1M,0,1,✅ 4/4,↑0 ↓0,$39.45B,Finance,NYSE
PCG,PG&E Corporation,12.12,19.16,36.8%,26.82,14.08,27.26,26.82,54.8%,0.83,—,9.7%,0.0%,—,SELLING,$-4.8M,0,7,✅ 3/4,↑0 ↓0,$26.68B,Utilities,NYSE
FISV,"Fiserv, Inc.",45.28,130.64,65.3%,53.32,116.40,93.12,53.32,15.1%,0.89,—,10.7%,—,—,BUYING,$+2.2M,7,0,🔴 2/4,↑1 ↓0,$24.08B,Commercial Services,NASDAQ
VTRS,"Viatris, Inc.",17.18,18.39,6.6%,18.68,11.62,20.54,18.68,8.1%,1.39,—,-2.8%,3.4%,3.8,—,—,0,0,✅ 4/4,↑2 ↓0,$19.73B,Health Technology,NASDAQ
FIS,"Fidelity National Information Services, Inc.",34.56,69.14,50.0%,47.89,81.69,76.70,47.89,27.8%,1.11,—,22.3%,3.8%,2.7,BUYING,$+114K,2,0,🟡 2/4,↑2 ↓0,$17.83B,Technology Services,NYSE
TU,TELUS Corporation,8.40,15.85,47.0%,8.68,14.45,12.87,8.68,3.2%,1.42,—,-6.4%,—,8.8,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$13.36B,Communications,NYSE
BAX,Baxter International Inc.,23.27,30.00,22.4%,33.61,48.97,47.85,33.61,30.7%,1.94,—,-14.3%,7.1%,3.7,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$12.03B,Health Technology,NYSE
CSGP,"CoStar Group, Inc.",27.59,85.24,67.6%,29.28,71.10,52.91,29.28,5.7%,1.41,—,0.9%,4.7%,2.7,BUYING,$+4.8M,2,2,✅ 4/4,↑0 ↓0,$11.18B,Technology Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",51.30,85.37,39.9%,66.38,107.35,95.16,66.38,22.7%,0.56,—,-6.3%,5.9%,3.4,BUYING,$+209K,6,4,✅ 3/4,↑0 ↓0,$8.94B,Finance,NYSE
SIRI,SiriusXM Holdings Inc.,26.25,32.66,19.6%,30.73,39.70,39.65,30.73,14.6%,0.74,—,7.6%,15.8%,8.5,SELLING,$-1.2M,0,3,🔴 1/4,↑0 ↓0,$8.85B,Consumer Services,NASDAQ
MOS,Mosaic Company,23.39,36.00,35.0%,29.02,28.93,27.96,29.02,19.4%,0.65,—,-5.3%,12.1%,3.6,SELLING,$-509K,0,1,🔴 1/4,↑1 ↓0,$7.44B,Process Industries,NYSE
NOV,NOV Inc.,20.43,21.93,6.9%,27.14,15.58,24.09,27.14,24.7%,1.18,—,1.5%,12.9%,7.7,—,—,0,0,🔴 1/4,↑0 ↓0,$7.28B,Industrial Services,NYSE
CLF,Cleveland-Cliffs Inc,12.69,16.70,24.0%,19.51,13.99,11.23,19.51,35.0%,1.29,—,-15.2%,14.1%,5.0,SELLING,$-2.9M,0,1,✅ 3/4,↑0 ↓0,$7.24B,Non-Energy Minerals,NYSE
CAG,"Conagra Brands, Inc.",14.71,20.32,27.6%,16.65,23.67,23.20,16.65,11.6%,1.11,—,-25.1%,12.6%,4.6,BUYING,$+761K,2,0,✅ 3/4,↑0 ↓0,$7.04B,Consumer Non-Durables,NYSE
TAP,Molson Coors Beverage Company Class B,36.55,54.82,33.3%,39.06,45.63,51.92,39.06,6.4%,0.64,—,-19.6%,27.3%,10.6,SELLING,$-53K,0,1,✅ 3/4,↑0 ↓0,$6.88B,Consumer Non-Durables,NYSE
VNO,Vornado Realty Trust,34.06,41.85,18.6%,34.62,32.56,40.47,34.62,1.6%,1.38,—,1.1%,0.0%,0.0,SELLING,$-4.9M,0,1,✅ 3/4,↑0 ↓0,$6.36B,Finance,NYSE
RIG,Transocean Ltd.,5.57,7.66,27.3%,29.90,4.36,7.78,29.90,81.4%,0.74,—,-18.7%,26.1%,6.5,BUYING,$+173K,1,0,🔴 2/4,↑0 ↓0,$6.22B,Industrial Services,NYSE
CPB,Campbell's Company,20.17,32.72,38.4%,26.98,36.11,35.39,26.98,25.3%,1.69,—,10.3%,25.6%,7.5,BUYING,$+6K,1,0,🟡 2/4,↑0 ↓0,$6.01B,Consumer Non-Durables,NASDAQ
TFX,Teleflex Incorporated,121.53,145.00,16.2%,134.33,244.16,219.39,134.33,9.5%,1.77,—,-10.5%,14.9%,6.3,NEUTRAL,—,0,0,✅ 3/4,↑2 ↓0,$5.15B,Health Technology,NYSE
FLG,"Flagstar Bank, National Association",12.31,15.44,20.2%,21.08,21.40,23.71,21.08,41.6%,0.67,—,0.6%,0.0%,—,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$5.11B,Finance,NYSE
PTEN,"Patterson-UTI Energy, Inc.",11.27,13.39,15.9%,13.13,8.65,11.35,13.13,14.2%,1.39,—,-2.8%,12.0%,4.8,SELLING,$-24.6M,0,11,✅ 3/4,↑0 ↓0,$4.30B,Energy Minerals,NASDAQ
CRK,"Comstock Resources, Inc.",13.75,28.10,51.1%,61.79,11.78,13.40,61.79,77.7%,1.57,—,20.9%,32.2%,12.7,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$4.04B,Energy Minerals,NYSE
MAT,"Mattel, Inc.",12.93,22.48,42.5%,18.04,17.82,19.40,18.04,28.4%,1.85,—,20.5%,14.1%,7.2,SELLING,$-587K,0,1,🔴 0/4,↑0 ↓0,$3.69B,Consumer Durables,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,32.51,36.27,10.4%,33.93,26.66,23.28,33.93,4.2%,1.15,—,5.9%,5.8%,5.6,SELLING,$-1.9M,0,6,🟡 2/4,↑0 ↓0,$3.15B,Finance,NASDAQ
NEOG,Neogen Corp,13.55,14.26,4.9%,14.74,23.01,23.89,14.74,8.0%,1.41,—,-0.4%,6.5%,5.3,BUYING,$+4K,1,0,✅ 3/4,↑0 ↓0,$2.96B,Health Technology,NASDAQ
GPK,Graphic Packaging Holding Company,9.34,19.71,52.6%,9.56,18.06,15.26,9.56,2.4%,0.85,—,6.0%,8.8%,5.1,BUYING,$+514K,3,0,✅ 3/4,↑1 ↓0,$2.76B,Process Industries,NYSE
HOG,"Harley-Davidson, Inc.",25.45,29.22,12.9%,32.33,30.40,33.97,32.33,21.3%,0.86,—,6.3%,23.1%,9.4,BUYING,$+1.2M,3,6,🟡 2/4,↑0 ↓0,$2.65B,Consumer Durables,NYSE
ACHC,"Acadia Healthcare Company, Inc.",28.07,35.83,21.7%,30.59,49.80,49.34,30.59,8.2%,1.29,—,-44.5%,37.3%,12.7,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.61B,Health Services,NASDAQ
AAP,"Advance Auto Parts, Inc.",40.93,65.20,37.2%,77.04,105.87,114.26,77.04,46.9%,1.09,—,4.8%,26.4%,4.2,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.47B,Retail Trade,NYSE
NWL,Newell Brands Inc,5.61,7.13,21.4%,13.82,10.61,15.78,13.82,59.4%,0.97,—,-8.6%,17.1%,4.7,SELLING,$-1.9M,0,5,🟡 2/4,↑0 ↓0,$2.39B,Producer Manufacturing,NASDAQ
SBET,"Sharplink, Inc.",9.73,19.54,50.2%,1338.57,170.94,394.88,1338.57,99.3%,1.50,—,-183.6%,16.2%,4.1,SELLING,$-304K,0,4,🔴 0/4,↑0 ↓0,$2.11B,Commercial Services,NASDAQ
WHR,Whirlpool Corporation,32.29,94.82,65.9%,77.22,108.32,109.28,77.22,58.2%,0.53,—,6.0%,0.0%,—,NEUTRAL,—,0,0,🔴 1/4,↑2 ↓0,$2.11B,Consumer Durables,NYSE
BXMT,"Blackstone Mortgage Trust, Inc. Class A",12.37,20.66,40.1%,16.37,16.47,14.92,16.37,24.4%,0.64,—,0.4%,8.7%,4.1,BUYING,$+17K,1,4,🔴 0/4,↑0 ↓0,$2.08B,Finance,NYSE
PRGO,Perrigo Co. Plc,14.85,22.65,34.5%,42.40,28.16,48.42,42.40,65.0%,0.82,—,-48.7%,24.9%,8.0,NEUTRAL,—,0,0,✅ 3/4,—,$2.06B,Health Technology,NYSE
PENN,"PENN Entertainment, Inc.",14.96,22.36,33.1%,17.96,34.10,28.36,17.96,16.7%,1.08,—,-37.4%,14.9%,5.8,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$2.01B,Consumer Services,NASDAQ
INVX,"Innovex International, Inc.",28.64,33.71,15.1%,41.95,26.89,39.95,41.95,31.7%,1.86,—,6.0%,6.3%,3.0,SELLING,$-144.2M,0,3,🔴 1/4,↑0 ↓0,$2.00B,Industrial Services,NYSE
