Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",79.06,87.29,9.4%,230.84,56.55,51.52,230.84,65.8%,1.04,2.53%,7.7%,2.0%,2.2,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$41.92B,Finance,NYSE
PCG,PG&E Corporation,17.85,19.16,6.8%,27.04,14.27,27.88,27.04,34.0%,1.22,1.12%,9.7%,0.0%,—,SELLING,$-7.8M,0,11,✅ 3/4,↑0 ↓0,$39.31B,Utilities,NYSE
FISV,"Fiserv, Inc.",51.02,144.05,64.6%,52.47,115.59,91.65,52.47,2.8%,1.04,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑1 ↓0,$27.21B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",41.51,82.62,49.8%,48.21,84.97,77.78,48.21,13.9%,1.34,4.24%,17.2%,4.0%,3.0,BUYING,$+1.1M,3,0,🟡 2/4,↑1 ↓0,$21.46B,Technology Services,NYSE
VTRS,"Viatris, Inc.",17.24,17.68,2.5%,18.59,11.43,20.73,18.59,7.2%,1.37,2.78%,-2.0%,4.1%,4.7,—,—,0,0,✅ 4/4,↑0 ↓0,$20.23B,Health Technology,NASDAQ
CDE,"Coeur Mining, Inc.",15.13,27.77,45.5%,17.70,7.42,7.15,17.70,14.5%,1.50,0.26%,12.1%,5.8%,1.3,SELLING,$-715K,1,1,🟡 2/4,↑0 ↓0,$15.59B,Non-Energy Minerals,NYSE
APA,APA Corporation,36.15,45.66,20.8%,42.23,24.71,31.39,42.23,14.4%,1.98,2.77%,25.8%,12.0%,5.3,SELLING,$-833K,0,1,✅ 4/4,↑0 ↓0,$12.78B,Energy Minerals,NASDAQ
BAX,Baxter International Inc.,22.40,29.35,23.7%,33.68,50.08,48.04,33.68,33.5%,1.91,0.18%,-14.9%,11.3%,5.8,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$11.57B,Health Technology,NYSE
CSGP,"CoStar Group, Inc.",27.66,97.43,71.6%,29.28,71.12,52.92,29.28,5.5%,1.42,—,0.3%,4.0%,2.2,BUYING,$+6.0M,5,0,✅ 4/4,↑1 ↓0,$11.30B,Technology Services,NASDAQ
SIRI,SiriusXM Holdings Inc.,29.80,31.42,5.2%,31.33,40.71,40.06,31.33,4.9%,0.85,3.57%,7.4%,18.3%,8.2,SELLING,$-740K,0,2,🔴 1/4,↑0 ↓0,$10.03B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",50.94,88.24,42.3%,66.04,109.24,95.09,66.04,22.9%,0.55,5.65%,-6.4%,6.2%,4.5,BUYING,$+2.2M,5,3,🔴 2/4,↑0 ↓0,$8.88B,Finance,NYSE
NOV,NOV Inc.,20.76,21.55,3.7%,27.26,15.66,24.20,27.26,23.8%,1.20,1.73%,1.4%,13.2%,5.8,—,—,0,0,🔴 0/4,↑0 ↓0,$7.45B,Industrial Services,NYSE
MOS,Mosaic Company,22.30,37.08,39.9%,28.60,28.53,27.65,28.60,22.0%,0.60,3.95%,0.4%,12.4%,3.0,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$7.09B,Process Industries,NYSE
CAG,"Conagra Brands, Inc.",14.77,20.32,27.3%,16.83,24.17,23.51,16.83,12.2%,1.11,4.74%,-25.1%,13.3%,2.0,BUYING,$+761K,2,0,✅ 3/4,↑0 ↓0,$7.07B,Consumer Non-Durables,NYSE
CLF,Cleveland-Cliffs Inc,11.93,16.70,28.6%,19.25,13.96,11.09,19.25,38.0%,1.21,—,-15.2%,14.8%,4.2,SELLING,$-42.0M,1,3,✅ 3/4,↑1 ↓0,$6.81B,Non-Energy Minerals,NYSE
CPB,Campbell's Company,21.84,34.17,36.1%,26.94,36.09,35.39,26.94,18.9%,1.62,7.14%,15.4%,27.6%,4.0,BUYING,$+6K,1,0,✅ 3/4,↑1 ↓0,$6.51B,Consumer Non-Durables,NASDAQ
RIG,Transocean Ltd.,5.35,7.66,30.2%,30.17,4.36,8.30,30.17,82.3%,0.72,—,-30.1%,24.1%,6.2,SELLING,$-325K,1,1,🔴 2/4,↑0 ↓0,$5.97B,Industrial Services,NYSE
TFX,Teleflex Incorporated,132.10,139.67,5.4%,134.47,249.50,220.41,134.47,1.8%,1.90,1.03%,-8.2%,9.6%,6.2,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$5.85B,Health Technology,NYSE
FLG,"Flagstar Bank, National Association",13.85,15.44,10.3%,20.91,21.26,23.55,20.91,33.8%,0.76,0.29%,0.6%,0.0%,—,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$5.77B,Finance,NYSE
MAT,"Mattel, Inc.",14.34,22.48,36.2%,17.71,17.19,18.97,17.71,19.0%,1.98,—,23.6%,14.5%,5.4,BUYING,$+1.0M,1,0,🔴 1/4,↑0 ↓0,$4.17B,Consumer Durables,NASDAQ
CRK,"Comstock Resources, Inc.",13.52,28.10,51.9%,63.62,11.71,14.88,63.62,78.7%,1.44,—,25.4%,30.6%,8.9,SELLING,$-1.0M,0,1,✅ 3/4,↑0 ↓0,$3.97B,Energy Minerals,NYSE
PTEN,"Patterson-UTI Energy, Inc.",10.20,13.08,22.0%,13.15,8.39,11.56,13.15,22.4%,1.23,3.92%,-3.6%,9.0%,2.7,SELLING,$-17.0M,0,9,✅ 3/4,↑0 ↓0,$3.87B,Energy Minerals,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,33.49,35.55,5.8%,34.32,26.16,22.77,34.32,2.4%,1.20,2.27%,5.4%,6.4%,4.2,SELLING,$-1.8M,2,9,✅ 3/4,↑0 ↓0,$3.26B,Finance,NASDAQ
XRAY,"DENTSPLY SIRONA, Inc.",12.93,16.29,20.6%,32.26,32.74,38.27,32.26,59.9%,1.97,—,-37.7%,16.7%,4.8,BUYING,$+1.6M,10,0,🔴 1/4,↑1 ↓0,$2.59B,Health Technology,NASDAQ
WHR,Whirlpool Corporation,37.27,100.49,62.9%,76.53,108.83,108.80,76.53,51.3%,0.64,—,5.2%,0.2%,0.0,BUYING,$+199K,1,0,🔴 1/4,↑1 ↓0,$2.42B,Consumer Durables,NYSE
HE,"Hawaiian Electric Industries, Inc.",13.50,17.38,22.3%,19.10,25.94,25.70,19.10,29.3%,1.42,—,8.2%,13.0%,8.8,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$2.33B,Utilities,NYSE
NWL,Newell Brands Inc,5.08,6.63,23.4%,13.92,10.69,16.03,13.92,63.5%,0.92,5.51%,-11.2%,22.7%,4.2,SELLING,$-1.3M,0,4,🟡 1/4,↑0 ↓0,$2.16B,Producer Manufacturing,NASDAQ
GT,Goodyear Tire & Rubber Company,7.21,11.05,34.7%,15.47,11.57,17.39,15.47,53.4%,0.69,—,-52.6%,17.3%,3.3,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$2.07B,Consumer Durables,NASDAQ
NEOG,Neogen Corp,9.40,11.43,17.7%,14.69,23.52,23.80,14.69,36.0%,0.97,—,-25.6%,6.6%,5.4,BUYING,$+738,2,0,🟡 2/4,—,$2.05B,Health Technology,NASDAQ
KSS,Kohl's Corporation,17.94,25.22,28.9%,27.47,23.17,27.56,27.47,34.7%,0.50,2.79%,7.0%,31.7%,6.5,SELLING,$-66K,0,7,✅ 4/4,↑0 ↓0,$2.03B,Retail Trade,NYSE
