Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
T,AT&T Inc,20.36,6.9%,19.05,18.01,16.38,1.29,5.39%,20.1%,1.8%,2.8,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$141.47B,Communications,NYSE
SPGI,"S&P Global, Inc.",433.74,8.0%,401.71,363.92,264.63,4.12,0.88%,14.8%,1.7%,2.3,BUYING,$+3.6M,4,0,✅ 3/4,↑0 ↓0,$128.39B,Commercial Services,NYSE
KKR,KKR & Co Inc,95.49,7.9%,88.48,71.00,49.35,3.04,0.83%,10.2%,2.2%,3.5,BUYING,$+50.9M,8,0,✅ 3/4,↑0 ↓0,$85.74B,Finance,NYSE
HUM,Humana Inc.,393.56,7.7%,365.35,359.17,294.32,2.54,0.89%,6.2%,6.0%,4.9,BUYING,$+150K,1,0,✅ 4/4,↑0 ↓0,$47.25B,Health Services,NYSE
KDP,Keurig Dr Pepper Inc.,32.33,3.7%,31.18,29.39,22.65,1.74,2.76%,7.4%,5.5%,5.5,NEUTRAL,—,0,0,🟡 2/4,↑2 ↓0,$43.98B,Consumer Non-Durables,NASDAQ
WCN,"Waste Connections, Inc.",167.87,9.4%,153.47,134.41,100.14,5.28,0.83%,12.8%,1.1%,1.4,BUYING,$+4.4M,1,7,✅ 4/4,↑0 ↓0,$42.65B,Industrial Services,NYSE
KR,Kroger Co.,57.65,8.8%,53.01,44.80,36.86,5.46,2.68%,13.5%,5.0%,4.2,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$35.32B,Retail Trade,NYSE
AVB,"AvalonBay Communities, Inc.",192.86,6.0%,181.98,171.68,153.47,2.33,3.67%,9.7%,3.2%,2.8,NEUTRAL,—,0,0,🔴 0/4,↑0 ↓0,$27.36B,Finance,NYSE
IP,International Paper Company,38.21,1.8%,37.54,36.23,33.94,1.37,4.77%,-16.0%,17.1%,8.1,BUYING,$+4.3M,4,0,🔴 0/4,↑0 ↓0,$20.23B,Process Industries,NYSE
WTRG,"Essential Utilities, Inc.",38.34,1.2%,37.88,37.63,32.30,1.58,3.48%,8.3%,1.9%,3.0,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$10.87B,Utilities,NYSE
RLI,RLI Corp.,61.96,4.6%,59.26,51.85,39.57,3.17,1.15%,23.2%,8.0%,6.4,BUYING,$+1.5M,9,0,✅ 4/4,↑0 ↓0,$5.70B,Finance,NYSE
FFIN,First Financial Bankshares Inc,34.84,5.3%,33.09,32.79,26.45,2.55,2.52%,14.6%,7.9%,10.2,BUYING,$+912K,14,0,✅ 3/4,↑1 ↓0,$4.99B,Finance,NASDAQ
SLGN,Silgan Holdings Inc.,45.50,1.9%,44.66,40.40,33.56,2.07,1.81%,12.9%,10.3%,10.2,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$4.81B,Process Industries,NYSE
MGEE,"MGE Energy, Inc.",83.19,8.4%,76.77,72.25,61.33,2.27,2.26%,10.9%,5.1%,4.5,BUYING,$+29K,1,0,🟡 2/4,↑0 ↓0,$3.14B,Utilities,NASDAQ
APAM,"Artisan Partners Asset Management, Inc. Class A",35.82,7.2%,33.40,29.93,23.92,6.54,9.57%,69.7%,8.5%,6.1,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$2.90B,Finance,NYSE
HTO,H2O America,61.55,7.8%,57.10,56.54,48.45,1.40,2.82%,6.5%,15.9%,11.7,BUYING,$+10.7M,4,2,🟡 2/4,↑2 ↓0,$2.58B,Utilities,NASDAQ
TGLS,Tecnoglass Inc.,45.48,0.6%,45.20,32.70,22.88,2.74,1.32%,21.0%,10.5%,7.0,BUYING,$+27.0M,4,0,🔴 2/4,↑0 ↓0,$2.11B,Producer Manufacturing,NYSE
