Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
KKR,KKR & Co Inc,94.04,8.6%,86.58,68.47,47.64,2.99,0.84%,10.2%,2.3%,3.3,BUYING,$+50.9M,8,0,✅ 3/4,↑0 ↓0,$84.44B,Finance,NYSE
WCN,"Waste Connections, Inc.",155.72,2.0%,152.63,133.79,99.72,4.90,0.90%,12.8%,0.9%,1.1,BUYING,$+5.8M,1,5,✅ 4/4,↑1 ↓0,$39.57B,Industrial Services,NYSE
SYY,Sysco Corporation,76.64,5.2%,72.85,68.91,57.29,15.95,2.88%,82.3%,3.3%,3.1,BUYING,$+314K,1,2,✅ 3/4,↑0 ↓0,$36.65B,Distribution Services,NYSE
AVB,"AvalonBay Communities, Inc.",189.74,4.4%,181.69,172.98,153.56,2.30,3.75%,9.7%,3.9%,3.9,NEUTRAL,—,0,0,🔴 0/4,↑0 ↓0,$26.92B,Finance,NYSE
WTW,Willis Towers Watson Public Limited Company,261.65,1.9%,256.81,235.15,187.82,3.09,1.46%,20.7%,3.4%,3.1,BUYING,$+1.2M,4,1,✅ 4/4,↑0 ↓0,$24.71B,Finance,NASDAQ
WSO,"Watsco, Inc.",371.55,5.3%,352.93,294.68,217.99,4.92,3.55%,17.0%,0.0%,—,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$15.14B,Producer Manufacturing,NYSE
J,Jacobs Solutions Inc.,121.89,5.3%,115.78,104.01,79.23,4.38,1.18%,11.5%,6.3%,4.8,BUYING,$+285K,3,1,✅ 4/4,↑0 ↓0,$14.39B,Technology Services,NYSE
UDR,"UDR, Inc.",39.19,3.4%,37.90,36.82,32.08,3.94,4.44%,14.8%,7.7%,4.8,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$12.73B,Finance,NYSE
STN,Stantec Inc,74.11,2.0%,72.68,58.51,44.56,3.48,0.97%,15.3%,—,4.4,NEUTRAL,—,0,0,🟡 2/4,—,$8.45B,Industrial Services,NYSE
CAE,CAE Inc.,25.34,5.8%,23.96,23.64,19.80,2.14,—,6.1%,—,4.2,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$8.15B,Commercial Services,NYSE
MIDD,Middleby Corporation,157.31,6.1%,148.22,140.92,130.12,3.09,—,-7.7%,6.7%,3.4,BUYING,$+15.0M,1,0,✅ 4/4,↑0 ↓0,$7.11B,Producer Manufacturing,NASDAQ
MTDR,Matador Resources Company,55.26,8.6%,50.87,38.88,32.62,1.23,2.80%,8.9%,8.9%,6.4,BUYING,$+429K,7,0,✅ 4/4,↑1 ↓0,$6.86B,Energy Minerals,NYSE
EXP,Eagle Materials Inc.,210.16,7.8%,195.04,162.67,131.14,4.45,0.47%,28.9%,8.0%,5.7,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$6.50B,Non-Energy Minerals,NYSE
BCPC,Balchem Corp,159.48,6.4%,149.84,134.31,108.57,3.99,0.60%,12.7%,1.6%,1.7,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$5.12B,Consumer Non-Durables,NASDAQ
HRI,"Herc Holdings, Inc.",141.59,4.4%,135.65,108.06,83.58,2.49,2.05%,-0.3%,8.6%,3.3,BUYING,$+427K,1,0,✅ 3/4,↑0 ↓0,$4.73B,Finance,NYSE
CBT,Cabot Corporation,82.33,8.3%,76.03,63.60,54.17,2.71,2.34%,18.8%,8.2%,8.3,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$4.25B,Process Industries,NYSE
KBH,KB Home,52.05,1.3%,51.38,45.02,33.79,0.85,1.92%,8.8%,17.9%,7.0,NEUTRAL,—,0,0,🔴 2/4,↑1 ↓0,$3.26B,Consumer Durables,NYSE
MGEE,"MGE Energy, Inc.",77.08,2.6%,75.11,70.86,59.85,2.10,2.51%,10.9%,5.6%,4.8,BUYING,$+29K,1,0,🟡 2/4,↑0 ↓0,$2.91B,Utilities,NASDAQ
APAM,"Artisan Partners Asset Management, Inc. Class A",35.72,9.1%,32.73,29.32,23.42,6.52,9.12%,69.7%,10.9%,7.9,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$2.90B,Finance,NYSE
AGYS,"Agilysys, Inc.",89.37,8.8%,82.17,66.64,44.85,7.70,—,13.1%,4.8%,4.3,BUYING,$+78K,2,0,🔴 2/4,↑1 ↓0,$2.52B,Technology Services,NASDAQ
HTO,H2O America,57.36,1.6%,56.45,56.21,47.96,1.31,3.06%,6.5%,15.2%,8.2,BUYING,$+10.6M,3,1,🟡 2/4,↑3 ↓0,$2.40B,Utilities,NASDAQ
