Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
MELI,"MercadoLibre, Inc.",1612.52,2.0%,1581.16,1391.82,916.05,11.23,—,31.3%,2.2%,1.5,BUYING,$+1.3M,3,0,🔴 1/4,↑0 ↓0,$81.75B,Retail Trade,NASDAQ
CNI,Canadian National Railway Company,114.66,6.9%,107.29,100.09,83.48,4.52,2.36%,21.8%,—,5.6,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$69.55B,Transportation,NYSE
MSCI,MSCI Inc. Class A,573.47,9.0%,525.91,460.04,309.90,,1.41%,—,2.8%,2.5,BUYING,$+1.4M,3,3,✅ 4/4,↑0 ↓0,$41.75B,Commercial Services,NYSE
WCN,"Waste Connections, Inc.",153.76,0.8%,152.53,133.72,99.68,4.84,0.91%,12.8%,0.9%,1.2,BUYING,$+4.4M,1,7,✅ 4/4,↑0 ↓0,$39.07B,Industrial Services,NYSE
SYY,Sysco Corporation,78.91,8.1%,72.97,68.99,57.34,16.43,2.80%,82.3%,3.9%,4.4,BUYING,$+314K,1,2,✅ 3/4,↑0 ↓0,$37.73B,Distribution Services,NYSE
WAT,Waters Corporation,357.33,9.6%,326.17,298.67,240.62,2.29,—,5.2%,4.6%,3.7,BUYING,$+451K,2,0,✅ 3/4,↑1 ↓0,$35.09B,Health Technology,NYSE
KR,Kroger Co.,56.46,8.6%,51.99,44.00,36.45,5.34,2.47%,13.6%,5.1%,5.4,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$34.81B,Retail Trade,NYSE
J,Jacobs Solutions Inc.,120.99,4.6%,115.72,103.97,79.20,4.34,1.19%,11.5%,6.9%,4.6,BUYING,$+285K,3,1,✅ 4/4,↑0 ↓0,$14.29B,Technology Services,NYSE
CAE,CAE Inc.,25.07,4.7%,23.94,23.63,19.79,2.11,—,6.1%,—,3.5,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$8.06B,Commercial Services,NYSE
SON,Sonoco Products Company,51.56,4.0%,49.60,48.65,43.18,1.43,4.26%,20.2%,11.1%,6.6,BUYING,$+650K,2,2,🟡 1/4,↑1 ↓0,$5.10B,Process Industries,NYSE
LOPE,"Grand Canyon Education, Inc.",143.57,7.6%,133.48,120.11,98.13,5.51,—,29.8%,5.6%,5.6,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.81B,Commercial Services,NASDAQ
KBH,KB Home,53.91,4.8%,51.46,45.08,33.82,0.88,1.85%,8.8%,17.5%,7.0,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$3.38B,Consumer Durables,NYSE
WDFC,WD-40 Company,225.03,6.6%,211.15,206.04,162.44,11.27,1.80%,31.2%,5.8%,3.9,BUYING,$+105K,1,0,✅ 3/4,↑1 ↓0,$3.03B,Process Industries,NASDAQ
MGEE,"MGE Energy, Inc.",76.38,1.7%,75.08,70.84,59.84,2.08,2.50%,10.9%,5.5%,4.0,BUYING,$+29K,1,0,🟡 2/4,↑0 ↓0,$2.88B,Utilities,NASDAQ
HTO,H2O America,56.92,0.9%,56.43,56.20,47.95,1.30,3.10%,6.5%,15.3%,10.0,BUYING,$+10.6M,3,1,🟡 2/4,↑2 ↓0,$2.38B,Utilities,NASDAQ
TGLS,Tecnoglass Inc.,46.71,3.0%,45.36,32.80,22.92,2.82,1.31%,21.0%,10.7%,5.3,BUYING,$+27.0M,4,0,🔴 2/4,↑0 ↓0,$2.17B,Producer Manufacturing,NYSE
