Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,104.34,117.09,10.9%,109.53,117.70,109.53,69.23,4.7%,1.64,—,7.8%,1.2%,2.2,SELLING,$-1.5M,0,3,✅ 4/4,↑1 ↓0,$180.16B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,23.02,32.85,29.9%,30.23,33.81,30.23,19.04,23.8%,0.91,—,12.0%,2.6%,3.6,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$81.71B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,220.36,225.80,2.4%,263.14,232.46,263.14,174.12,16.3%,1.73,—,4.6%,4.3%,7.4,SELLING,$-240K,0,1,✅ 4/4,↑0 ↓0,$32.56B,Health Technology,NASDAQ
CTSH,Cognizant Technology Solutions Corporation Class A,60.12,87.03,30.9%,62.30,66.03,62.30,39.85,3.5%,1.88,—,14.9%,7.9%,4.5,SELLING,$-818K,1,10,✅ 3/4,↑0 ↓0,$27.08B,Technology Services,NASDAQ
GPN,Global Payments Inc.,84.99,95.88,11.4%,102.56,121.63,102.56,60.21,17.1%,0.98,—,2.2%,7.3%,5.2,NEUTRAL,—,0,0,✅ 4/4,↑2 ↓0,$22.49B,Finance,NYSE
CHTR,"Charter Communications, Inc. Class A",126.44,285.82,55.8%,351.38,415.15,351.38,,64.0%,0.89,—,29.7%,33.6%,5.8,SELLING,$-9.0M,4,1,🔴 2/4,↑0 ↓0,$22.14B,Consumer Services,NASDAQ
IFF,International Flavors & Fragrances Inc.,83.78,89.31,6.2%,95.63,93.27,95.63,63.83,12.4%,1.53,—,1.8%,8.7%,10.3,BUYING,$+19.0M,1,3,🔴 2/4,↑1 ↓0,$21.38B,Consumer Non-Durables,NYSE
BCE,BCE Inc.,22.09,26.52,16.7%,27.63,29.60,27.63,19.70,20.1%,1.42,—,30.6%,—,9.7,—,—,0,0,✅ 3/4,↑0 ↓0,$20.59B,Communications,NYSE
STLA,Stellantis N.V.,4.87,12.22,60.1%,9.58,11.63,9.58,,49.2%,0.22,—,—,4.9%,6.7,—,—,0,0,🟡 1/2,↑0 ↓0,$18.33B,Consumer Durables,NYSE
TSN,"Tyson Foods, Inc. Class A",52.38,69.48,24.6%,53.83,58.94,53.83,33.17,2.7%,1.00,—,3.2%,3.1%,2.9,BUYING,$+1.0M,1,0,✅ 3/4,↑0 ↓0,$18.06B,Consumer Non-Durables,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",94.56,106.88,11.5%,109.73,114.90,109.73,82.16,13.8%,1.43,—,6.4%,6.1%,4.1,SELLING,$-1.2M,0,3,✅ 4/4,↑1 ↓0,$18.04B,Health Technology,NYSE
WY,Weyerhaeuser Company,21.16,27.75,23.7%,24.48,26.36,24.48,18.15,13.6%,1.61,—,5.0%,4.6%,5.2,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$15.25B,Finance,NYSE
FLUT,Flutter Entertainment Plc,87.24,287.44,69.6%,137.23,164.76,137.23,,36.4%,1.73,—,-8.0%,7.4%,2.9,SELLING,$-189K,7,18,✅ 3/4,↑2 ↓0,$15.14B,Consumer Services,NYSE
GIB,CGI Inc. Class A,69.49,95.20,27.0%,70.98,86.20,70.98,41.92,2.1%,2.00,—,17.0%,—,14.9,NEUTRAL,—,0,0,✅ 4/4,—,$14.23B,Technology Services,NYSE
TU,TELUS Corporation,8.79,15.88,44.6%,12.88,14.46,12.88,8.69,31.7%,1.48,—,-6.4%,—,8.8,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$13.97B,Communications,NYSE
