Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
KKR,KKR & Co Inc,94.04,8.6%,86.58,68.47,47.64,2.99,0.83%,10.2%,1.9%,2.5,BUYING,$+50.9M,8,0,✅ 3/4,↑1 ↓0,$84.44B,Finance,NYSE
CNI,Canadian National Railway Company,114.24,5.9%,107.82,100.60,83.91,4.50,2.34%,21.8%,—,1.5,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$69.85B,Transportation,NYSE
WCN,"Waste Connections, Inc.",155.71,2.0%,152.61,133.77,99.71,4.90,0.90%,12.8%,0.9%,1.3,BUYING,$+5.5M,1,6,✅ 4/4,↑1 ↓0,$39.56B,Industrial Services,NYSE
WAT,Waters Corporation,342.37,5.2%,325.38,298.15,240.31,2.20,—,5.2%,3.5%,3.8,BUYING,$+451K,2,0,✅ 3/4,↑0 ↓0,$33.62B,Health Technology,NYSE
WTW,Willis Towers Watson Public Limited Company,257.40,1.1%,254.54,231.92,184.54,3.04,1.49%,20.7%,2.6%,3.2,BUYING,$+1.2M,4,1,✅ 4/4,↑0 ↓0,$24.31B,Finance,NASDAQ
WSO,"Watsco, Inc.",375.17,6.1%,353.66,294.81,217.46,4.97,3.52%,17.0%,0.0%,—,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$15.29B,Producer Manufacturing,NYSE
UDR,"UDR, Inc.",38.01,1.3%,37.51,36.42,31.75,3.82,4.58%,14.8%,6.5%,4.4,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$12.35B,Finance,NYSE
STN,Stantec Inc,76.54,5.1%,72.80,58.59,44.61,3.60,0.93%,15.3%,—,4.5,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$8.73B,Industrial Services,NYSE
MIDD,Middleby Corporation,148.09,1.4%,146.10,138.95,127.88,2.91,—,-7.7%,6.5%,4.5,BUYING,$+15.1M,2,0,✅ 4/4,↑0 ↓0,$6.70B,Producer Manufacturing,NASDAQ
EXP,Eagle Materials Inc.,199.43,4.2%,191.31,158.97,127.96,4.22,0.50%,28.9%,7.6%,5.0,NEUTRAL,—,0,0,🔴 2/4,↑1 ↓0,$6.17B,Non-Energy Minerals,NYSE
SON,Sonoco Products Company,49.37,2.5%,48.16,47.33,42.14,1.37,4.38%,20.2%,7.8%,4.2,BUYING,$+650K,2,2,🟡 1/4,↑1 ↓0,$4.88B,Process Industries,NYSE
ATS,ATS Corporation,34.28,0.9%,33.96,28.10,21.40,2.56,—,1.1%,—,15.8,NEUTRAL,—,0,0,🟡 2/4,—,$3.36B,Producer Manufacturing,NYSE
MGEE,"MGE Energy, Inc.",76.06,0.8%,75.49,71.13,60.11,2.07,2.50%,10.9%,1.8%,2.6,BUYING,$+50K,2,0,🟡 2/4,↑0 ↓0,$2.80B,Utilities,NASDAQ
WDFC,WD-40 Company,207.30,0.1%,207.02,202.78,159.37,10.38,1.97%,31.2%,6.1%,2.7,BUYING,$+105K,1,0,✅ 3/4,↑1 ↓0,$2.79B,Process Industries,NASDAQ
HTO,H2O America,58.13,3.5%,56.17,56.12,47.86,1.33,3.03%,6.5%,15.4%,7.3,BUYING,$+6.0M,2,0,🟡 2/4,↑3 ↓0,$2.43B,Utilities,NASDAQ
AGYS,"Agilysys, Inc.",79.84,1.7%,78.49,62.72,42.32,6.88,—,13.1%,4.7%,4.0,BUYING,$+78K,2,0,🔴 2/4,↑0 ↓0,$2.25B,Technology Services,NASDAQ
CENT,Central Garden & Pet Company,38.58,9.3%,35.29,33.29,27.47,1.46,—,10.7%,5.7%,5.6,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.21B,Consumer Non-Durables,NASDAQ
