Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,101.76,119.78,15.0%,108.52,115.41,108.52,68.45,6.2%,1.63,1.47%,10.5%,1.3%,1.9,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$176.71B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,24.75,32.85,24.7%,29.92,33.41,29.92,18.91,17.3%,0.98,5.33%,12.0%,2.7%,2.0,SELLING,$-2.0M,0,2,✅ 4/4,↑1 ↓0,$87.83B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,206.63,219.72,6.0%,262.01,232.73,262.01,172.47,21.1%,1.62,—,4.6%,4.5%,3.9,SELLING,$-771K,1,2,✅ 4/4,↑0 ↓0,$30.53B,Health Technology,NASDAQ
FISV,"Fiserv, Inc.",54.11,140.42,61.5%,91.68,114.75,91.68,52.50,41.0%,1.10,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑1 ↓0,$28.85B,Commercial Services,NASDAQ
CTSH,Cognizant Technology Solutions Corporation Class A,55.78,87.03,35.9%,62.13,65.96,62.13,39.40,10.2%,1.74,2.37%,14.9%,12.7%,3.9,SELLING,$-670K,1,10,✅ 3/4,↑1 ↓0,$25.13B,Technology Services,NASDAQ
GPN,Global Payments Inc.,87.48,90.85,3.7%,102.89,122.04,102.89,60.41,15.0%,1.01,1.14%,2.6%,8.8%,5.5,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$23.93B,Finance,NYSE
IFF,International Flavors & Fragrances Inc.,88.07,89.31,1.4%,96.70,94.20,96.70,64.29,8.9%,1.59,1.82%,6.1%,8.1%,7.3,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$22.47B,Consumer Non-Durables,NYSE
STLA,Stellantis N.V.,5.63,12.22,53.9%,9.56,11.73,9.56,,41.1%,0.25,—,—,3.8%,5.4,—,—,0,0,🟡 1/2,↑0 ↓0,$21.19B,Consumer Durables,NYSE
BCE,BCE Inc.,22.06,26.52,16.8%,27.94,29.86,27.94,19.91,21.1%,1.42,5.65%,31.7%,—,6.8,—,—,0,0,✅ 3/4,↑0 ↓0,$20.57B,Communications,NYSE
CHTR,"Charter Communications, Inc. Class A",153.17,285.82,46.4%,351.92,416.05,351.92,,56.5%,1.08,—,29.7%,45.5%,5.3,SELLING,$-9.0M,4,1,🔴 2/4,↑1 ↓0,$20.49B,Consumer Services,NASDAQ
LYB,LyondellBasell Industries NV,59.03,83.94,29.7%,60.17,64.73,60.17,,1.9%,1.79,4.68%,-2.3%,4.9%,2.2,SELLING,$-27.0M,0,2,✅ 3/4,↑0 ↓0,$19.07B,Process Industries,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",98.16,108.29,9.4%,109.80,115.02,109.80,82.19,10.6%,1.50,0.98%,6.1%,8.2%,5.0,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$18.99B,Health Technology,NYSE
