Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",76.59,87.29,12.3%,230.81,56.44,51.46,230.81,66.8%,1.01,2.68%,7.7%,2.3%,2.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$40.61B,Finance,NYSE
PCG,PG&E Corporation,16.57,19.16,13.5%,27.03,14.23,27.85,27.03,38.7%,1.15,1.19%,9.2%,0.0%,—,SELLING,$-4.9M,0,9,🟡 2/4,↑1 ↓0,$36.49B,Utilities,NYSE
FISV,"Fiserv, Inc.",50.73,175.92,71.2%,52.46,115.57,91.64,52.46,3.3%,1.03,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑1 ↓0,$27.05B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",40.80,82.62,50.6%,48.20,84.92,77.75,48.20,15.3%,1.32,4.53%,17.2%,4.0%,2.5,BUYING,$+1.1M,3,0,🟡 2/4,↑0 ↓0,$21.09B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.18,17.53,7.7%,18.57,11.39,20.71,18.57,12.9%,1.29,3.02%,-2.0%,3.9%,4.7,—,—,0,0,✅ 4/4,↑0 ↓0,$18.99B,Health Technology,NASDAQ
CDE,"Coeur Mining, Inc.",16.54,27.77,40.4%,17.71,7.46,7.17,17.71,6.6%,1.64,0.25%,12.1%,4.6%,1.7,SELLING,$-715K,1,1,🟡 2/4,↑0 ↓0,$17.11B,Non-Energy Minerals,NYSE
APA,APA Corporation,31.87,45.66,30.2%,42.49,24.75,31.52,42.49,25.0%,1.74,3.07%,25.8%,10.3%,5.2,SELLING,$-833K,0,1,✅ 4/4,↑0 ↓0,$11.27B,Energy Minerals,NASDAQ
BAX,Baxter International Inc.,21.69,31.22,30.5%,33.67,50.04,48.02,33.67,35.6%,1.85,0.19%,-14.9%,12.7%,6.1,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$11.20B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,29.95,30.32,1.2%,31.32,40.68,40.04,31.32,4.4%,0.86,3.60%,7.4%,18.2%,5.8,SELLING,$-740K,0,2,🔴 1/4,↑0 ↓0,$10.08B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",53.01,88.24,39.9%,66.05,109.28,95.12,66.05,19.7%,0.58,5.45%,-6.4%,4.7%,3.0,BUYING,$+2.0M,4,3,🔴 2/4,↑0 ↓0,$9.24B,Finance,NYSE
TAP,Molson Coors Beverage Company Class B,39.04,54.82,28.8%,39.42,45.69,52.47,39.42,1.0%,0.69,4.93%,-18.2%,24.7%,8.5,BUYING,$+45K,2,1,✅ 3/4,↑0 ↓0,$7.37B,Consumer Non-Durables,NYSE
CPB,Campbell's Company,23.47,34.17,31.3%,27.41,36.74,36.01,27.41,14.4%,1.74,7.00%,15.4%,35.8%,6.0,SELLING,$-65K,1,1,✅ 3/3,↑2 ↓0,$7.00B,Consumer Non-Durables,NASDAQ
CAG,"Conagra Brands, Inc.",14.30,21.27,32.8%,16.82,24.15,23.50,16.82,15.0%,0.84,10.40%,-0.5%,14.3%,3.4,BUYING,$+250K,1,0,🔴 2/4,↑1 ↓0,$6.84B,Consumer Non-Durables,NYSE
MOS,Mosaic Company,21.30,38.23,44.3%,28.59,28.49,27.63,28.59,25.5%,0.57,4.15%,0.4%,10.0%,2.6,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$6.77B,Process Industries,NYSE
NOV,NOV Inc.,18.10,21.55,16.0%,27.23,15.57,24.14,27.23,33.5%,1.05,1.78%,1.4%,15.6%,9.3,—,—,0,0,🔴 0/4,↑0 ↓0,$6.50B,Industrial Services,NYSE
FLG,"Flagstar Bank, National Association",15.00,15.37,2.4%,20.92,21.30,23.58,20.92,28.3%,0.82,0.27%,-0.7%,0.0%,—,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$6.25B,Finance,NYSE
SM,SM Energy Company,25.73,35.88,28.3%,29.57,24.27,26.13,29.57,13.0%,0.90,3.37%,2.3%,6.5%,3.3,SELLING,$-834K,0,1,✅ 3/4,↑0 ↓0,$6.17B,Energy Minerals,NYSE
TFX,Teleflex Incorporated,129.75,139.67,7.1%,134.44,249.39,220.34,134.44,3.5%,1.86,1.07%,-8.2%,8.0%,3.6,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$5.74B,Health Technology,NYSE
RIG,Transocean Ltd.,4.87,7.66,36.4%,30.16,4.35,8.29,30.16,83.9%,0.66,—,-30.1%,21.8%,7.1,SELLING,$-1.5M,0,3,🔴 2/4,↑0 ↓0,$5.44B,Industrial Services,NYSE
CLF,Cleveland-Cliffs Inc,9.42,16.70,43.6%,19.22,13.87,11.04,19.22,51.0%,0.92,—,-20.0%,13.6%,4.0,SELLING,$-42.0M,1,3,✅ 3/4,↑1 ↓0,$5.37B,Non-Energy Minerals,NYSE
CRK,"Comstock Resources, Inc.",14.68,28.10,47.8%,63.63,11.75,14.91,63.63,76.9%,1.56,—,25.4%,30.5%,8.6,SELLING,$-1.0M,0,1,✅ 3/4,↑0 ↓0,$4.31B,Energy Minerals,NYSE
MAT,"Mattel, Inc.",13.74,22.48,38.9%,17.70,17.16,18.96,17.70,22.4%,1.90,—,23.6%,14.4%,6.7,BUYING,$+1.0M,1,0,🔴 1/4,↑0 ↓0,$3.99B,Consumer Durables,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,33.98,35.55,4.4%,34.32,26.17,22.78,34.32,1.0%,1.22,2.29%,5.4%,5.9%,7.2,SELLING,$-1.6M,2,8,✅ 3/4,↑0 ↓0,$3.30B,Finance,NASDAQ
PTEN,"Patterson-UTI Energy, Inc.",8.57,13.08,34.5%,13.13,8.34,11.53,13.13,34.7%,1.03,4.36%,-3.6%,6.7%,2.5,SELLING,$-17.0M,0,9,✅ 3/4,↑0 ↓0,$3.25B,Industrial Services,NASDAQ
WHR,Whirlpool Corporation,40.17,111.96,64.1%,76.55,108.90,108.84,76.55,47.5%,0.69,—,5.2%,0.2%,0.0,BUYING,$+199K,1,0,🔴 1/4,↑2 ↓0,$2.60B,Consumer Durables,NYSE
HOG,"Harley-Davidson, Inc.",24.15,31.25,22.7%,32.33,30.01,34.21,32.33,25.3%,0.83,3.07%,7.4%,21.0%,7.2,BUYING,$+99K,3,5,🔴 1/4,↑0 ↓0,$2.54B,Consumer Durables,NYSE
NWL,Newell Brands Inc,5.89,6.63,11.2%,13.93,10.71,16.05,13.93,57.7%,1.07,4.56%,-11.2%,18.8%,5.2,SELLING,$-1.3M,0,4,🟡 1/4,↑0 ↓0,$2.50B,Producer Manufacturing,NASDAQ
HE,"Hawaiian Electric Industries, Inc.",13.41,17.38,22.8%,19.10,25.93,25.70,19.10,29.8%,1.41,—,8.2%,12.5%,9.3,—,—,0,0,🟡 1/4,↑0 ↓0,$2.32B,Utilities,NYSE
XRAY,"DENTSPLY SIRONA, Inc.",11.09,17.09,35.1%,32.25,32.68,38.24,32.25,65.6%,1.69,—,-37.7%,13.8%,4.3,BUYING,$+1.6M,10,0,🔴 1/4,↑1 ↓0,$2.22B,Health Technology,NASDAQ
KSS,Kohl's Corporation,18.77,25.22,25.6%,27.47,23.20,27.58,27.47,31.7%,0.53,2.82%,7.0%,31.3%,4.8,SELLING,$-65K,0,6,✅ 4/4,↑0 ↓0,$2.13B,Retail Trade,NYSE
NEOG,Neogen Corp,9.31,11.43,18.5%,14.68,23.51,23.80,14.68,36.6%,0.96,—,-25.6%,7.3%,4.5,BUYING,$+2K,3,0,🟡 2/4,—,$2.03B,Health Technology,NASDAQ
