Ticker,Company,Price,52W High,% Off 52W High,30Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
PFE,Pfizer Inc.,26.07,28.75,9.3%,28.62,28.62,25.74,18.35,8.9%,1.65,6.61%,8.3%,2.8%,4.3,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$148.56B,Health Technology,NYSE
CNC,Centene Corporation,62.59,63.50,1.4%,63.98,63.98,54.29,,2.2%,1.44,—,-26.1%,3.5%,2.1,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$30.91B,Health Services,NYSE
LEN,Lennar Corporation Class A,90.78,144.24,37.1%,95.37,95.37,73.97,49.26,4.8%,1.02,2.21%,7.9%,0.3%,0.2,NEUTRAL,—,0,0,🔴 0/4,↑0 ↓0,$22.30B,Consumer Durables,NYSE
TSN,"Tyson Foods, Inc. Class A",57.81,69.48,16.8%,59.50,59.50,53.67,32.89,2.8%,1.10,3.47%,2.5%,4.3%,4.1,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$19.95B,Consumer Non-Durables,NYSE
BRO,"Brown & Brown, Inc.",57.93,111.10,47.9%,65.39,65.39,46.99,28.16,11.4%,1.54,1.12%,11.7%,6.3%,4.7,BUYING,$+114K,1,0,✅ 4/4,↑1 ↓0,$19.64B,Finance,NYSE
DOC,"Healthpeak Properties, Inc.",19.82,20.27,2.2%,20.09,20.09,19.52,15.19,1.3%,1.76,6.16%,2.8%,6.1%,3.5,SELLING,$-214K,0,1,🟡 2/4,↑1 ↓0,$14.00B,Finance,NYSE
RVTY,"Revvity, Inc.",102.19,118.30,13.6%,117.17,117.17,94.14,57.25,12.8%,1.59,0.28%,3.2%,12.8%,6.7,SELLING,$-4.7M,0,6,✅ 4/4,↑0 ↓0,$11.40B,Health Technology,NYSE
WLK,Westlake Corporation,85.36,124.23,31.3%,90.24,90.24,78.72,,5.4%,1.28,2.50%,-17.2%,11.0%,3.0,SELLING,$-7.1M,0,4,🔴 1/4,↑0 ↓0,$10.94B,Process Industries,NYSE
WTRG,"Essential Utilities, Inc.",37.07,42.37,12.5%,37.43,37.43,32.01,21.15,0.9%,1.52,3.67%,8.3%,1.6%,1.7,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$10.51B,Utilities,NYSE
UHS,"Universal Health Services, Inc. Class B",141.63,246.32,42.5%,149.56,149.56,135.64,83.37,5.3%,1.15,0.55%,21.3%,7.1%,3.2,SELLING,$-128K,0,1,✅ 3/4,↑0 ↓0,$8.57B,Health Services,NYSE
EMN,Eastman Chemical Company,71.34,83.47,14.5%,76.49,76.49,69.56,45.20,6.7%,1.36,4.68%,6.7%,6.0%,4.2,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$8.16B,Process Industries,NYSE
