Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,106.82,119.78,10.8%,108.62,115.58,108.62,68.50,1.7%,1.68,—,7.8%,1.1%,1.7,SELLING,$-1.1M,0,2,✅ 4/4,↑1 ↓0,$184.44B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,26.41,32.85,19.6%,29.95,33.46,29.95,18.93,11.8%,1.04,—,12.0%,2.4%,2.4,SELLING,$-143K,0,1,✅ 4/4,↑1 ↓0,$93.72B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,221.50,222.85,0.6%,262.31,233.22,262.31,172.62,15.6%,1.74,—,4.6%,3.9%,4.3,SELLING,$-240K,0,1,✅ 4/4,↑0 ↓0,$32.73B,Health Technology,NASDAQ
FISV,"Fiserv, Inc.",52.58,138.85,62.1%,91.64,114.70,91.64,52.49,42.6%,1.04,—,10.7%,—,—,BUYING,$+2.2M,7,0,🔴 2/4,↑1 ↓0,$27.96B,Commercial Services,NASDAQ
GPN,Global Payments Inc.,92.74,95.88,3.3%,103.00,122.22,103.00,60.46,10.0%,1.07,—,2.2%,6.7%,4.4,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$24.54B,Finance,NYSE
IFF,International Flavors & Fragrances Inc.,86.85,89.31,2.8%,96.67,94.16,96.67,64.28,10.2%,1.59,—,1.8%,8.3%,8.9,BUYING,$+31.0M,3,3,🔴 2/4,↑1 ↓0,$22.16B,Consumer Non-Durables,NYSE
BCE,BCE Inc.,23.40,26.52,11.8%,27.97,29.91,27.97,19.93,16.3%,1.50,—,30.6%,—,7.5,—,—,0,0,✅ 3/4,↑0 ↓0,$21.82B,Communications,NYSE
STLA,Stellantis N.V.,5.28,12.22,56.8%,9.55,11.72,9.55,,44.7%,0.24,—,—,4.5%,6.3,—,—,0,0,🟡 1/2,↑0 ↓0,$19.87B,Consumer Durables,NYSE
CHTR,"Charter Communications, Inc. Class A",148.32,285.82,48.1%,351.82,415.89,351.82,,57.8%,1.04,—,29.7%,51.6%,8.1,SELLING,$-9.0M,4,1,🔴 2/4,↑1 ↓0,$19.15B,Consumer Services,NASDAQ
ZBH,"Zimmer Biomet Holdings, Inc.",99.48,106.88,6.9%,109.83,115.06,109.83,82.21,9.4%,1.50,—,6.4%,6.1%,3.3,SELLING,$-664K,0,2,✅ 4/4,↑1 ↓0,$18.97B,Health Technology,NYSE
WY,Weyerhaeuser Company,23.70,27.75,14.6%,24.75,26.64,24.75,18.30,4.3%,1.81,—,5.0%,4.0%,4.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$17.08B,Finance,NYSE
FLUT,Flutter Entertainment Plc,95.01,309.38,69.3%,137.37,164.99,137.37,,30.8%,1.88,—,-8.0%,8.8%,3.6,SELLING,$-1.6M,7,16,✅ 3/4,↑3 ↓0,$16.49B,Consumer Services,NYSE
TU,TELUS Corporation,9.76,16.65,41.4%,13.10,14.80,13.10,8.74,25.5%,1.64,—,-6.4%,—,7.9,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$15.51B,Communications,NYSE
QXO,"QXO, Inc.",13.86,27.61,49.8%,23.68,28.58,23.68,,41.5%,1.08,—,-4.6%,8.8%,3.9,NEUTRAL,—,0,0,🟡 0/4,↑1 ↓0,$14.38B,Distribution Services,NYSE
COO,"Cooper Companies, Inc.",70.96,89.83,21.0%,71.36,85.13,71.36,42.81,0.6%,1.68,—,2.9%,4.5%,4.0,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$13.84B,Health Technology,NASDAQ
CSGP,"CoStar Group, Inc.",31.34,91.89,65.9%,52.98,71.23,52.98,29.31,40.9%,1.60,—,0.9%,4.2%,2.1,BUYING,$+5.8M,5,2,✅ 4/4,↑1 ↓0,$12.70B,Technology Services,NASDAQ
BMRN,BioMarin Pharmaceutical Inc.,65.29,70.98,8.0%,84.27,79.16,84.27,53.79,22.5%,2.00,—,1.2%,5.3%,4.8,SELLING,$-1.2M,0,2,🔴 1/4,↑1 ↓0,$12.64B,Health Technology,NASDAQ
PSKY,Paramount Skydance Corporation Class B,10.80,20.86,48.2%,31.04,21.79,31.04,,65.2%,1.03,—,-4.4%,14.5%,6.4,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$12.12B,Consumer Services,NASDAQ
HRL,Hormel Foods Corporation,21.28,26.60,20.0%,30.63,33.31,30.63,18.90,30.5%,1.47,—,5.8%,5.9%,5.1,SELLING,$-495K,0,1,✅ 3/4,↑0 ↓0,$11.71B,Consumer Non-Durables,NYSE
SWKS,"Skyworks Solutions, Inc.",67.36,90.90,25.9%,84.61,95.95,84.61,47.82,20.4%,1.77,—,5.1%,31.4%,5.3,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$10.14B,Electronic Technology,NASDAQ
WLK,Westlake Corporation,73.93,124.23,40.5%,78.45,89.88,78.45,,5.8%,1.09,—,-12.9%,15.2%,4.4,SELLING,$-5.4M,0,3,🔴 2/4,↑0 ↓0,$9.45B,Process Industries,NYSE
APTV,Aptiv PLC,45.44,78.49,42.1%,82.43,91.97,82.43,,44.9%,1.08,—,2.9%,6.2%,2.4,BUYING,$+8.2M,5,2,✅ 3/4,↑0 ↓0,$9.43B,Producer Manufacturing,NYSE
KMX,"CarMax, Inc.",62.64,65.28,4.0%,73.85,81.64,73.85,48.11,15.2%,1.45,—,3.6%,10.1%,5.2,BUYING,$+1.3M,5,0,🔴 2/4,↑0 ↓0,$8.89B,Retail Trade,NYSE
ZG,"Zillow Group, Inc. Class A",36.35,90.22,59.7%,50.98,60.06,50.98,,28.7%,1.90,—,1.2%,18.4%,2.7,—,—,0,0,✅ 3/4,↑0 ↓0,$7.98B,Technology Services,NASDAQ
MHK,"Mohawk Industries, Inc.",129.80,143.13,9.3%,151.21,125.84,151.21,112.08,14.2%,0.92,—,5.5%,9.2%,3.6,SELLING,$-17.9M,0,15,✅ 4/4,↑0 ↓0,$7.84B,Producer Manufacturing,NYSE
TAP,Molson Coors Beverage Company Class B,41.66,54.82,24.0%,52.75,45.96,52.75,39.55,21.0%,0.73,—,-19.6%,25.0%,9.4,BUYING,$+40K,1,1,✅ 3/4,↑0 ↓0,$7.79B,Consumer Non-Durables,NYSE
VNO,Vornado Realty Trust,38.72,43.37,10.7%,40.85,33.02,40.85,34.91,5.2%,1.57,—,1.1%,0.0%,—,BUYING,$+55K,2,1,✅ 3/4,↑0 ↓0,$7.23B,Finance,NYSE
LKQ,LKQ Corporation,25.36,37.13,31.7%,32.49,36.27,32.49,,21.9%,1.00,—,7.2%,7.7%,4.3,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$6.42B,Consumer Durables,NASDAQ
RYN,Rayonier Inc.,20.63,27.06,23.8%,21.22,23.31,21.22,15.72,2.8%,1.18,—,2.0%,4.0%,4.3,SELLING,$-62K,0,1,✅ 3/4,↑0 ↓0,$6.17B,Finance,NYSE
OTEX,Open Text Corporation,25.18,39.90,36.9%,29.35,32.86,29.35,17.97,14.2%,1.52,—,16.1%,6.0%,7.9,—,—,0,0,✅ 4/4,↑0 ↓0,$6.10B,Technology Services,NASDAQ
EPAM,"EPAM Systems, Inc.",112.77,222.53,49.3%,198.15,271.76,198.15,,43.1%,1.65,—,11.2%,19.8%,4.3,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$5.82B,Technology Services,NYSE
CE,Celanese Corporation,44.87,70.70,36.5%,87.81,100.75,87.81,,48.9%,1.18,—,-24.6%,9.8%,3.4,BUYING,$+230K,3,0,🔴 2/4,↑0 ↓0,$4.92B,Process Industries,NYSE
ALK,"Alaska Air Group, Inc.",42.20,65.88,35.9%,54.95,48.60,54.95,32.90,23.2%,1.28,—,-4.6%,10.9%,3.8,BUYING,$+738K,1,1,🔴 2/4,↑0 ↓0,$4.71B,Transportation,NYSE
AQN,Algonquin Power & Utilities Corp.,5.68,7.11,20.1%,7.13,8.09,7.13,,20.3%,1.02,—,4.2%,—,4.3,NEUTRAL,—,0,0,✅ 4/4,—,$4.37B,Utilities,NYSE
KRC,Kilroy Realty Corporation,36.69,45.03,18.5%,42.19,39.76,42.19,31.69,13.0%,0.82,—,3.2%,9.8%,6.5,SELLING,$-2.4M,0,6,✅ 3/4,↑0 ↓0,$4.31B,Finance,NYSE
THO,"Thor Industries, Inc.",76.31,122.83,37.9%,78.32,86.96,78.32,49.92,2.6%,0.92,—,6.1%,13.1%,8.3,BUYING,$+229K,1,0,✅ 3/4,↑0 ↓0,$3.97B,Consumer Durables,NYSE
HHH,Howard Hughes Holdings Inc.,64.92,91.07,28.7%,93.79,77.69,93.79,,30.8%,0.98,—,6.8%,9.8%,7.7,SELLING,$-1.0M,1,3,✅ 3/4,↑0 ↓0,$3.88B,Finance,NYSE
MCHB,Mechanics Bancorp. Class A,16.10,17.38,7.3%,19.58,19.88,19.58,,17.8%,1.39,—,18.2%,8.8%,4.8,SELLING,$-30,0,1,🔴 2/4,↑0 ↓0,$3.73B,Finance,NASDAQ
LBTYB,Liberty Global Ltd. Class B,12.93,29.01,55.4%,25.73,19.57,25.73,,49.8%,0.48,—,-27.3%,0.0%,0.5,—,—,0,0,—,—,$3.65B,Communications,NASDAQ
LBTYK,Liberty Global Ltd. Class C,10.28,13.12,21.6%,13.85,11.65,13.85,,25.8%,0.38,—,-27.3%,8.0%,6.9,SELLING,$-2.0M,0,5,—,—,$3.59B,Communications,NASDAQ
LBTYA,Liberty Global Ltd. Class A,10.54,13.52,22.0%,13.91,11.43,13.91,,24.2%,0.39,—,-27.3%,7.4%,4.3,SELLING,$-2.7M,0,4,🔴 2/4,↑0 ↓0,$3.58B,Communications,NASDAQ
PVH,PVH Corp.,76.16,100.75,24.4%,95.06,83.17,95.06,72.03,19.9%,0.72,—,3.3%,13.8%,5.2,SELLING,$-642K,0,1,✅ 4/4,↑0 ↓0,$3.51B,Consumer Non-Durables,NYSE
GPK,Graphic Packaging Holding Company,11.33,22.41,49.5%,15.41,18.27,15.41,9.64,26.5%,1.04,—,6.0%,7.6%,4.0,BUYING,$+1.2M,5,0,✅ 3/4,↑1 ↓0,$3.35B,Process Industries,NYSE
IPGP,IPG Photonics Corporation,77.25,155.82,50.4%,122.84,119.94,122.84,,37.1%,1.54,—,1.3%,22.3%,8.6,SELLING,$-19.8M,0,11,✅ 3/4,↑0 ↓0,$3.29B,Electronic Technology,NASDAQ
MMS,"MAXIMUS, Inc.",59.54,100.00,40.5%,64.13,72.03,64.13,38.20,7.2%,1.79,—,21.1%,10.5%,4.5,SELLING,$-54K,0,1,✅ 3/4,—,$3.12B,Commercial Services,NYSE
PPLI,People Incorporated,39.32,48.32,18.6%,41.87,57.30,41.87,23.52,6.1%,0.58,—,8.2%,15.4%,8.1,SELLING,$-279K,0,1,🔴 0/4,↑0 ↓0,$2.93B,Technology Services,NASDAQ
COLM,Columbia Sportswear Company,56.84,69.06,17.7%,67.88,76.17,67.88,43.60,16.3%,1.82,—,12.7%,13.7%,5.0,SELLING,$-907K,0,4,✅ 3/4,↑0 ↓0,$2.91B,Consumer Non-Durables,NASDAQ
MAN,ManpowerGroup Inc.,62.21,62.96,1.2%,64.47,63.43,64.47,48.96,3.5%,1.37,—,5.1%,14.3%,3.4,—,—,0,0,✅ 4/4,↑0 ↓0,$2.89B,Commercial Services,NYSE
NOG,"Northern Oil and Gas, Inc.",26.08,31.17,16.3%,27.84,21.54,27.84,,6.3%,1.39,—,-22.1%,22.7%,7.8,BUYING,$+500K,1,0,✅ 3/4,↑0 ↓0,$2.78B,Energy Minerals,NYSE
CALY,Callaway Golf Company,15.44,20.28,23.9%,15.78,18.09,15.78,12.98,2.1%,1.28,—,3.0%,4.5%,3.0,SELLING,$-3.5M,0,3,✅ 4/4,↑0 ↓0,$2.76B,Consumer Durables,NYSE
COTY,Coty Inc. Class A,2.76,4.56,39.5%,11.67,7.81,11.67,,76.4%,0.81,—,-18.5%,12.9%,5.5,BUYING,$+200K,1,0,🔴 0/4,↑0 ↓0,$2.43B,Consumer Non-Durables,NYSE
MPT,"Medical Properties Trust, Inc.",4.03,6.47,37.7%,7.75,8.35,7.75,,48.0%,0.53,—,-0.7%,32.4%,21.1,BUYING,$+10K,1,0,🔴 2/4,↑0 ↓0,$2.41B,Finance,NYSE
ARR,"ARMOUR Residential REIT, Inc.",16.41,19.31,15.0%,23.19,18.49,23.19,,29.2%,0.87,—,20.3%,0.0%,—,NEUTRAL,—,0,0,🔴 1/4,—,$2.32B,Finance,NYSE
ALGT,Allegiant Travel Company,80.31,123.63,35.0%,122.03,112.97,122.03,,34.2%,1.24,—,1.8%,7.0%,3.4,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$2.20B,Transportation,NASDAQ
UAA,"Under Armour, Inc. Class A",5.07,8.15,37.8%,18.76,11.64,18.76,,73.0%,1.52,—,-29.8%,35.5%,5.7,BUYING,$+6.0M,2,0,✅ 3/4,↑0 ↓0,$2.15B,Consumer Non-Durables,NYSE
PEB,Pebblebrook Hotel Trust,18.28,19.93,8.3%,21.90,16.93,21.90,,16.5%,0.85,—,-1.8%,19.0%,6.5,BUYING,$+971K,3,1,✅ 3/4,↑0 ↓0,$2.06B,Finance,NYSE
AGIO,"Agios Pharmaceuticals, Inc.",34.28,46.00,25.5%,48.03,35.79,48.03,,28.6%,1.99,—,-34.3%,12.9%,6.4,SELLING,$-3.6M,0,16,✅ 3/4,↑0 ↓0,$2.05B,Health Technology,NASDAQ
XPRO,Expro Ltd,18.07,19.23,6.0%,37.89,17.26,37.89,,52.3%,1.35,—,1.4%,8.5%,7.5,SELLING,$-187K,0,2,🔴 1/4,↑0 ↓0,$2.03B,Industrial Services,NYSE
