Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,106.14,117.09,9.4%,109.57,117.75,109.57,69.25,3.1%,1.67,—,7.8%,1.2%,2.2,SELLING,$-1.5M,0,3,✅ 4/4,↑1 ↓0,$183.27B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,23.31,32.85,29.1%,30.24,33.82,30.24,19.04,22.9%,0.92,—,12.0%,2.6%,3.6,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$82.72B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,215.88,225.80,4.4%,263.06,232.33,263.06,174.08,17.9%,1.69,—,4.6%,4.3%,7.4,SELLING,$-240K,0,1,✅ 4/4,↑0 ↓0,$31.90B,Health Technology,NASDAQ
CTSH,Cognizant Technology Solutions Corporation Class A,61.35,87.03,29.5%,62.33,66.09,62.33,39.86,1.6%,1.92,—,14.9%,7.9%,4.5,SELLING,$-818K,1,10,✅ 3/4,↑0 ↓0,$27.64B,Technology Services,NASDAQ
CHTR,"Charter Communications, Inc. Class A",134.38,285.82,53.0%,351.55,415.44,351.55,,61.8%,0.95,—,29.7%,33.6%,5.8,SELLING,$-9.0M,4,1,🔴 2/4,↑0 ↓0,$23.53B,Consumer Services,NASDAQ
GPN,Global Payments Inc.,86.33,95.88,10.0%,102.59,121.68,102.59,60.23,15.9%,0.99,—,2.2%,7.3%,5.2,NEUTRAL,—,0,0,✅ 4/4,↑2 ↓0,$22.84B,Finance,NYSE
IFF,International Flavors & Fragrances Inc.,85.12,89.31,4.7%,96.10,93.75,96.10,64.14,11.4%,1.55,—,1.8%,8.7%,10.3,BUYING,$+19.0M,1,3,🔴 2/4,↑1 ↓0,$21.72B,Consumer Non-Durables,NYSE
BCE,BCE Inc.,22.67,26.52,14.5%,27.64,29.62,27.64,19.70,18.0%,1.45,—,30.6%,—,9.7,—,—,0,0,✅ 3/4,↑0 ↓0,$21.14B,Communications,NYSE
STLA,Stellantis N.V.,5.09,12.22,58.3%,9.58,11.64,9.58,,46.8%,0.23,—,—,4.9%,6.7,—,—,0,0,🟡 1/2,↑0 ↓0,$19.18B,Consumer Durables,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",94.52,106.88,11.6%,109.73,114.89,109.73,82.15,13.9%,1.43,—,6.4%,6.1%,4.1,SELLING,$-1.2M,0,3,✅ 4/4,↑1 ↓0,$18.03B,Health Technology,NYSE
TSN,"Tyson Foods, Inc. Class A",52.28,69.48,24.8%,53.83,58.95,53.83,33.17,2.9%,1.00,—,3.2%,3.1%,2.9,BUYING,$+1.0M,1,0,✅ 3/4,↑0 ↓0,$18.03B,Consumer Non-Durables,NYSE
FLUT,Flutter Entertainment Plc,96.35,287.44,66.5%,137.41,165.05,137.41,,29.9%,1.91,—,-8.0%,7.4%,2.9,SELLING,$-189K,7,18,✅ 3/4,↑3 ↓0,$16.72B,Consumer Services,NYSE
WY,Weyerhaeuser Company,21.73,27.75,21.7%,24.50,26.37,24.50,18.15,11.3%,1.66,—,5.0%,4.6%,5.2,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$15.67B,Finance,NYSE
TU,TELUS Corporation,8.91,15.94,44.1%,12.88,14.47,12.88,8.69,30.8%,1.50,—,-6.4%,—,8.8,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$14.17B,Communications,NYSE
SWK,"Stanley Black & Decker, Inc.",89.64,104.68,14.4%,97.82,100.36,97.82,65.80,8.4%,1.51,—,6.9%,5.3%,4.0,SELLING,$-105K,0,1,✅ 4/4,↑0 ↓0,$13.54B,Consumer Durables,NYSE
MKC,"McCormick & Company, Incorporated",50.15,72.41,30.7%,60.02,71.98,60.02,37.17,16.4%,1.93,—,25.7%,—,—,BUYING,$+161K,2,0,✅ 3/4,↑0 ↓0,$13.52B,Consumer Non-Durables,NYSE
