Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",79.80,87.29,8.6%,230.84,56.55,51.52,230.84,65.4%,1.05,2.48%,7.7%,2.1%,2.0,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$42.31B,Finance,NYSE
PCG,PG&E Corporation,17.43,19.16,9.0%,27.04,14.26,27.87,27.04,35.5%,1.21,1.15%,9.2%,0.0%,—,SELLING,$-4.9M,0,9,🟡 2/4,↑0 ↓0,$38.38B,Utilities,NYSE
FISV,"Fiserv, Inc.",51.68,167.39,69.1%,52.47,115.60,91.66,52.47,1.5%,1.05,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑2 ↓0,$27.56B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",42.27,82.62,48.8%,48.21,84.97,77.78,48.21,12.3%,1.37,4.20%,17.2%,4.3%,2.9,BUYING,$+1.1M,3,0,🟡 2/4,↑1 ↓0,$21.85B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.99,17.67,3.8%,18.58,11.42,20.72,18.58,8.6%,1.35,2.78%,-2.0%,4.1%,4.8,—,—,0,0,✅ 4/4,↑0 ↓0,$19.94B,Health Technology,NASDAQ
CDE,"Coeur Mining, Inc.",14.16,27.77,49.0%,17.69,7.38,7.12,17.69,19.9%,1.41,0.28%,12.1%,5.4%,1.1,SELLING,$-715K,1,1,🟡 2/4,↑0 ↓0,$14.59B,Non-Energy Minerals,NYSE
APA,APA Corporation,34.84,45.66,23.7%,42.52,24.85,31.58,42.52,18.1%,1.91,2.84%,25.8%,11.7%,5.5,SELLING,$-833K,0,1,✅ 4/4,↑0 ↓0,$12.31B,Energy Minerals,NASDAQ
BAX,Baxter International Inc.,22.07,29.35,24.8%,33.67,50.05,48.02,33.67,34.5%,1.89,0.18%,-14.9%,11.8%,5.5,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$11.40B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,30.60,31.42,2.6%,31.32,40.70,40.05,31.32,2.3%,0.88,3.48%,7.4%,18.1%,5.6,SELLING,$-740K,0,2,🔴 1/4,↑0 ↓0,$10.30B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",50.05,88.24,43.3%,66.02,109.18,95.06,66.02,24.2%,0.54,5.73%,-6.4%,6.0%,3.5,BUYING,$+2.2M,5,3,🔴 2/4,↑0 ↓0,$8.72B,Finance,NYSE
MOS,Mosaic Company,22.41,37.53,40.3%,28.60,28.53,27.65,28.60,21.6%,0.60,3.98%,0.4%,12.4%,2.9,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$7.12B,Process Industries,NYSE
NOV,NOV Inc.,19.55,21.55,9.3%,27.25,15.61,24.17,27.25,28.2%,1.13,1.84%,1.4%,16.1%,6.9,—,—,0,0,—,↑0 ↓0,$7.02B,Industrial Services,NYSE
CAG,"Conagra Brands, Inc.",14.64,20.32,27.9%,16.83,24.16,23.50,16.83,13.0%,1.10,4.90%,-25.1%,15.1%,2.4,BUYING,$+250K,1,0,✅ 3/4,↑0 ↓0,$7.01B,Consumer Non-Durables,NYSE
CPB,Campbell's Company,22.09,34.17,35.4%,26.94,36.09,35.39,26.94,18.0%,1.63,7.07%,15.4%,30.0%,3.7,BUYING,$+6K,1,0,✅ 3/4,↑1 ↓0,$6.59B,Consumer Non-Durables,NASDAQ
MHK,"Mohawk Industries, Inc.",108.00,143.13,24.5%,111.45,123.74,150.58,111.45,3.1%,0.79,—,5.1%,13.1%,5.5,SELLING,$-7.8M,0,12,✅ 4/4,↑0 ↓0,$6.58B,Producer Manufacturing,NYSE
FLG,"Flagstar Bank, National Association",14.84,15.44,3.9%,20.92,21.29,23.57,20.92,29.1%,0.81,0.27%,-0.7%,0.0%,0.0,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$6.19B,Finance,NYSE
TFX,Teleflex Incorporated,134.03,139.67,4.0%,134.48,249.54,220.43,134.48,0.3%,1.92,1.01%,-8.2%,8.5%,4.8,NEUTRAL,—,0,0,—,↑1 ↓0,$5.93B,Health Technology,NYSE
RIG,Transocean Ltd.,5.02,7.66,34.5%,30.16,4.35,8.30,30.16,83.4%,0.68,—,-30.1%,22.1%,6.7,SELLING,$-1.3M,1,3,🔴 2/4,↑0 ↓0,$5.61B,Industrial Services,NYSE
CLF,Cleveland-Cliffs Inc,8.98,16.70,46.2%,19.22,13.86,11.03,19.22,53.3%,0.88,—,-20.0%,14.5%,4.1,SELLING,$-42.0M,1,3,✅ 3/4,↑1 ↓0,$5.12B,Non-Energy Minerals,NYSE
MAT,"Mattel, Inc.",14.14,22.48,37.1%,17.71,17.18,18.97,17.71,20.2%,1.95,—,23.6%,13.1%,5.6,BUYING,$+1.0M,1,0,🔴 1/4,↑0 ↓0,$4.11B,Consumer Durables,NASDAQ
PTEN,"Patterson-UTI Energy, Inc.",10.10,13.08,22.8%,13.15,8.39,11.56,13.15,23.2%,1.21,3.99%,-3.6%,9.6%,3.0,SELLING,$-17.0M,0,9,✅ 3/4,↑0 ↓0,$3.83B,Energy Minerals,NASDAQ
CRK,"Comstock Resources, Inc.",12.89,28.10,54.1%,63.62,11.69,14.87,63.62,79.7%,1.37,—,25.4%,28.9%,8.4,SELLING,$-1.0M,0,1,✅ 3/4,↑0 ↓0,$3.79B,Energy Minerals,NYSE
SBCF,Seacoast Banking Corporation of Florida,33.50,35.55,5.8%,34.32,26.16,22.77,34.32,2.4%,1.20,2.24%,5.4%,6.4%,4.8,SELLING,$-1.8M,2,9,✅ 3/4,↑0 ↓0,$3.26B,Finance,NASDAQ
HOG,"Harley-Davidson, Inc.",27.82,31.25,11.0%,32.37,30.13,34.29,32.37,14.0%,0.96,2.82%,7.4%,21.9%,5.7,—,—,0,0,🔴 1/4,↑0 ↓0,$2.93B,Consumer Durables,NYSE
WHR,Whirlpool Corporation,36.91,100.49,63.3%,76.52,108.79,108.77,76.52,51.8%,0.63,—,5.2%,0.2%,0.0,—,—,0,0,—,↑2 ↓0,$2.39B,Consumer Durables,NYSE
HE,"Hawaiian Electric Industries, Inc.",13.22,17.38,23.9%,19.09,25.93,25.70,19.09,30.8%,1.39,—,8.2%,13.0%,8.6,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$2.28B,Utilities,NYSE
NEOG,Neogen Corp,10.01,11.43,12.4%,14.69,23.53,23.81,14.69,31.9%,1.04,—,-25.6%,6.4%,4.7,BUYING,$+738,2,0,🟡 2/4,—,$2.18B,Health Technology,NASDAQ
NWL,Newell Brands Inc,5.12,6.63,22.8%,13.92,10.68,16.03,13.92,63.2%,0.93,5.35%,-11.2%,21.6%,3.6,SELLING,$-1.3M,0,4,🟡 1/4,↑0 ↓0,$2.18B,Producer Manufacturing,NASDAQ
GT,Goodyear Tire & Rubber Company,7.24,11.65,37.8%,15.47,11.58,17.39,15.47,53.2%,0.69,—,-52.6%,15.2%,3.6,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$2.08B,Consumer Durables,NASDAQ
