Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",74.93,87.29,14.2%,228.38,57.94,52.48,228.38,67.2%,0.97,—,7.2%,1.8%,2.4,SELLING,$-18.1M,0,1,✅ 4/4,↑0 ↓0,$39.18B,Finance,NYSE
PCG,PG&E Corporation,14.31,19.16,25.3%,26.84,14.15,27.30,26.84,46.7%,0.98,—,9.7%,0.0%,—,SELLING,$-5.4M,0,9,✅ 3/4,↑0 ↓0,$31.52B,Utilities,NYSE
FISV,"Fiserv, Inc.",49.08,135.88,63.9%,53.36,116.52,93.20,53.36,8.0%,0.97,—,10.7%,—,—,BUYING,$+2.2M,7,0,🔴 2/4,↑1 ↓0,$26.10B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",38.05,69.14,45.0%,48.47,82.74,77.65,48.47,21.5%,1.22,—,22.3%,3.6%,2.5,BUYING,$+114K,2,0,🟡 2/4,↑1 ↓0,$19.62B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.23,18.39,11.7%,18.67,11.59,20.51,18.67,13.1%,1.32,—,-2.8%,3.2%,3.4,—,—,0,0,✅ 4/4,↑1 ↓0,$18.65B,Health Technology,NASDAQ
SIRI,SiriusXM Holdings Inc.,29.11,32.66,10.9%,30.76,39.79,39.71,30.76,5.4%,0.82,—,7.6%,17.4%,8.6,SELLING,$-1.2M,0,3,🔴 1/4,↑0 ↓0,$9.81B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",50.57,88.24,42.7%,66.37,107.33,95.15,66.37,23.8%,0.56,—,-6.3%,5.5%,3.9,BUYING,$+810K,5,3,✅ 3/4,↑0 ↓0,$8.81B,Finance,NYSE
MOS,Mosaic Company,26.00,36.99,29.7%,29.28,29.25,28.25,29.28,11.2%,0.72,—,-5.3%,12.1%,3.9,SELLING,$-509K,0,1,🔴 1/4,↑1 ↓0,$8.27B,Process Industries,NYSE
NOV,NOV Inc.,21.01,21.93,4.2%,27.26,15.66,24.20,27.26,22.9%,1.21,—,1.5%,13.3%,7.4,—,—,0,0,🔴 1/4,↑0 ↓0,$7.49B,Industrial Services,NYSE
TAP,Molson Coors Beverage Company Class B,38.10,54.82,30.5%,39.08,45.69,51.96,39.08,2.5%,0.67,—,-19.6%,25.0%,9.4,SELLING,$-53K,0,1,✅ 3/4,↑0 ↓0,$7.16B,Consumer Non-Durables,NYSE
CAG,"Conagra Brands, Inc.",14.90,20.32,26.6%,16.65,23.67,23.20,16.65,10.5%,1.12,—,-25.1%,10.9%,2.9,BUYING,$+761K,2,0,✅ 3/4,↑0 ↓0,$7.13B,Consumer Non-Durables,NYSE
CLF,Cleveland-Cliffs Inc,12.02,16.70,28.0%,19.51,13.97,11.22,19.51,38.4%,1.22,—,-15.2%,14.3%,3.4,SELLING,$-2.9M,0,1,✅ 3/4,↑0 ↓0,$6.86B,Non-Energy Minerals,NYSE
RIG,Transocean Ltd.,5.72,7.66,25.3%,29.91,4.37,7.78,29.91,80.9%,0.76,—,-18.7%,26.4%,6.1,BUYING,$+173K,1,0,🔴 2/4,↑0 ↓0,$6.39B,Industrial Services,NYSE
CPB,Campbell's Company,21.29,34.17,37.7%,26.99,36.14,35.41,26.99,21.1%,1.79,—,10.3%,27.1%,7.9,BUYING,$+6K,1,0,🟡 2/4,↑1 ↓0,$6.35B,Consumer Non-Durables,NASDAQ
TFX,Teleflex Incorporated,133.70,145.00,7.8%,134.44,244.55,219.62,134.44,0.6%,1.95,—,-10.5%,17.9%,8.6,NEUTRAL,—,0,0,✅ 3/4,↑2 ↓0,$5.67B,Health Technology,NYSE
FLG,"Flagstar Bank, National Association",13.22,15.44,14.3%,21.09,21.43,23.73,21.09,37.3%,0.72,—,0.6%,0.0%,—,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$5.49B,Finance,NYSE
PTEN,"Patterson-UTI Energy, Inc.",12.84,13.39,4.1%,13.15,8.70,11.39,13.15,2.3%,1.58,—,-2.8%,9.2%,3.3,SELLING,$-23.3M,0,11,✅ 3/4,↑0 ↓0,$4.90B,Energy Minerals,NASDAQ
CRK,"Comstock Resources, Inc.",14.64,28.10,47.9%,61.80,11.81,13.41,61.80,76.3%,1.67,—,20.9%,31.3%,10.8,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$4.30B,Energy Minerals,NYSE
MAT,"Mattel, Inc.",13.70,22.48,39.1%,18.05,17.85,19.41,18.05,24.1%,1.96,—,20.5%,14.0%,5.8,SELLING,$-587K,0,1,🔴 0/4,↑0 ↓0,$3.91B,Consumer Durables,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,33.69,36.27,7.1%,34.13,26.84,23.43,34.13,1.3%,1.19,—,5.9%,5.9%,4.8,SELLING,$-1.7M,0,6,🟡 2/4,↑0 ↓0,$3.26B,Finance,NASDAQ
PVH,PVH Corp.,68.77,100.75,31.7%,73.05,85.82,96.21,73.05,5.9%,0.66,—,-3.5%,13.8%,5.2,SELLING,$-642K,0,1,✅ 3/4,↑0 ↓0,$3.17B,Consumer Non-Durables,NYSE
GPK,Graphic Packaging Holding Company,9.51,21.24,55.2%,9.68,18.27,15.44,9.68,1.7%,0.87,—,6.0%,7.6%,4.0,BUYING,$+514K,3,0,✅ 3/4,↑1 ↓0,$2.82B,Process Industries,NYSE
HOG,"Harley-Davidson, Inc.",26.59,31.25,14.9%,32.56,30.64,34.23,32.56,18.3%,0.90,—,6.3%,24.4%,7.2,BUYING,$+1.2M,3,6,🟡 2/4,↑0 ↓0,$2.77B,Consumer Durables,NYSE
ACHC,"Acadia Healthcare Company, Inc.",28.58,35.83,20.2%,30.59,49.82,49.35,30.59,6.6%,1.31,—,-44.5%,34.6%,7.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.66B,Health Services,NASDAQ
AAP,"Advance Auto Parts, Inc.",42.94,65.21,34.2%,77.06,105.94,114.30,77.06,44.3%,1.14,—,4.8%,26.9%,6.8,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.59B,Retail Trade,NYSE
NEOG,Neogen Corp,11.77,12.85,8.4%,14.72,22.95,23.86,14.72,20.0%,1.22,—,-0.4%,6.1%,4.5,BUYING,$+4K,1,0,✅ 3/4,↑0 ↓0,$2.57B,Health Technology,NASDAQ
