Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,98.05,124.69,21.4%,109.36,118.87,109.36,68.61,10.3%,1.57,1.53%,10.5%,1.4%,2.9,SELLING,$-183K,1,1,✅ 4/4,↑0 ↓0,$170.26B,Consumer Services,NYSE
PFE,Pfizer Inc.,23.67,28.75,17.7%,25.69,28.54,25.69,18.32,7.9%,1.50,7.27%,8.3%,2.8%,4.7,SELLING,$-51K,0,1,✅ 4/4,↑1 ↓0,$134.91B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,22.69,34.34,33.9%,30.28,34.18,30.28,19.00,25.1%,0.92,5.82%,21.5%,2.8%,2.9,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$81.05B,Consumer Services,NASDAQ
ROP,"Roper Technologies, Inc.",332.42,575.77,42.3%,343.18,438.13,343.18,197.76,3.1%,1.81,1.10%,9.0%,—,—,BUYING,$+502K,1,0,✅ 4/4,↑0 ↓0,$33.55B,Technology Services,NASDAQ
BIIB,Biogen Inc.,201.96,206.67,2.3%,264.82,231.94,264.82,172.47,23.7%,1.60,—,7.7%,3.9%,5.2,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$29.82B,Health Technology,NASDAQ
BCE,BCE Inc.,23.20,26.52,12.5%,27.62,29.73,27.62,19.54,16.0%,1.50,5.37%,31.7%,—,6.6,—,—,0,0,✅ 3/4,—,$21.63B,Communications,NYSE
STLA,Stellantis N.V.,5.74,12.22,53.0%,9.42,11.50,9.42,,39.1%,0.24,—,—,2.7%,4.2,—,—,0,0,🟡 1/1,—,$21.60B,Consumer Durables,NYSE
IFF,International Flavors & Fragrances Inc.,75.08,84.45,11.1%,95.12,93.69,95.12,63.01,21.1%,1.36,2.13%,6.1%,8.1%,7.0,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$19.17B,Consumer Non-Durables,NYSE
GPN,Global Payments Inc.,68.16,90.64,24.8%,101.61,123.09,101.61,59.49,32.9%,0.78,1.47%,2.6%,8.2%,4.6,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$18.64B,Finance,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,39.15,87.03,55.0%,61.62,65.16,61.62,39.15,36.5%,1.23,3.37%,14.9%,12.7%,6.4,SELLING,$-1.3M,1,13,✅ 4/4,↑2 ↓0,$18.55B,Technology Services,NASDAQ
LYB,LyondellBasell Industries NV,55.84,83.94,33.5%,59.24,63.68,59.24,,5.7%,1.80,4.94%,-6.1%,5.4%,2.7,SELLING,$-27.0M,0,2,🔴 2/4,↑0 ↓0,$18.02B,Process Industries,NYSE
CHTR,"Charter Communications, Inc. Class A",129.65,422.29,69.3%,351.07,422.09,351.07,,63.1%,0.97,—,30.2%,46.2%,7.4,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$17.96B,Consumer Services,NASDAQ
ZBH,"Zimmer Biomet Holdings, Inc.",90.96,108.29,16.0%,109.38,115.58,109.38,81.37,16.8%,1.39,1.06%,6.1%,7.9%,5.5,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$17.60B,Health Technology,NYSE
TU,TELUS Corporation,11.08,16.73,33.8%,12.97,14.66,12.97,8.65,14.6%,1.55,9.82%,6.0%,—,13.1,NEUTRAL,—,0,0,🔴 1/4,—,$17.44B,Communications,NYSE
FLUT,Flutter Entertainment Plc,96.19,313.69,69.3%,136.91,164.07,136.91,,29.7%,1.85,—,-4.0%,10.3%,5.2,SELLING,$-1.4M,7,15,✅ 4/4,↑2 ↓0,$16.73B,Consumer Services,NYSE
SWK,"Stanley Black & Decker, Inc.",92.31,93.50,1.3%,97.49,100.84,97.49,65.26,5.3%,1.60,3.60%,4.2%,5.8%,5.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$14.35B,Consumer Durables,NYSE
HRL,Hormel Foods Corporation,26.02,31.86,18.3%,30.82,33.71,30.82,18.95,15.6%,1.80,4.50%,5.8%,7.3%,3.1,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$14.32B,Consumer Non-Durables,NYSE
COO,"Cooper Companies, Inc.",70.64,89.83,21.4%,71.04,85.46,71.04,42.46,0.6%,1.67,—,2.9%,4.2%,2.1,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$13.78B,Health Technology,NASDAQ
APTV,Aptiv PLC,61.97,78.49,21.0%,82.57,93.43,82.57,,25.0%,1.43,—,4.0%,6.3%,2.4,SELLING,$-438K,1,3,✅ 3/4,↑0 ↓0,$13.11B,Producer Manufacturing,NYSE
QXO,"QXO, Inc.",18.00,27.61,34.8%,23.39,28.01,23.39,,23.0%,1.40,—,-6.8%,21.9%,7.9,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$13.06B,Distribution Services,NYSE
