Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,103.53,124.69,17.0%,109.47,119.05,109.47,68.66,5.4%,1.66,1.45%,10.5%,1.5%,2.9,SELLING,$-183K,1,1,✅ 4/4,↑0 ↓0,$179.78B,Consumer Services,NYSE
PFE,Pfizer Inc.,24.72,28.75,14.0%,25.71,28.58,25.71,18.33,3.9%,1.56,6.96%,8.3%,2.8%,4.6,SELLING,$-51K,0,1,✅ 4/4,↑1 ↓0,$140.89B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,22.80,34.34,33.6%,30.29,34.18,30.29,19.00,24.7%,0.92,5.79%,21.5%,2.7%,2.6,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$81.45B,Consumer Services,NASDAQ
BDX,"Becton, Dickinson and Company",143.92,187.35,23.2%,149.34,169.46,149.34,93.71,3.6%,1.64,2.92%,5.7%,3.0%,2.1,SELLING,$-1.1M,0,9,✅ 4/4,↑0 ↓0,$39.66B,Health Technology,NYSE
ROP,"Roper Technologies, Inc.",329.54,575.77,42.8%,343.12,438.04,343.12,197.73,4.0%,1.79,1.10%,9.0%,4.8%,3.7,BUYING,$+502K,1,0,✅ 4/4,↑0 ↓0,$33.26B,Technology Services,NASDAQ
BIIB,Biogen Inc.,197.19,205.97,4.3%,264.73,231.78,264.73,172.42,25.5%,1.56,—,7.7%,3.6%,4.0,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$29.11B,Health Technology,NASDAQ
STLA,Stellantis N.V.,5.96,12.22,51.2%,9.42,11.51,9.42,,36.8%,0.25,—,—,2.9%,4.3,—,—,0,0,🟡 1/1,—,$22.43B,Consumer Durables,NYSE
BCE,BCE Inc.,23.04,26.52,13.1%,27.61,29.72,27.61,19.53,16.6%,1.49,5.41%,31.7%,—,7.0,—,—,0,0,✅ 3/4,—,$21.49B,Communications,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,40.95,87.03,52.9%,61.66,65.22,61.66,39.16,33.6%,1.29,3.22%,14.9%,12.7%,6.9,SELLING,$-1.3M,1,13,✅ 4/4,↑2 ↓0,$19.40B,Technology Services,NASDAQ
IFF,International Flavors & Fragrances Inc.,74.71,84.45,11.5%,95.12,93.67,95.12,63.01,21.5%,1.35,2.14%,6.1%,6.9%,5.8,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$19.07B,Consumer Non-Durables,NYSE
LYB,LyondellBasell Industries NV,57.60,83.94,31.4%,59.28,63.74,59.28,,2.8%,1.85,4.79%,-6.1%,4.4%,2.0,SELLING,$-27.0M,0,2,🔴 2/4,↑0 ↓0,$18.59B,Process Industries,NYSE
GIS,"General Mills, Inc.",34.43,54.18,36.5%,46.77,52.60,46.77,31.98,26.4%,1.97,7.09%,23.7%,11.8%,4.9,SELLING,$-958K,0,2,✅ 3/4,↑1 ↓0,$18.37B,Consumer Non-Durables,NYSE
CHTR,"Charter Communications, Inc. Class A",131.75,422.29,68.8%,351.11,422.16,351.11,,62.5%,0.99,—,30.2%,44.3%,6.3,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$18.25B,Consumer Services,NASDAQ
TU,TELUS Corporation,11.49,16.73,31.3%,12.98,14.67,12.98,8.66,11.5%,1.60,9.47%,6.0%,—,14.3,NEUTRAL,—,0,0,🔴 1/4,—,$18.09B,Communications,NYSE
WY,Weyerhaeuser Company,24.44,27.75,11.9%,24.47,26.26,24.47,17.98,0.1%,1.87,3.44%,4.2%,4.0%,4.3,BUYING,$+327K,2,1,✅ 4/4,↑0 ↓0,$17.62B,Finance,NYSE
GPN,Global Payments Inc.,64.28,90.64,29.1%,101.53,122.96,101.53,59.45,36.7%,0.74,1.56%,2.6%,6.3%,4.0,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$17.58B,Finance,NYSE
FLUT,Flutter Entertainment Plc,97.85,313.69,68.8%,136.94,164.13,136.94,,28.5%,1.88,—,-4.0%,8.8%,4.0,SELLING,$-1.4M,7,15,✅ 4/4,↑2 ↓0,$17.02B,Consumer Services,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",87.57,108.29,19.1%,109.60,115.76,109.60,81.55,20.1%,1.34,1.10%,6.1%,5.9%,3.5,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$16.94B,Health Technology,NYSE
HRL,Hormel Foods Corporation,24.72,31.86,22.4%,30.79,33.67,30.79,18.93,19.7%,1.71,4.73%,5.8%,8.6%,3.7,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$13.60B,Consumer Non-Durables,NYSE
