Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
ABT,Abbott Laboratories,110.91,3.5%,107.12,102.78,78.96,3.75,2.27%,10.6%,1.5%,1.8,BUYING,$+816K,3,6,🟡 1/4,↑1 ↓0,$191.92B,Health Technology,NYSE
SPGI,"S&P Global, Inc.",410.10,1.4%,404.27,370.88,269.94,3.84,0.95%,15.2%,3.0%,4.0,BUYING,$+2.6M,3,0,🔴 2/4,↑0 ↓0,$120.90B,Commercial Services,NYSE
ADSK,"Autodesk, Inc.",249.51,2.9%,242.54,240.61,180.32,16.51,—,50.4%,4.7%,4.0,BUYING,$+2.2M,4,0,✅ 4/4,↑3 ↓0,$52.65B,Technology Services,NASDAQ
HUM,Humana Inc.,388.83,7.2%,362.80,362.31,296.73,2.43,0.91%,6.8%,3.5%,2.4,BUYING,$+150K,1,0,✅ 4/4,↑0 ↓0,$46.69B,Health Services,NYSE
WCN,"Waste Connections, Inc.",165.34,6.8%,154.80,136.68,102.67,5.27,0.85%,13.0%,1.5%,2.4,BUYING,$+3.9M,1,9,✅ 4/4,↑0 ↓0,$41.67B,Industrial Services,NYSE
MSCI,MSCI Inc. Class A,563.01,7.5%,523.87,472.96,321.22,,1.46%,—,2.0%,1.6,BUYING,$+1.4M,3,3,✅ 3/4,↑1 ↓0,$40.93B,Commercial Services,NYSE
AWK,"American Water Works Company, Inc.",134.92,1.7%,132.69,129.21,101.48,2.30,2.65%,10.1%,7.8%,5.2,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$26.81B,Utilities,NYSE
AVB,"AvalonBay Communities, Inc.",179.79,0.0%,179.72,171.97,153.93,2.12,3.96%,8.6%,3.6%,4.6,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$25.67B,Finance,NYSE
IP,International Paper Company,41.14,9.2%,37.68,36.33,34.22,1.51,4.50%,-16.5%,16.5%,8.4,BUYING,$+157K,2,2,🔴 1/4,↑0 ↓0,$21.79B,Process Industries,NYSE
TTEK,"Tetra Tech, Inc.",35.43,6.5%,33.27,29.09,20.49,4.90,0.81%,24.3%,5.2%,4.0,BUYING,$+50K,1,0,✅ 4/4,↑0 ↓0,$9.07B,Industrial Services,NASDAQ
STN,Stantec Inc,74.25,1.0%,73.50,60.08,45.46,3.49,0.94%,15.3%,—,5.0,NEUTRAL,—,0,0,🟡 2/4,—,$8.47B,Industrial Services,NYSE
MTDR,Matador Resources Company,52.51,2.8%,51.09,39.67,32.86,1.10,2.86%,12.8%,12.5%,7.6,BUYING,$+720K,12,0,✅ 4/4,↑0 ↓0,$6.50B,Energy Minerals,NYSE
RLI,RLI Corp.,62.93,8.1%,58.19,51.27,39.24,3.30,1.14%,25.2%,9.8%,8.2,BUYING,$+1.1M,7,0,✅ 4/4,↑0 ↓0,$5.78B,Finance,NYSE
MIDD,Middleby Corporation,118.95,1.8%,116.87,112.69,104.19,,—,-9.9%,4.7%,2.8,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$5.38B,Producer Manufacturing,NASDAQ
LOPE,"Grand Canyon Education, Inc.",142.06,3.9%,136.67,121.03,100.14,5.57,—,31.0%,7.0%,4.8,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.70B,Commercial Services,NASDAQ
LRN,"Stride, Inc.",78.59,8.1%,72.71,57.37,41.02,2.00,—,21.7%,22.9%,8.1,NEUTRAL,—,0,0,✅ 4/4,—,$3.27B,Consumer Services,NYSE
MGEE,"MGE Energy, Inc.",81.32,6.6%,76.25,71.95,61.18,2.13,2.34%,11.0%,5.9%,7.3,BUYING,$+29K,1,0,✅ 3/4,↑0 ↓0,$3.07B,Utilities,NASDAQ
CXT,"Crane NXT, Co.",51.98,6.0%,49.06,40.95,33.05,2.36,1.39%,11.5%,17.7%,11.1,BUYING,$+1.0M,2,0,✅ 4/4,—,$2.99B,Producer Manufacturing,NYSE
