Ticker,Company,Price,52W High,% Off 52W High,30Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
PFE,Pfizer Inc.,28.07,28.75,2.3%,28.25,28.25,25.49,18.17,0.6%,1.88,—,5.0%,2.8%,3.9,BUYING,$+2.8M,3,2,✅ 4/4,↑0 ↓0,$159.99B,Health Technology,NYSE
LEN,Lennar Corporation Class A,87.02,144.24,39.7%,94.32,94.32,73.16,48.96,7.7%,0.97,—,7.2%,0.3%,0.2,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$20.92B,Consumer Durables,NYSE
TSN,"Tyson Foods, Inc. Class A",58.48,69.48,15.8%,59.37,59.37,54.01,33.15,1.5%,1.12,—,3.2%,3.1%,2.9,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$20.16B,Consumer Non-Durables,NYSE
RCI,Rogers Communications Inc. Class B,36.27,41.14,11.8%,37.22,37.22,34.84,25.02,2.6%,1.68,—,44.4%,—,8.8,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$19.68B,Communications,NYSE
SWK,"Stanley Black & Decker, Inc.",100.02,104.68,4.5%,101.42,101.42,98.43,66.08,1.4%,1.69,—,6.9%,6.2%,4.6,SELLING,$-105K,0,1,✅ 4/4,↑0 ↓0,$15.10B,Consumer Durables,NYSE
COO,"Cooper Companies, Inc.",76.22,89.83,15.2%,85.30,85.30,71.47,42.86,10.6%,1.80,—,2.9%,4.9%,3.6,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$14.87B,Health Technology,NASDAQ
ICLR,ICON Plc,172.23,203.91,15.5%,207.79,207.79,161.37,90.65,17.1%,1.42,—,0.4%,3.3%,2.7,SELLING,$-1.7M,0,9,✅ 3/4,↑0 ↓0,$13.29B,Commercial Services,NASDAQ
BIO,"Bio-Rad Laboratories, Inc. Class A",380.03,385.92,1.5%,421.85,421.85,330.03,205.11,9.9%,1.42,—,3.1%,0.0%,—,SELLING,$-136K,0,1,🔴 2/4,↑0 ↓0,$10.19B,Health Technology,NYSE
EMN,Eastman Chemical Company,74.09,83.47,11.2%,75.44,75.44,68.55,45.09,1.8%,1.39,—,7.4%,6.2%,4.0,SELLING,$-234K,0,1,✅ 3/4,↑0 ↓0,$8.47B,Process Industries,NYSE
REXR,"Rexford Industrial Realty, Inc.",37.23,44.38,16.1%,42.76,42.76,32.73,,12.9%,1.12,—,-4.8%,4.9%,2.8,SELLING,$-1.5M,3,2,✅ 3/4,↑1 ↓0,$8.30B,Finance,NYSE
GME,GameStop Corp. Class A,18.21,28.10,35.2%,22.52,22.52,15.63,,19.1%,1.40,—,14.1%,13.1%,16.2,SELLING,$-828K,0,5,✅ 3/3,—,$8.17B,Retail Trade,NYSE
BLDR,"Builders FirstSource, Inc.",70.21,151.03,53.5%,86.26,86.26,56.88,,18.6%,1.89,—,2.5%,8.9%,3.5,BUYING,$+4.0M,1,1,🔴 1/4,↑1 ↓0,$7.55B,Retail Trade,NYSE
GNTX,Gentex Corporation,23.64,29.38,19.5%,26.83,26.83,22.42,14.58,11.9%,1.96,—,16.1%,7.3%,5.5,SELLING,$-631K,0,4,🟡 2/4,↑0 ↓0,$4.98B,Producer Manufacturing,NASDAQ
THO,"Thor Industries, Inc.",79.49,122.83,35.3%,87.06,87.06,78.38,49.95,8.7%,0.96,—,6.1%,13.7%,7.6,BUYING,$+229K,1,0,✅ 3/4,↑0 ↓0,$4.14B,Consumer Durables,NYSE
POST,"Post Holdings, Inc.",80.50,117.28,31.4%,84.77,84.77,69.81,,5.0%,1.15,—,8.3%,18.4%,8.2,SELLING,$-650K,0,1,✅ 4/4,↑0 ↓0,$3.54B,Consumer Non-Durables,NYSE
ASH,Ashland Inc.,72.66,78.25,7.1%,74.93,74.93,66.25,42.85,3.0%,1.78,—,4.0%,11.0%,6.2,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$3.33B,Consumer Non-Durables,NYSE
FUL,H.B. Fuller Company,58.70,68.63,14.5%,58.89,58.89,51.78,35.01,0.3%,1.52,—,9.4%,7.1%,3.6,SELLING,$-232K,2,1,✅ 4/4,↑0 ↓0,$3.16B,Process Industries,NYSE
CALY,Callaway Golf Company,15.89,20.28,21.6%,18.11,18.11,15.79,12.98,12.2%,1.32,—,3.0%,4.8%,3.5,SELLING,$-3.5M,0,3,✅ 4/4,↑0 ↓0,$2.84B,Consumer Durables,NYSE
PBH,Prestige Consumer Healthcare Inc,51.31,71.07,27.8%,56.27,56.27,50.76,,8.8%,1.27,—,9.1%,9.7%,8.0,SELLING,$-120K,0,4,🔴 1/4,—,$2.43B,Health Technology,NYSE
ROG,Rogers Corporation,126.55,169.00,25.1%,146.50,146.50,125.12,82.87,13.6%,1.88,—,2.6%,4.1%,1.9,SELLING,$-536K,0,3,✅ 3/4,↑0 ↓0,$2.26B,Process Industries,NYSE
