Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",76.37,87.29,12.5%,236.72,56.53,51.52,236.72,67.7%,1.01,2.62%,7.7%,2.1%,2.2,BUYING,$+3K,2,0,✅ 4/4,↑0 ↓0,$40.49B,Finance,NYSE
PCG,PG&E Corporation,16.63,19.16,13.2%,26.74,14.38,27.83,26.74,37.8%,1.16,1.20%,9.2%,0.0%,—,SELLING,$-4.9M,0,9,🟡 2/4,↑1 ↓0,$36.62B,Utilities,NYSE
FISV,"Fiserv, Inc.",47.18,177.36,73.4%,52.91,117.55,92.69,52.91,10.8%,0.96,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑2 ↓0,$25.16B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",37.72,82.74,54.4%,47.91,84.48,77.39,47.91,21.3%,1.22,4.67%,17.2%,3.9%,2.3,BUYING,$+1.1M,3,0,🟡 2/4,↑0 ↓0,$19.50B,Technology Services,NYSE
CDE,"Coeur Mining, Inc.",17.47,27.77,37.1%,17.79,7.52,7.19,17.79,1.8%,1.74,0.23%,12.1%,3.9%,1.8,SELLING,$-715K,1,1,🟡 2/4,↑0 ↓0,$18.07B,Non-Energy Minerals,NYSE
VTRS,"Viatris, Inc.",15.38,17.53,12.3%,18.73,11.47,21.08,18.73,17.9%,1.22,3.12%,-2.0%,3.5%,3.1,—,—,0,0,✅ 4/4,↑0 ↓0,$17.91B,Health Technology,NASDAQ
APA,APA Corporation,34.20,45.66,25.1%,42.02,25.03,31.37,42.02,18.6%,1.87,2.92%,25.8%,10.3%,4.2,SELLING,$-833K,0,1,✅ 4/4,↑0 ↓0,$12.09B,Energy Minerals,NASDAQ
BAX,Baxter International Inc.,19.66,31.75,38.1%,33.36,49.96,47.75,33.36,41.1%,1.68,0.20%,-14.9%,13.0%,5.3,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$10.15B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,27.94,30.11,7.2%,31.21,40.36,39.83,31.21,10.5%,0.80,3.81%,7.4%,13.9%,6.0,SELLING,$-740K,0,2,🔴 1/4,↑0 ↓0,$9.41B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",50.73,88.24,42.5%,66.33,109.69,95.52,66.33,23.5%,0.55,5.68%,-6.4%,5.6%,3.4,BUYING,$+2.0M,4,3,🔴 2/4,↑0 ↓0,$8.84B,Finance,NYSE
