Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",73.72,87.29,15.5%,238.26,56.80,51.80,238.26,69.1%,0.97,2.71%,7.7%,2.1%,2.2,BUYING,$+3K,2,0,✅ 4/4,↑0 ↓0,$39.09B,Finance,NYSE
PCG,PG&E Corporation,16.69,19.16,12.9%,26.74,14.39,27.83,26.74,37.6%,1.16,1.21%,9.2%,0.0%,—,SELLING,$-4.4M,0,8,🟡 2/4,↑1 ↓0,$36.76B,Utilities,NYSE
FIS,"Fidelity National Information Services, Inc.",39.52,82.74,52.2%,48.46,85.47,78.29,48.46,18.5%,1.28,4.40%,17.2%,3.9%,2.3,BUYING,$+1.1M,3,0,🟡 2/4,↑0 ↓0,$20.43B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.09,17.53,8.2%,18.73,11.49,21.09,18.73,14.1%,1.28,2.96%,-2.0%,3.5%,3.1,—,—,0,0,✅ 4/4,↑0 ↓0,$18.74B,Health Technology,NASDAQ
CDE,"Coeur Mining, Inc.",15.97,27.77,42.5%,17.78,7.51,7.19,17.78,10.2%,1.59,0.25%,12.1%,3.9%,1.8,SELLING,$-725K,0,1,🟡 2/4,↑0 ↓0,$16.52B,Non-Energy Minerals,NYSE
BAX,Baxter International Inc.,20.64,31.75,35.0%,33.37,49.99,47.76,33.37,38.2%,1.76,0.20%,-14.9%,13.0%,5.3,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$10.66B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,27.64,30.11,8.2%,31.21,40.36,39.83,31.21,11.4%,0.79,3.85%,7.4%,13.9%,6.0,SELLING,$-740K,0,2,🔴 1/4,↑0 ↓0,$9.30B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",52.83,88.24,40.1%,66.36,109.77,95.56,66.36,20.4%,0.57,5.44%,-6.4%,5.6%,3.4,BUYING,$+2.0M,4,3,🔴 2/4,↑0 ↓0,$9.21B,Finance,NYSE
NOV,NOV Inc.,21.25,21.55,1.4%,27.17,15.87,24.99,27.17,21.8%,1.23,1.59%,1.4%,15.4%,7.2,—,—,0,0,🔴 0/4,↑0 ↓0,$7.62B,Industrial Services,NYSE
CLF,Cleveland-Cliffs Inc,12.79,16.70,23.4%,19.37,13.88,11.28,19.37,33.9%,1.25,—,-20.0%,14.5%,5.0,SELLING,$-42.0M,1,3,✅ 3/4,↑1 ↓0,$7.30B,Non-Energy Minerals,NYSE
CPB,Campbell's Company,22.93,34.17,32.9%,27.16,36.63,35.90,27.16,15.6%,1.70,7.05%,15.4%,31.6%,6.9,SELLING,$-397K,0,2,✅ 3/4,↑1 ↓0,$6.84B,Consumer Non-Durables,NASDAQ
MOS,Mosaic Company,20.95,38.23,45.2%,28.97,28.76,28.29,28.97,27.7%,0.56,4.14%,0.4%,8.7%,2.4,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$6.66B,Process Industries,NYSE
RIG,Transocean Ltd.,5.96,7.66,22.3%,29.84,4.39,8.38,29.84,80.0%,0.80,—,-30.1%,21.0%,6.0,SELLING,$-1.5M,0,3,🔴 2/4,↑0 ↓0,$6.65B,Industrial Services,NYSE
MHK,"Mohawk Industries, Inc.",105.50,143.13,26.3%,112.87,126.53,153.55,112.87,6.5%,0.77,—,5.1%,14.1%,4.7,SELLING,$-4.4M,0,9,✅ 4/4,↑0 ↓0,$6.43B,Producer Manufacturing,NYSE
CAG,"Conagra Brands, Inc.",13.28,22.49,41.0%,16.59,23.76,23.23,16.59,20.0%,0.78,10.65%,-0.5%,13.3%,3.5,BUYING,$+250K,1,0,🔴 2/4,↑1 ↓0,$6.35B,Consumer Non-Durables,NYSE
FLG,"Flagstar Bank, National Association",14.47,14.92,3.0%,20.80,21.49,23.69,20.80,30.4%,0.79,0.28%,-0.7%,0.0%,0.0,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$6.03B,Finance,NYSE
PTEN,"Patterson-UTI Energy, Inc.",11.90,13.08,9.0%,13.14,8.56,11.68,13.14,9.4%,1.43,3.45%,-3.6%,8.3%,3.5,SELLING,$-21.0M,0,9,✅ 3/4,↑0 ↓0,$4.52B,Industrial Services,NASDAQ
MAT,"Mattel, Inc.",14.26,22.48,36.6%,17.90,17.70,19.68,17.90,20.3%,1.97,—,23.6%,13.0%,5.2,BUYING,$+1.0M,1,0,🔴 1/4,↑0 ↓0,$4.14B,Consumer Durables,NASDAQ
FBP,First Bancorp,25.06,25.07,0.0%,51.13,13.65,10.09,51.13,51.0%,1.97,3.23%,19.0%,7.3%,7.0,SELLING,$-1.1M,0,3,✅ 4/4,↑0 ↓0,$3.88B,Finance,NYSE
CRK,"Comstock Resources, Inc.",13.17,31.17,57.7%,61.90,11.39,15.56,61.90,78.7%,1.40,—,25.4%,29.6%,7.8,SELLING,$-1.0M,0,1,✅ 3/4,↑0 ↓0,$3.87B,Energy Minerals,NYSE
SBCF,Seacoast Banking Corporation of Florida,31.21,35.55,12.2%,34.26,26.34,22.96,34.26,8.9%,1.12,2.47%,5.4%,5.3%,5.6,SELLING,$-1.4M,2,7,✅ 3/4,↑0 ↓0,$3.04B,Finance,NASDAQ
WHR,Whirlpool Corporation,41.85,111.96,62.6%,76.62,108.95,109.56,76.62,45.4%,0.72,—,5.2%,0.1%,0.0,BUYING,$+199K,1,0,🔴 1/4,↑2 ↓0,$2.71B,Consumer Durables,NYSE
