Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,97.08,123.71,21.5%,107.36,115.47,107.36,67.66,9.6%,1.56,1.51%,10.5%,1.4%,2.9,SELLING,$-183K,1,1,✅ 4/4,↑0 ↓0,$168.58B,Consumer Services,NYSE
PFE,Pfizer Inc.,23.70,28.75,17.5%,25.90,28.77,25.90,18.46,8.5%,1.50,7.07%,8.3%,2.8%,4.7,SELLING,$-51K,0,1,✅ 4/4,↑1 ↓0,$135.11B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,23.25,33.78,31.2%,29.69,33.48,29.69,18.70,21.7%,0.94,5.55%,21.5%,2.8%,2.9,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$83.07B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,210.85,219.72,4.0%,263.72,234.87,263.72,172.05,20.0%,1.67,—,7.7%,3.9%,5.2,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$31.13B,Health Technology,NASDAQ
STLA,Stellantis N.V.,5.72,12.22,53.2%,9.56,11.74,9.56,,40.1%,0.24,—,—,2.7%,4.2,—,—,0,0,🟡 1/1,—,$21.55B,Consumer Durables,NYSE
GPN,Global Payments Inc.,77.15,90.64,14.9%,102.68,121.69,102.68,60.30,24.9%,0.89,1.27%,2.6%,8.2%,4.6,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$21.10B,Finance,NYSE
IFF,International Flavors & Fragrances Inc.,81.70,84.45,3.3%,95.01,93.00,95.01,63.28,14.0%,1.48,1.91%,6.1%,8.1%,7.0,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$20.86B,Consumer Non-Durables,NYSE
BCE,BCE Inc.,21.16,26.52,20.2%,27.65,29.65,27.65,19.71,23.5%,1.36,5.82%,31.7%,—,6.6,—,—,0,0,✅ 3/4,—,$19.73B,Communications,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,41.55,87.03,52.3%,61.85,65.49,61.85,39.26,32.8%,1.31,3.14%,14.9%,12.7%,6.4,BUYING,$+4K,1,8,✅ 4/4,↑2 ↓0,$19.69B,Technology Services,NASDAQ
CHTR,"Charter Communications, Inc. Class A",133.10,413.13,67.8%,351.51,415.37,351.51,,62.1%,1.00,—,30.2%,46.2%,7.4,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$18.43B,Consumer Services,NASDAQ
FLUT,Flutter Entertainment Plc,103.78,313.69,66.9%,137.56,165.30,137.56,,24.6%,2.00,—,-4.0%,10.3%,5.2,NEUTRAL,—,0,0,✅ 4/4,↑2 ↓0,$18.05B,Consumer Services,NYSE
RCI,Rogers Communications Inc. Class B,32.48,41.14,21.1%,34.77,37.09,34.77,24.98,6.6%,1.36,4.45%,49.3%,—,12.5,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$17.64B,Communications,NYSE
LYB,LyondellBasell Industries NV,52.64,83.94,37.3%,60.65,65.16,60.65,,13.2%,1.69,5.17%,-6.1%,5.4%,2.7,SELLING,$-27.0M,0,2,🔴 2/4,↑0 ↓0,$16.99B,Process Industries,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",87.07,108.29,19.6%,109.60,114.69,109.60,82.09,20.6%,1.33,1.10%,6.1%,7.9%,5.5,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$16.84B,Health Technology,NYSE
WY,Weyerhaeuser Company,23.27,27.75,16.1%,24.53,26.31,24.53,18.17,5.1%,1.78,3.53%,4.2%,3.9%,4.4,BUYING,$+327K,2,1,✅ 4/4,↑0 ↓0,$16.78B,Finance,NYSE
QXO,"QXO, Inc.",15.79,27.61,42.8%,23.72,28.64,23.72,,33.4%,1.23,—,-6.8%,21.9%,7.9,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$16.36B,Distribution Services,NYSE
TU,TELUS Corporation,10.24,16.73,38.8%,13.11,14.81,13.11,8.74,21.9%,1.43,10.68%,6.0%,—,13.1,NEUTRAL,—,0,0,🔴 1/4,—,$16.12B,Communications,NYSE
SWK,"Stanley Black & Decker, Inc.",91.52,95.16,3.8%,97.70,100.77,97.70,65.62,6.3%,1.58,3.61%,4.2%,5.8%,5.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$14.23B,Consumer Durables,NYSE
MKC,"McCormick & Company, Incorporated",51.49,73.84,30.3%,60.09,72.50,60.09,37.17,14.3%,1.98,3.59%,25.7%,—,—,BUYING,$+106K,1,0,✅ 3/4,↑1 ↓0,$13.84B,Consumer Non-Durables,NYSE
