Ticker,Company,Price,52W High,% Off 52W High,30Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
BDX,"Becton, Dickinson and Company",150.60,187.35,19.6%,169.67,169.67,149.47,93.78,11.2%,1.72,2.76%,5.7%,3.0%,2.1,SELLING,$-1.1M,0,10,✅ 4/4,↑0 ↓0,$41.50B,Health Technology,NYSE
LEN,Lennar Corporation Class A,90.89,144.24,37.0%,95.39,95.39,73.98,49.27,4.7%,1.02,2.16%,7.9%,0.3%,0.2,NEUTRAL,—,0,0,🔴 0/4,↑0 ↓0,$22.33B,Consumer Durables,NYSE
BRO,"Brown & Brown, Inc.",60.39,111.10,45.6%,65.47,65.47,47.04,28.19,7.8%,1.61,1.12%,11.7%,6.4%,4.5,BUYING,$+114K,1,0,✅ 4/4,↑1 ↓0,$20.47B,Finance,NYSE
TSN,"Tyson Foods, Inc. Class A",56.38,69.48,18.9%,59.44,59.44,53.64,32.87,5.1%,1.08,3.61%,2.5%,3.5%,3.2,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$19.46B,Consumer Non-Durables,NYSE
WY,Weyerhaeuser Company,24.57,27.75,11.5%,26.26,26.26,24.47,17.99,6.5%,1.88,3.41%,4.2%,4.0%,4.3,SELLING,$-1.7M,3,2,✅ 4/4,↑0 ↓0,$17.72B,Finance,NYSE
CNH,CNH Industrial NV,10.65,14.27,25.3%,10.73,10.73,9.24,,0.7%,1.70,0.93%,4.9%,7.1%,4.2,SELLING,$-490K,0,1,🟡 2/4,↑1 ↓0,$13.21B,Producer Manufacturing,NYSE
RVTY,"Revvity, Inc.",104.47,118.30,11.7%,117.26,117.26,94.19,57.28,10.9%,1.62,0.27%,3.2%,11.8%,5.3,SELLING,$-4.7M,0,6,✅ 4/4,↑0 ↓0,$11.65B,Health Technology,NYSE
WLK,Westlake Corporation,86.83,124.23,30.1%,90.30,90.30,78.76,,3.8%,1.30,2.46%,-17.2%,11.4%,3.1,SELLING,$-7.1M,0,4,🔴 1/4,↑0 ↓0,$11.12B,Process Industries,NYSE
UHS,"Universal Health Services, Inc. Class B",146.17,246.32,40.7%,149.47,149.47,135.52,83.29,2.2%,1.19,0.55%,21.3%,7.0%,2.5,SELLING,$-128K,0,1,✅ 3/4,↑0 ↓0,$8.85B,Health Services,NYSE
EMN,Eastman Chemical Company,73.43,83.47,12.0%,76.58,76.58,69.61,45.23,4.1%,1.40,4.61%,6.7%,6.5%,4.4,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$8.40B,Process Industries,NYSE
REXR,"Rexford Industrial Realty, Inc.",35.06,44.38,21.0%,42.80,42.80,32.42,,18.1%,0.98,4.97%,2.7%,6.1%,5.8,SELLING,$-1.5M,3,2,✅ 3/4,↑0 ↓0,$7.91B,Finance,NYSE
SLGN,Silgan Holdings Inc.,38.94,57.04,31.7%,39.83,39.83,33.15,21.43,2.2%,1.77,2.17%,12.9%,9.6%,10.1,NEUTRAL,—,0,0,🟡 2/4,↑1 ↓0,$4.11B,Process Industries,NYSE
AVNT,Avient Corporation,35.44,44.85,21.0%,35.97,35.97,33.39,20.70,1.5%,1.35,3.10%,6.7%,2.6%,2.4,—,—,0,0,✅ 4/4,↑1 ↓0,$3.25B,Process Industries,NYSE
PPLI,People Incorporated,42.38,45.00,5.8%,57.19,57.19,41.48,23.28,25.9%,0.69,—,2.4%,19.0%,5.7,SELLING,$-279K,0,1,🔴 0/4,↑0 ↓0,$3.15B,Technology Services,NASDAQ
VAC,Marriott Vacations Worldwide Corporation,90.18,92.74,2.8%,95.51,95.51,85.67,,5.6%,1.55,3.57%,-15.5%,11.1%,4.8,BUYING,$+1.4M,3,0,✅ 3/4,↑0 ↓0,$3.10B,Consumer Services,NYSE
ASH,Ashland Inc.,66.09,66.41,0.5%,74.40,74.40,66.04,42.41,11.2%,1.62,2.69%,-31.0%,13.5%,4.7,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$3.03B,Consumer Non-Durables,NYSE
CALY,Callaway Golf Company,16.13,18.00,10.4%,17.87,17.87,15.59,12.91,9.7%,1.38,—,0.6%,4.5%,1.8,SELLING,$-149.8M,0,4,✅ 4/4,↑0 ↓0,$2.90B,Consumer Durables,NYSE
CWT,California Water Service Group,46.77,50.44,7.3%,47.85,47.85,39.53,25.41,2.3%,1.67,2.89%,7.2%,4.5%,3.6,SELLING,$-453K,0,5,🔴 2/4,—,$2.80B,Utilities,NYSE
HNI,HNI Corporation,33.20,53.29,37.7%,34.18,34.18,32.90,25.68,2.9%,1.35,4.28%,0.1%,4.3%,4.0,SELLING,$-104K,0,1,✅ 3/4,↑0 ↓0,$2.39B,Producer Manufacturing,NYSE
