Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",77.95,87.46,10.9%,239.68,55.52,51.08,239.68,67.5%,1.03,2.60%,7.7%,1.5%,1.7,BUYING,$+3K,2,0,✅ 4/4,↑0 ↓0,$41.33B,Finance,NYSE
PCG,PG&E Corporation,16.66,19.16,13.0%,27.02,14.36,28.20,27.02,38.3%,1.16,1.21%,9.2%,0.0%,—,SELLING,$-4.4M,0,7,🟡 2/4,↑1 ↓0,$36.70B,Utilities,NYSE
FIS,"Fidelity National Information Services, Inc.",42.69,82.74,48.4%,48.20,87.29,78.40,48.20,11.4%,1.38,4.04%,17.2%,3.8%,3.0,BUYING,$+1.1M,3,0,🟡 2/4,↑0 ↓0,$22.07B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.70,17.53,4.7%,18.60,11.72,21.31,18.60,10.2%,1.33,2.88%,-2.0%,3.2%,4.0,—,—,0,0,✅ 4/4,↑0 ↓0,$19.45B,Health Technology,NASDAQ
BAX,Baxter International Inc.,19.20,32.04,40.1%,33.35,50.25,47.67,33.35,42.4%,1.64,0.21%,-14.9%,10.7%,4.5,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$9.92B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,29.38,29.60,0.7%,31.46,41.05,39.86,31.46,6.6%,0.84,3.68%,7.4%,14.3%,4.8,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$9.89B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",48.74,88.24,44.8%,66.31,109.61,95.46,66.31,26.5%,0.53,5.95%,-6.4%,5.9%,2.8,BUYING,$+2.1M,5,3,🔴 2/4,↑0 ↓0,$8.49B,Finance,NYSE
NOV,NOV Inc.,20.99,21.38,1.8%,27.29,15.93,25.09,27.29,23.1%,1.22,2.02%,1.4%,13.9%,5.4,—,—,0,0,🔴 0/4,↑0 ↓0,$7.53B,Industrial Services,NYSE
RIG,Transocean Ltd.,6.62,7.66,13.5%,29.98,4.50,8.77,29.98,77.9%,0.90,—,-30.1%,20.7%,6.4,SELLING,$-1.9M,0,5,🔴 2/4,↑0 ↓0,$7.40B,Industrial Services,NYSE
MOS,Mosaic Company,22.47,38.23,41.2%,28.57,29.02,28.26,28.57,21.4%,0.61,3.91%,0.4%,7.3%,2.0,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$7.14B,Process Industries,NYSE
CLF,Cleveland-Cliffs Inc,11.39,16.70,31.8%,19.28,14.01,11.41,19.28,40.9%,1.12,—,-20.0%,14.9%,4.7,—,—,0,0,✅ 3/4,↑1 ↓0,$6.50B,Non-Energy Minerals,NYSE
CAG,"Conagra Brands, Inc.",13.46,23.09,41.7%,16.69,24.15,23.41,16.69,19.4%,0.79,10.32%,-0.5%,12.4%,3.0,BUYING,$+250K,1,0,🔴 2/4,↑1 ↓0,$6.44B,Consumer Non-Durables,NYSE
MHK,"Mohawk Industries, Inc.",103.66,143.13,27.6%,111.02,125.41,150.87,111.02,6.6%,0.76,—,5.1%,11.7%,4.0,SELLING,$-3.5M,0,8,✅ 4/4,↑0 ↓0,$6.32B,Producer Manufacturing,NYSE
VNO,Vornado Realty Trust,32.48,43.37,25.1%,34.23,32.85,40.53,34.23,5.1%,1.26,2.31%,14.0%,0.0%,0.0,BUYING,$+5.6M,3,0,✅ 3/4,↑0 ↓0,$6.11B,Finance,NYSE
CPB,Campbell's Company,20.42,35.00,41.7%,27.18,36.68,35.98,27.18,24.9%,1.52,7.58%,13.9%,28.7%,5.4,SELLING,$-397K,0,2,—,↑1 ↓0,$6.09B,Consumer Non-Durables,NASDAQ
FLG,"Flagstar Bank, National Association",14.36,14.92,3.8%,20.62,21.52,23.44,20.62,30.4%,0.79,0.29%,-0.7%,0.0%,0.0,BUYING,$+1K,1,0,🟡 1/4,↑0 ↓0,$5.98B,Finance,NYSE
KMX,"CarMax, Inc.",41.20,71.99,42.8%,47.42,81.62,73.16,47.42,13.1%,0.99,—,4.1%,12.0%,4.1,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$5.84B,Retail Trade,NYSE
PTEN,"Patterson-UTI Energy, Inc.",12.39,13.08,5.2%,13.35,8.85,12.07,13.35,7.2%,1.49,3.25%,-3.6%,4.4%,1.3,SELLING,$-17.0M,0,7,✅ 3/4,↑0 ↓0,$4.71B,Industrial Services,NASDAQ
CRK,"Comstock Resources, Inc.",13.87,31.17,55.5%,63.01,11.25,15.68,63.01,78.0%,1.48,—,25.4%,26.7%,10.2,SELLING,$-1.0M,0,1,✅ 3/4,↑0 ↓0,$4.07B,Energy Minerals,NYSE
FBP,First Bancorp,24.50,24.57,0.3%,51.55,13.58,10.03,51.55,52.5%,1.93,3.32%,19.0%,7.1%,5.1,SELLING,$-861K,1,2,✅ 4/4,↑0 ↓0,$3.79B,Finance,NYSE
SBCF,Seacoast Banking Corporation of Florida,30.91,35.55,13.1%,33.96,26.13,22.51,33.96,9.0%,1.11,2.49%,5.4%,6.0%,6.6,SELLING,$-1.4M,2,7,✅ 3/4,↑0 ↓0,$3.01B,Finance,NASDAQ
WHR,Whirlpool Corporation,42.95,111.96,61.6%,75.96,109.50,109.12,75.96,43.5%,0.74,—,5.2%,0.1%,0.0,BUYING,$+199K,1,0,🔴 1/4,↑2 ↓0,$2.78B,Consumer Durables,NYSE
HOG,"Harley-Davidson, Inc.",23.47,31.25,24.9%,32.65,30.49,34.57,32.65,28.1%,0.81,3.16%,7.4%,17.7%,4.3,BUYING,$+136K,3,4,🔴 1/4,↑1 ↓0,$2.47B,Consumer Durables,NYSE
HE,"Hawaiian Electric Industries, Inc.",13.85,17.38,20.3%,19.09,26.92,25.93,19.09,27.4%,1.46,—,8.2%,14.8%,12.4,—,—,0,0,🟡 1/4,↑0 ↓0,$2.39B,Utilities,NYSE
PENN,"PENN Entertainment, Inc.",16.80,20.61,18.5%,17.29,32.94,27.41,17.29,2.9%,1.23,—,-39.9%,17.3%,3.8,BUYING,$+121K,1,0,✅ 3/4,↑0 ↓0,$2.25B,Consumer Services,NASDAQ
