Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,103.89,124.69,16.7%,109.48,119.06,109.48,68.67,5.1%,1.67,1.44%,10.5%,1.5%,2.9,SELLING,$-460K,1,2,✅ 4/4,↑0 ↓0,$180.41B,Consumer Services,NYSE
PFE,Pfizer Inc.,25.21,28.75,12.3%,25.72,28.59,25.72,18.34,2.0%,1.59,6.82%,8.3%,2.8%,4.6,SELLING,$-51K,0,1,✅ 4/4,↑1 ↓0,$143.68B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,22.43,34.34,34.7%,30.28,34.17,30.28,19.00,25.9%,0.91,5.88%,21.5%,2.7%,2.6,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$80.13B,Consumer Services,NASDAQ
BDX,"Becton, Dickinson and Company",143.98,187.35,23.1%,149.34,169.46,149.34,93.71,3.6%,1.64,2.92%,5.7%,3.0%,2.1,SELLING,$-1.2M,0,10,✅ 4/4,↑0 ↓0,$39.67B,Health Technology,NYSE
ROP,"Roper Technologies, Inc.",330.25,575.77,42.6%,343.14,438.06,343.14,197.74,3.8%,1.80,1.10%,9.0%,4.8%,3.7,BUYING,$+502K,1,0,✅ 4/4,↑0 ↓0,$33.33B,Technology Services,NASDAQ
BIIB,Biogen Inc.,196.58,205.97,4.6%,264.71,231.76,264.71,172.42,25.7%,1.56,—,7.7%,3.6%,4.0,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$29.02B,Health Technology,NASDAQ
STLA,Stellantis N.V.,6.34,12.22,48.1%,9.43,11.52,9.43,,32.8%,0.26,—,—,2.9%,4.3,—,—,0,0,🟡 1/1,—,$23.86B,Consumer Durables,NYSE
BCE,BCE Inc.,23.28,26.52,12.2%,27.62,29.73,27.62,19.54,15.7%,1.50,5.36%,31.7%,—,7.0,—,—,0,0,✅ 3/4,—,$21.71B,Communications,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,43.70,87.03,49.8%,61.72,65.31,61.72,39.19,29.2%,1.37,3.02%,14.9%,12.7%,6.9,SELLING,$-1.8M,1,13,✅ 4/4,↑2 ↓0,$20.71B,Technology Services,NASDAQ
IFF,International Flavors & Fragrances Inc.,76.72,84.45,9.2%,95.16,93.74,95.16,63.03,19.4%,1.39,2.09%,6.1%,6.9%,5.8,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$19.59B,Consumer Non-Durables,NYSE
GPN,Global Payments Inc.,66.88,90.64,26.2%,101.58,123.05,101.58,59.48,34.2%,0.77,1.50%,2.6%,6.3%,4.0,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$18.29B,Finance,NYSE
TU,TELUS Corporation,11.54,16.73,31.0%,12.98,14.67,12.98,8.66,11.1%,1.61,9.43%,6.0%,—,14.3,NEUTRAL,—,0,0,🔴 1/4,—,$18.16B,Communications,NYSE
GIS,"General Mills, Inc.",33.42,54.18,38.3%,46.75,52.57,46.75,31.97,28.5%,1.91,7.30%,23.7%,11.8%,4.9,SELLING,$-958K,0,2,✅ 3/4,↑1 ↓0,$17.84B,Consumer Non-Durables,NYSE
FLUT,Flutter Entertainment Plc,101.83,313.69,67.5%,137.02,164.26,137.02,,25.7%,1.96,—,-4.0%,8.8%,4.0,SELLING,$-1.4M,7,15,✅ 4/4,↑1 ↓0,$17.72B,Consumer Services,NYSE
WY,Weyerhaeuser Company,24.32,27.75,12.4%,24.47,26.25,24.47,17.98,0.6%,1.86,3.45%,4.2%,4.0%,4.3,BUYING,$+327K,2,1,✅ 4/4,↑0 ↓0,$17.54B,Finance,NYSE
CHTR,"Charter Communications, Inc. Class A",126.23,422.29,70.1%,351.00,421.98,351.00,,64.0%,0.95,—,30.2%,44.3%,6.3,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$17.48B,Consumer Services,NASDAQ
ZBH,"Zimmer Biomet Holdings, Inc.",87.97,108.29,18.8%,109.60,115.78,109.60,81.56,19.7%,1.34,1.09%,6.1%,5.9%,3.5,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$17.02B,Health Technology,NYSE
SWK,"Stanley Black & Decker, Inc.",86.75,93.37,7.1%,97.38,100.65,97.38,65.20,10.9%,1.50,3.83%,4.2%,5.8%,4.4,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$13.49B,Consumer Durables,NYSE
APTV,Aptiv PLC,63.68,78.49,18.9%,82.61,93.48,82.61,,22.9%,1.46,—,4.0%,5.8%,2.3,SELLING,$-229K,1,2,✅ 3/4,↑0 ↓0,$13.48B,Producer Manufacturing,NYSE
HRL,Hormel Foods Corporation,24.16,31.86,24.2%,30.78,33.65,30.78,18.93,21.5%,1.67,4.84%,5.8%,8.6%,3.7,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$13.30B,Consumer Non-Durables,NYSE
QXO,"QXO, Inc.",17.76,27.61,35.7%,23.39,28.01,23.39,,24.1%,1.39,—,-6.8%,20.1%,7.8,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$12.88B,Distribution Services,NYSE
COO,"Cooper Companies, Inc.",65.91,89.83,26.6%,70.95,85.30,70.95,42.41,7.1%,1.56,—,2.9%,3.0%,2.1,BUYING,$+150K,1,0,✅ 4/4,↑0 ↓0,$12.85B,Health Technology,NASDAQ
GIB,CGI Inc. Class A,61.28,108.09,43.3%,70.24,86.17,70.24,41.32,12.8%,1.79,0.78%,16.6%,—,9.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$12.82B,Technology Services,NYSE
MKC,"McCormick & Company, Incorporated",46.64,78.16,40.3%,59.68,72.60,59.68,36.81,21.9%,1.80,4.12%,26.5%,—,—,BUYING,$+106K,1,0,✅ 3/4,↑1 ↓0,$12.53B,Consumer Non-Durables,NYSE
CSGP,"CoStar Group, Inc.",30.12,97.43,69.1%,52.77,71.80,52.77,29.04,42.9%,1.55,—,0.3%,3.7%,1.8,BUYING,$+6.0M,5,0,✅ 4/4,↑1 ↓0,$12.30B,Technology Services,NASDAQ
ICLR,ICON Plc,146.00,211.00,30.8%,158.35,206.02,158.35,88.82,7.8%,1.22,—,2.5%,4.0%,2.5,—,—,0,0,✅ 3/4,↑0 ↓0,$11.18B,Commercial Services,NASDAQ
PSKY,Paramount Skydance Corporation Class B,9.94,20.86,52.3%,30.89,21.62,30.89,,67.8%,0.95,2.01%,-4.3%,13.9%,7.6,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$11.12B,Consumer Services,NASDAQ
SWKS,"Skyworks Solutions, Inc.",72.45,90.90,20.3%,83.62,94.12,83.62,47.33,13.4%,1.89,3.92%,6.2%,29.6%,5.0,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$10.90B,Electronic Technology,NASDAQ
