Ticker,Company,Price,52W High,% Off 52W High,30Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
CNC,Centene Corporation,63.58,66.55,4.5%,64.01,64.01,54.31,,0.7%,1.47,—,-26.1%,3.4%,2.4,SELLING,$-5.2M,0,1,✅ 3/4,↑0 ↓0,$31.40B,Health Services,NYSE
BRO,"Brown & Brown, Inc.",59.45,111.10,46.5%,65.42,65.42,47.01,28.17,9.1%,1.58,1.12%,11.7%,6.4%,4.5,BUYING,$+164K,2,0,✅ 4/4,↑1 ↓0,$20.15B,Finance,NYSE
RCI,Rogers Communications Inc. Class B,36.65,41.14,10.9%,37.25,37.25,34.45,24.53,1.6%,1.53,3.74%,49.3%,—,13.1,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$19.78B,Communications,NYSE
TSN,"Tyson Foods, Inc. Class A",55.77,69.48,19.7%,59.43,59.43,53.63,32.87,6.1%,1.06,3.68%,2.5%,3.5%,3.2,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$19.25B,Consumer Non-Durables,NYSE
AMCR,Amcor PLC,41.23,50.94,19.1%,43.57,43.57,39.87,,5.4%,1.64,6.33%,8.7%,7.2%,6.9,—,—,0,0,🟡 2/4,↑1 ↓0,$19.06B,Process Industries,NYSE
WY,Weyerhaeuser Company,24.73,27.75,10.9%,26.27,26.27,24.48,17.99,5.9%,1.89,3.45%,4.2%,4.0%,4.3,BUYING,$+327K,2,1,✅ 4/4,↑0 ↓0,$17.83B,Finance,NYSE
DOC,"Healthpeak Properties, Inc.",19.94,20.82,4.2%,20.00,20.00,19.42,15.12,0.3%,1.77,6.24%,2.8%,5.2%,2.5,SELLING,$-214K,0,1,🟡 2/4,↑1 ↓0,$14.09B,Finance,NYSE
CNH,CNH Industrial NV,10.69,14.27,25.1%,10.73,10.73,9.24,,0.4%,1.71,0.96%,4.9%,7.1%,4.2,SELLING,$-490K,0,1,🟡 2/4,↑1 ↓0,$13.26B,Producer Manufacturing,NYSE
RVTY,"Revvity, Inc.",99.74,118.30,15.7%,117.08,117.08,94.08,57.23,14.8%,1.55,0.28%,3.2%,11.8%,5.3,SELLING,$-4.7M,0,6,✅ 4/4,↑0 ↓0,$11.13B,Health Technology,NYSE
WTRG,"Essential Utilities, Inc.",36.96,42.37,12.8%,37.42,37.42,32.01,21.14,1.2%,1.52,3.73%,8.3%,1.7%,2.3,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$10.48B,Utilities,NYSE
