Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,96.16,119.78,19.7%,107.34,115.43,107.34,67.65,10.4%,1.54,1.56%,10.5%,1.3%,1.9,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$166.98B,Consumer Services,NYSE
PFE,Pfizer Inc.,24.91,28.75,13.3%,25.49,28.33,25.49,18.15,2.3%,1.58,6.90%,8.3%,2.9%,3.2,SELLING,$-51K,0,1,✅ 4/4,↑0 ↓0,$141.97B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,23.67,32.85,28.0%,29.70,33.49,29.70,18.70,20.3%,0.94,5.58%,12.0%,2.7%,2.0,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$84.00B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,207.93,219.72,5.4%,263.64,234.73,263.64,172.01,21.1%,1.63,—,4.6%,4.5%,3.9,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$30.72B,Health Technology,NASDAQ
FISV,"Fiserv, Inc.",54.07,140.42,61.5%,91.71,115.68,91.71,52.50,41.0%,1.10,—,12.3%,—,—,—,—,0,0,—,—,$28.83B,Commercial Services,NASDAQ
CTSH,Cognizant Technology Solutions Corporation Class A,53.90,87.03,38.1%,62.09,65.90,62.09,39.38,13.2%,1.68,2.45%,14.9%,12.1%,3.9,SELLING,$-2K,1,9,✅ 3/4,↑1 ↓0,$24.28B,Technology Services,NASDAQ
GPN,Global Payments Inc.,86.84,90.64,4.2%,102.88,122.02,102.88,60.40,15.6%,1.00,1.15%,2.6%,8.8%,5.5,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$23.75B,Finance,NYSE
STLA,Stellantis N.V.,5.86,12.22,52.0%,9.56,11.74,9.56,,38.7%,0.24,—,—,3.8%,5.4,—,—,0,0,🟡 1/2,↑0 ↓0,$22.06B,Consumer Durables,NYSE
IFF,International Flavors & Fragrances Inc.,79.48,84.45,5.9%,94.96,92.90,94.96,63.25,16.3%,1.44,2.01%,6.1%,8.1%,7.3,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$20.29B,Consumer Non-Durables,NYSE
BCE,BCE Inc.,21.70,26.52,18.2%,27.66,29.66,27.66,19.71,21.6%,1.40,5.75%,31.7%,—,6.8,—,—,0,0,✅ 3/4,↑0 ↓0,$20.24B,Communications,NYSE
