Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
T,AT&T Inc,20.48,7.5%,19.06,18.02,16.38,1.30,5.36%,20.1%,1.8%,2.8,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$142.30B,Communications,NYSE
SPGI,"S&P Global, Inc.",414.97,3.6%,400.72,363.26,264.24,3.94,0.95%,14.8%,1.7%,2.3,BUYING,$+3.6M,4,0,✅ 3/4,↑0 ↓0,$122.83B,Commercial Services,NYSE
MELI,"MercadoLibre, Inc.",1742.19,9.7%,1587.67,1396.16,918.71,12.13,—,31.3%,1.9%,1.8,BUYING,$+1.3M,3,0,🔴 1/4,↑0 ↓0,$88.32B,Retail Trade,NASDAQ
KKR,KKR & Co Inc,92.56,4.8%,88.33,70.90,49.29,2.95,0.85%,10.2%,2.2%,3.5,BUYING,$+50.9M,8,0,✅ 3/4,↑0 ↓0,$83.11B,Finance,NYSE
KDP,Keurig Dr Pepper Inc.,33.37,6.8%,31.26,29.44,22.68,1.80,2.81%,7.4%,5.5%,5.5,NEUTRAL,—,0,0,🟡 2/4,↑2 ↓0,$45.40B,Consumer Non-Durables,NASDAQ
WCN,"Waste Connections, Inc.",164.71,7.4%,153.30,134.29,100.07,5.18,0.84%,12.8%,1.1%,1.4,BUYING,$+4.4M,1,7,✅ 4/4,↑0 ↓0,$41.85B,Industrial Services,NYSE
KR,Kroger Co.,56.24,6.2%,52.95,44.76,36.83,5.33,2.81%,13.5%,5.0%,4.2,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$34.46B,Retail Trade,NYSE
AVB,"AvalonBay Communities, Inc.",190.43,4.7%,181.82,171.57,153.41,2.31,3.77%,9.7%,3.2%,2.8,NEUTRAL,—,0,0,🔴 0/4,↑0 ↓0,$27.02B,Finance,NYSE
WTW,Willis Towers Watson Public Limited Company,275.04,6.8%,257.42,235.54,188.11,3.25,1.47%,20.7%,3.7%,4.4,BUYING,$+1.2M,4,1,✅ 4/4,↑0 ↓0,$25.98B,Finance,NASDAQ
IP,International Paper Company,38.34,2.1%,37.55,36.24,33.95,1.37,4.86%,-16.0%,17.1%,8.1,BUYING,$+4.3M,4,0,🔴 0/4,↑0 ↓0,$20.30B,Process Industries,NYSE
J,Jacobs Solutions Inc.,124.63,7.8%,115.58,104.03,78.99,4.47,1.14%,11.5%,6.6%,5.6,BUYING,$+285K,3,1,✅ 4/4,↑0 ↓0,$14.72B,Technology Services,NYSE
WTRG,"Essential Utilities, Inc.",38.03,0.4%,37.87,37.63,32.30,1.56,3.58%,8.3%,1.9%,3.0,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$10.79B,Utilities,NYSE
RLI,RLI Corp.,60.66,2.5%,59.21,51.81,39.55,3.10,1.22%,23.2%,8.0%,6.4,BUYING,$+1.5M,9,0,✅ 4/4,↑0 ↓0,$5.58B,Finance,NYSE
FFIN,First Financial Bankshares Inc,35.45,7.0%,33.12,32.81,26.46,2.60,2.54%,14.6%,7.9%,10.2,BUYING,$+912K,14,0,✅ 3/4,↑1 ↓0,$5.08B,Finance,NASDAQ
SLGN,Silgan Holdings Inc.,46.11,3.7%,44.47,40.21,33.41,2.10,1.81%,12.9%,10.3%,10.2,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$4.87B,Process Industries,NYSE
HRI,"Herc Holdings, Inc.",140.23,3.0%,136.11,108.37,83.76,2.47,1.95%,-0.3%,7.5%,3.6,BUYING,$+427K,1,0,✅ 3/4,↑1 ↓0,$4.68B,Finance,NYSE
MGEE,"MGE Energy, Inc.",81.11,6.4%,76.24,71.77,60.92,2.21,2.33%,10.9%,5.1%,4.5,BUYING,$+29K,1,0,🟡 2/4,↑0 ↓0,$3.06B,Utilities,NASDAQ
CXT,"Crane NXT, Co.",51.96,9.0%,47.68,39.92,32.29,2.41,1.41%,11.1%,18.2%,8.0,BUYING,$+1.2M,6,1,✅ 4/4,↑0 ↓0,$2.99B,Producer Manufacturing,NYSE
APAM,"Artisan Partners Asset Management, Inc. Class A",33.97,2.0%,33.31,29.87,23.88,6.20,9.82%,69.7%,8.5%,6.1,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$2.75B,Finance,NYSE
HTO,H2O America,60.74,6.5%,57.06,56.52,48.43,1.39,2.90%,6.5%,15.9%,11.7,BUYING,$+10.6M,3,1,🟡 2/4,↑2 ↓0,$2.54B,Utilities,NASDAQ
TGLS,Tecnoglass Inc.,46.97,3.6%,45.32,32.78,22.92,2.83,1.28%,21.0%,10.5%,7.0,BUYING,$+27.0M,4,0,🔴 2/4,↑0 ↓0,$2.18B,Producer Manufacturing,NYSE
