Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,106.85,119.78,10.8%,108.62,115.58,108.62,68.50,1.6%,1.68,1.40%,7.8%,1.1%,1.8,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$184.50B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,26.18,32.85,20.3%,29.95,33.45,29.95,18.93,12.6%,1.03,5.04%,12.0%,2.3%,2.0,SELLING,$-143K,0,1,✅ 4/4,↑1 ↓0,$92.90B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,209.83,219.72,4.5%,262.08,232.83,262.08,172.50,19.9%,1.64,—,4.6%,4.1%,3.8,SELLING,$-240K,0,1,✅ 4/4,↑0 ↓0,$31.00B,Health Technology,NASDAQ
FISV,"Fiserv, Inc.",54.39,140.42,61.3%,91.68,114.76,91.68,52.50,40.7%,1.07,—,10.7%,—,—,BUYING,$+2.2M,7,0,🔴 2/4,↑1 ↓0,$28.92B,Commercial Services,NASDAQ
CTSH,Cognizant Technology Solutions Corporation Class A,58.79,87.03,32.4%,62.19,66.06,62.19,39.43,5.5%,1.84,2.25%,14.9%,10.0%,4.6,SELLING,$-659K,1,9,✅ 3/4,↑1 ↓0,$26.48B,Technology Services,NASDAQ
GPN,Global Payments Inc.,93.05,95.58,2.6%,103.00,122.23,103.00,60.46,9.7%,1.07,1.07%,2.2%,8.0%,5.4,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$24.62B,Finance,NYSE
BCE,BCE Inc.,23.47,26.52,11.5%,27.97,29.91,27.97,19.93,16.1%,1.51,5.31%,30.6%,—,7.4,—,—,0,0,✅ 3/4,↑0 ↓0,$21.89B,Communications,NYSE
IFF,International Flavors & Fragrances Inc.,84.18,89.31,5.7%,96.62,94.07,96.62,64.25,12.9%,1.54,1.90%,1.8%,8.8%,8.6,BUYING,$+31.4M,3,2,🔴 2/4,↑1 ↓0,$21.48B,Consumer Non-Durables,NYSE
CHTR,"Charter Communications, Inc. Class A",154.27,285.82,46.0%,351.94,416.09,351.94,,56.2%,1.09,—,29.7%,50.4%,7.2,SELLING,$-9.0M,4,1,🔴 2/4,↑1 ↓0,$20.64B,Consumer Services,NASDAQ
STLA,Stellantis N.V.,5.36,12.22,56.1%,9.55,11.72,9.55,,43.9%,0.24,—,—,3.6%,5.0,—,—,0,0,🟡 1/2,↑0 ↓0,$20.17B,Consumer Durables,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",100.65,108.29,7.1%,109.85,115.10,109.85,82.22,8.4%,1.52,0.95%,6.4%,7.7%,4.7,SELLING,$-664K,0,2,✅ 4/4,↑1 ↓0,$19.20B,Health Technology,NYSE
WY,Weyerhaeuser Company,24.56,27.75,11.5%,24.77,26.67,24.77,18.31,0.9%,1.87,3.42%,5.0%,4.2%,4.9,BUYING,$+615K,2,0,✅ 4/4,↑0 ↓0,$17.70B,Finance,NYSE
TU,TELUS Corporation,9.76,16.72,41.6%,13.10,14.80,13.10,8.74,25.5%,1.64,11.15%,-6.4%,—,8.5,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$15.51B,Communications,NYSE
QXO,"QXO, Inc.",14.51,27.61,47.4%,23.69,28.60,23.69,,38.8%,1.13,—,-4.6%,9.8%,3.2,NEUTRAL,—,0,0,🟡 0/4,↑0 ↓0,$15.05B,Distribution Services,NYSE
HRL,Hormel Foods Corporation,24.54,29.34,16.4%,30.70,33.42,30.70,18.94,20.1%,1.70,4.77%,5.8%,6.6%,5.0,SELLING,$-495K,0,1,✅ 3/4,↑0 ↓0,$13.50B,Consumer Non-Durables,NYSE
CSGP,"CoStar Group, Inc.",32.38,91.89,64.8%,53.00,71.26,53.00,29.32,38.9%,1.65,—,0.9%,4.1%,2.1,BUYING,$+8.2M,6,2,✅ 4/4,↑1 ↓0,$13.12B,Technology Services,NASDAQ
PSKY,Paramount Skydance Corporation Class B,10.14,20.86,51.4%,31.02,21.76,31.02,,67.3%,0.97,1.97%,-4.4%,16.1%,8.2,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$11.38B,Consumer Services,NASDAQ
SWKS,"Skyworks Solutions, Inc.",69.62,90.90,23.4%,84.65,96.03,84.65,47.84,17.8%,1.83,—,5.1%,33.0%,5.3,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$10.48B,Electronic Technology,NASDAQ
APTV,Aptiv PLC,49.56,78.49,36.9%,82.51,92.10,82.51,,39.9%,1.14,—,4.0%,7.3%,4.7,BUYING,$+8.0M,4,2,✅ 3/4,↑0 ↓0,$10.29B,Producer Manufacturing,NYSE
MHK,"Mohawk Industries, Inc.",140.10,143.13,2.1%,151.41,126.18,151.41,112.19,7.5%,0.99,—,5.5%,11.0%,5.1,SELLING,$-18.3M,0,16,✅ 4/4,↑0 ↓0,$9.49B,Producer Manufacturing,NYSE
KMX,"CarMax, Inc.",59.92,62.56,4.2%,73.80,81.55,73.80,48.08,18.8%,1.39,—,3.6%,11.1%,4.9,BUYING,$+1.3M,5,0,🔴 2/4,↑1 ↓0,$8.50B,Retail Trade,NYSE
TAP,Molson Coors Beverage Company Class B,42.77,54.82,22.0%,52.77,45.99,52.77,39.57,19.0%,0.75,4.49%,-19.6%,25.9%,9.0,BUYING,$+45K,2,1,✅ 3/4,↑0 ↓0,$7.99B,Consumer Non-Durables,NYSE
ZG,"Zillow Group, Inc. Class A",35.16,90.22,61.0%,50.95,60.02,50.95,,31.0%,1.84,—,1.2%,19.5%,3.2,—,—,0,0,✅ 3/4,↑0 ↓0,$7.84B,Technology Services,NASDAQ
