Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
ABT,Abbott Laboratories,109.72,2.5%,107.06,102.74,78.94,3.71,2.30%,10.6%,1.5%,1.8,BUYING,$+816K,3,6,🟡 1/4,↑1 ↓0,$189.86B,Health Technology,NYSE
SPGI,"S&P Global, Inc.",408.69,1.1%,404.20,370.84,269.91,3.82,0.95%,15.2%,3.0%,4.0,BUYING,$+2.6M,3,0,🔴 2/4,↑0 ↓0,$120.48B,Commercial Services,NYSE
ADSK,"Autodesk, Inc.",251.59,3.7%,242.65,240.68,180.36,16.65,—,50.4%,4.7%,4.0,BUYING,$+2.2M,4,0,✅ 4/4,↑3 ↓0,$53.09B,Technology Services,NASDAQ
HUM,Humana Inc.,372.82,3.0%,362.00,361.78,296.41,2.33,0.95%,6.8%,3.5%,2.4,BUYING,$+150K,1,0,✅ 4/4,↑0 ↓0,$44.77B,Health Services,NYSE
WCN,"Waste Connections, Inc.",166.85,7.7%,154.88,136.73,102.70,5.32,0.84%,13.0%,1.5%,2.4,BUYING,$+3.9M,1,9,✅ 4/4,↑0 ↓0,$42.05B,Industrial Services,NYSE
MSCI,MSCI Inc. Class A,561.71,7.2%,523.80,472.92,321.20,,1.46%,—,2.0%,1.6,BUYING,$+1.4M,3,3,✅ 3/4,↑1 ↓0,$40.84B,Commercial Services,NYSE
AWK,"American Water Works Company, Inc.",136.06,2.5%,132.75,129.24,101.50,2.32,2.63%,10.1%,7.8%,5.2,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$27.04B,Utilities,NYSE
AVB,"AvalonBay Communities, Inc.",181.76,1.1%,179.82,172.04,153.97,2.14,3.92%,8.6%,3.6%,4.6,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$25.95B,Finance,NYSE
SMCI,"Super Micro Computer, Inc.",31.60,1.3%,31.20,21.70,14.04,,—,21.5%,18.5%,2.1,NEUTRAL,—,0,0,✅ 3/4,—,$20.44B,Electronic Technology,NASDAQ
TTEK,"Tetra Tech, Inc.",35.38,6.4%,33.26,29.08,20.49,4.89,0.81%,24.3%,5.2%,4.0,BUYING,$+50K,1,0,✅ 4/4,↑0 ↓0,$9.06B,Industrial Services,NASDAQ
STN,Stantec Inc,74.52,1.4%,73.52,60.08,45.47,3.50,0.94%,15.3%,—,5.0,NEUTRAL,—,0,0,🟡 2/4,—,$8.50B,Industrial Services,NYSE
MTDR,Matador Resources Company,52.62,3.0%,51.10,39.67,32.86,1.10,2.85%,12.8%,12.5%,7.6,BUYING,$+720K,12,0,✅ 4/4,↑0 ↓0,$6.51B,Energy Minerals,NYSE
RLI,RLI Corp.,63.94,9.8%,58.24,51.30,39.26,3.35,1.13%,25.2%,9.8%,8.2,BUYING,$+1.1M,7,0,✅ 4/4,↑0 ↓0,$5.87B,Finance,NYSE
MIDD,Middleby Corporation,119.99,2.6%,116.92,112.72,104.21,,—,-9.9%,4.9%,2.1,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$5.43B,Producer Manufacturing,NASDAQ
LOPE,"Grand Canyon Education, Inc.",144.38,5.6%,136.79,121.11,100.19,5.66,—,31.0%,7.0%,4.8,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.76B,Commercial Services,NASDAQ
LRN,"Stride, Inc.",79.09,8.7%,72.74,57.38,41.03,2.01,—,21.7%,22.9%,8.1,NEUTRAL,—,0,0,✅ 4/4,—,$3.29B,Consumer Services,NYSE
MGEE,"MGE Energy, Inc.",81.04,6.3%,76.24,71.94,61.17,2.13,2.34%,11.0%,5.9%,7.3,BUYING,$+29K,1,0,✅ 3/4,↑0 ↓0,$3.06B,Utilities,NASDAQ
CXT,"Crane NXT, Co.",51.18,4.4%,49.02,40.92,33.04,2.33,1.41%,11.5%,17.7%,11.1,BUYING,$+1.0M,2,0,✅ 4/4,—,$2.95B,Producer Manufacturing,NYSE
