Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,96.19,119.78,19.7%,108.46,115.31,108.46,68.42,11.3%,1.54,1.56%,10.5%,1.3%,1.9,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$167.04B,Consumer Services,NYSE
PFE,Pfizer Inc.,25.01,28.75,13.0%,25.43,28.15,25.43,18.14,1.7%,1.58,6.88%,8.3%,2.9%,3.2,SELLING,$-51K,0,1,✅ 4/4,↑0 ↓0,$142.54B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,23.96,32.85,27.1%,29.92,33.40,29.92,18.91,19.9%,0.95,5.51%,12.0%,2.7%,2.0,SELLING,$-2.0M,0,2,✅ 4/4,↑1 ↓0,$85.03B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,202.95,219.72,7.6%,261.89,232.53,261.89,172.41,22.5%,1.59,—,4.6%,4.5%,3.9,SELLING,$-531K,1,1,✅ 4/4,↑0 ↓0,$29.99B,Health Technology,NASDAQ
FISV,"Fiserv, Inc.",53.94,140.42,61.6%,91.69,114.78,91.69,52.51,41.2%,1.10,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑1 ↓0,$28.76B,Commercial Services,NASDAQ
CTSH,Cognizant Technology Solutions Corporation Class A,55.35,87.03,36.4%,62.16,66.00,62.16,39.41,11.0%,1.73,2.38%,14.9%,12.1%,3.9,BUYING,$+142K,1,8,✅ 3/4,↑1 ↓0,$24.93B,Technology Services,NASDAQ
GPN,Global Payments Inc.,84.08,90.64,7.2%,102.87,122.00,102.87,60.40,18.3%,0.97,1.19%,2.6%,8.8%,5.5,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$23.00B,Finance,NYSE
STLA,Stellantis N.V.,5.76,12.22,52.9%,9.56,11.74,9.56,,39.8%,0.26,—,—,3.8%,5.4,—,—,0,0,🟡 1/2,↑0 ↓0,$21.68B,Consumer Durables,NYSE
IFF,International Flavors & Fragrances Inc.,79.22,84.45,6.2%,96.55,93.95,96.55,64.22,17.9%,1.43,2.02%,6.1%,8.1%,7.3,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$20.23B,Consumer Non-Durables,NYSE
BCE,BCE Inc.,21.68,26.52,18.3%,27.94,29.86,27.94,19.91,22.4%,1.40,5.75%,31.7%,—,6.8,—,—,0,0,✅ 3/4,↑0 ↓0,$20.22B,Communications,NYSE
CHTR,"Charter Communications, Inc. Class A",144.98,285.82,49.3%,351.79,415.83,351.79,,58.8%,1.02,—,29.7%,45.5%,5.3,SELLING,$-9.0M,4,1,🔴 2/4,↑1 ↓0,$19.40B,Consumer Services,NASDAQ
RCI,Rogers Communications Inc. Class B,33.85,41.14,17.7%,34.80,37.14,34.80,25.00,2.7%,1.57,4.15%,44.4%,—,12.7,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$18.41B,Communications,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",93.93,108.29,13.3%,109.75,114.94,109.75,82.17,14.4%,1.43,1.02%,6.1%,8.2%,5.0,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$18.17B,Health Technology,NYSE
TU,TELUS Corporation,9.56,16.72,42.8%,13.09,14.78,13.09,8.73,27.0%,1.61,11.39%,-6.4%,—,11.1,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$15.05B,Communications,NYSE
SWK,"Stanley Black & Decker, Inc.",94.58,96.04,1.5%,98.38,101.33,98.38,66.05,3.9%,1.59,3.55%,6.9%,4.6%,3.8,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$14.28B,Consumer Durables,NYSE
QXO,"QXO, Inc.",13.30,27.61,51.8%,23.68,28.57,23.68,,43.8%,1.04,—,-6.8%,11.5%,3.5,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$13.80B,Distribution Services,NYSE
HRL,Hormel Foods Corporation,25.01,29.34,14.8%,30.72,33.44,30.72,18.94,18.6%,1.73,4.68%,5.8%,7.0%,4.6,SELLING,$-495K,0,1,✅ 3/4,↑0 ↓0,$13.76B,Consumer Non-Durables,NYSE
