Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,108.76,119.78,9.2%,109.63,117.85,109.63,69.28,0.8%,1.71,—,7.8%,1.1%,1.7,SELLING,$-1.1M,0,2,✅ 4/4,↑1 ↓0,$187.79B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,27.00,32.85,17.8%,30.31,33.94,30.31,19.08,10.9%,1.07,—,12.0%,2.4%,2.4,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$95.81B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,220.01,222.85,1.3%,263.12,232.44,263.12,174.11,16.4%,1.72,—,4.6%,3.9%,4.3,SELLING,$-240K,0,1,✅ 4/4,↑0 ↓0,$32.51B,Health Technology,NASDAQ
CHTR,"Charter Communications, Inc. Class A",153.97,285.82,46.1%,351.96,416.12,351.96,,56.3%,1.08,—,29.7%,51.6%,8.1,SELLING,$-9.0M,4,1,🔴 2/4,↑1 ↓0,$26.96B,Consumer Services,NASDAQ
GPN,Global Payments Inc.,92.90,95.88,3.1%,103.00,122.22,103.00,60.46,9.8%,1.07,—,2.2%,6.7%,4.4,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$24.58B,Finance,NYSE
IFF,International Flavors & Fragrances Inc.,87.55,89.31,2.0%,96.15,93.83,96.15,64.17,8.9%,1.60,—,1.8%,8.3%,8.9,BUYING,$+31.0M,3,3,🔴 2/4,↑1 ↓0,$22.34B,Consumer Non-Durables,NYSE
BCE,BCE Inc.,23.45,26.52,11.6%,28.03,30.04,28.03,19.98,16.3%,1.50,—,30.6%,—,7.5,—,—,0,0,✅ 3/4,↑0 ↓0,$21.87B,Communications,NYSE
STLA,Stellantis N.V.,5.29,12.22,56.7%,9.59,11.64,9.59,,44.8%,0.24,—,—,4.5%,6.3,—,—,0,0,🟡 1/2,↑0 ↓0,$19.91B,Consumer Durables,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",100.59,106.88,5.9%,109.86,115.11,109.86,82.22,8.4%,1.52,—,6.4%,6.1%,3.3,SELLING,$-664K,0,2,✅ 4/4,↑1 ↓0,$19.19B,Health Technology,NYSE
WY,Weyerhaeuser Company,23.39,27.75,15.7%,24.75,26.67,24.75,18.33,5.5%,1.78,—,5.0%,4.0%,4.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$16.85B,Finance,NYSE
