Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
KKR,KKR & Co Inc,94.27,8.9%,86.60,68.48,47.65,3.00,0.83%,10.2%,2.3%,3.3,BUYING,$+50.9M,8,0,✅ 3/4,↑0 ↓0,$84.64B,Finance,NYSE
SYY,Sysco Corporation,75.61,4.2%,72.53,68.08,56.32,15.74,2.90%,82.3%,3.3%,3.1,BUYING,$+314K,1,2,✅ 3/4,↑0 ↓0,$36.15B,Distribution Services,NYSE
TSN,"Tyson Foods, Inc. Class A",61.75,3.4%,59.70,59.66,53.69,1.18,3.29%,2.5%,4.3%,4.1,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$21.31B,Consumer Non-Durables,NYSE
WSO,"Watsco, Inc.",368.34,4.2%,353.37,294.62,217.34,4.88,3.61%,17.0%,0.0%,—,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$15.05B,Producer Manufacturing,NYSE
J,Jacobs Solutions Inc.,118.78,1.5%,117.04,103.68,78.54,4.26,1.21%,11.5%,6.3%,4.8,BUYING,$+285K,3,1,✅ 4/4,↑0 ↓0,$14.03B,Technology Services,NYSE
STN,Stantec Inc,74.83,2.9%,72.75,58.56,44.59,3.52,0.95%,15.3%,—,4.4,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$8.54B,Industrial Services,NYSE
CAE,CAE Inc.,25.59,6.8%,23.96,23.65,19.80,2.16,—,6.1%,—,4.2,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$8.23B,Commercial Services,NYSE
MIDD,Middleby Corporation,153.68,5.0%,146.41,139.15,128.00,3.02,—,-7.7%,6.7%,3.4,BUYING,$+15.1M,2,0,✅ 4/4,↑0 ↓0,$6.95B,Producer Manufacturing,NASDAQ
MTDR,Matador Resources Company,53.23,4.8%,50.77,38.81,32.58,1.18,2.79%,8.9%,8.9%,6.4,BUYING,$+283K,3,0,✅ 4/4,↑1 ↓0,$6.61B,Energy Minerals,NYSE
SON,Sonoco Products Company,49.50,2.8%,48.17,47.34,42.15,1.37,4.36%,20.2%,9.8%,4.5,BUYING,$+650K,2,2,🟡 1/4,↑1 ↓0,$4.89B,Process Industries,NYSE
HRI,"Herc Holdings, Inc.",138.50,1.8%,136.06,108.43,83.89,2.44,2.04%,-0.3%,8.6%,3.3,BUYING,$+427K,1,0,✅ 3/4,↑0 ↓0,$4.62B,Finance,NYSE
SLM,SLM Corp,22.12,10.0%,20.11,16.82,13.43,1.91,2.38%,30.9%,13.9%,6.9,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$4.17B,Finance,NASDAQ
HTO,H2O America,57.37,2.2%,56.12,56.09,47.85,1.31,3.07%,6.5%,15.2%,8.2,BUYING,$+6.0M,2,0,🟡 2/4,↑3 ↓0,$2.40B,Utilities,NASDAQ
AGYS,"Agilysys, Inc.",82.00,4.2%,78.67,62.84,42.39,7.07,—,13.1%,4.8%,4.3,BUYING,$+78K,2,0,🔴 2/4,↑0 ↓0,$2.31B,Technology Services,NASDAQ
