Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
CRM,"Salesforce, Inc.",252.05,9.9%,229.37,220.21,168.32,,—,19.4%,3.7%,2.1,BUYING,$+1.0M,2,0,✅ 4/4,↑1 ↓0,$206.43B,Technology Services,NYSE
ABT,Abbott Laboratories,111.59,4.1%,107.15,102.80,78.97,3.78,—,10.6%,1.3%,1.9,BUYING,$+174K,3,7,🟡 1/4,↑1 ↓0,$193.09B,Health Technology,NYSE
SPGI,"S&P Global, Inc.",435.39,7.6%,404.67,370.93,269.86,4.07,—,15.2%,2.6%,3.8,BUYING,$+2.6M,3,0,🔴 2/4,↑0 ↓0,$128.35B,Commercial Services,NYSE
HUM,Humana Inc.,392.63,8.2%,362.99,362.44,296.81,2.45,—,6.8%,3.2%,2.3,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$47.15B,Health Services,NYSE
KDP,Keurig Dr Pepper Inc.,31.88,2.4%,31.15,29.62,23.14,1.73,—,5.7%,5.5%,5.2,NEUTRAL,—,0,0,✅ 3/4,↑2 ↓0,$43.38B,Consumer Non-Durables,NASDAQ
WCN,"Waste Connections, Inc.",165.68,7.0%,154.82,136.69,102.68,5.28,—,13.0%,1.7%,2.8,BUYING,$+3.1M,1,12,✅ 4/4,↑0 ↓0,$41.76B,Industrial Services,NYSE
MLM,"Martin Marietta Materials, Inc.",528.59,8.3%,488.27,416.55,316.57,2.75,—,8.9%,4.3%,4.0,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$37.54B,Non-Energy Minerals,NYSE
AWK,"American Water Works Company, Inc.",136.69,2.9%,132.78,129.27,101.52,2.33,—,10.1%,6.9%,4.6,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$27.16B,Utilities,NYSE
IP,International Paper Company,39.88,7.2%,37.22,35.90,33.82,1.46,—,-16.5%,16.0%,8.8,BUYING,$+157K,2,2,🔴 1/4,↑0 ↓0,$21.12B,Process Industries,NYSE
BR,"Broadridge Financial Solutions, Inc.",183.08,0.5%,182.20,162.33,122.35,7.35,—,40.9%,3.3%,2.9,BUYING,$+736K,2,1,✅ 4/4,↑0 ↓0,$20.88B,Technology Services,NYSE
TXT,Textron Inc.,82.35,5.5%,78.08,68.31,59.69,1.76,—,12.1%,5.0%,4.2,BUYING,$+754K,1,1,✅ 4/4,↑0 ↓0,$14.16B,Electronic Technology,NYSE
RPM,RPM International Inc.,105.70,6.2%,99.53,90.18,71.05,4.07,—,21.3%,3.7%,3.5,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$13.50B,Process Industries,NYSE
JKHY,"Jack Henry & Associates, Inc.",169.64,2.2%,166.03,159.29,130.29,,—,24.0%,7.0%,4.7,BUYING,$+317K,2,0,✅ 4/4,↑1 ↓0,$12.05B,Technology Services,NASDAQ
STN,Stantec Inc,74.71,1.6%,73.53,60.09,45.47,3.51,—,15.7%,—,5.1,NEUTRAL,—,0,0,✅ 3/4,—,$8.40B,Industrial Services,NYSE
PPC,Pilgrim's Pride Corporation,31.11,1.0%,30.79,27.05,23.82,1.97,—,14.6%,3.2%,5.0,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$7.41B,Process Industries,NASDAQ
LOPE,"Grand Canyon Education, Inc.",150.19,9.6%,137.08,121.30,100.31,5.89,—,31.0%,6.7%,4.8,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.91B,Commercial Services,NASDAQ
MGEE,"MGE Energy, Inc.",78.36,3.0%,76.10,71.85,61.12,2.06,—,11.0%,5.8%,8.8,BUYING,$+50K,2,0,✅ 3/4,↑0 ↓0,$2.96B,Utilities,NASDAQ
CXT,"Crane NXT, Co.",49.71,1.6%,48.94,40.87,33.01,2.26,—,11.5%,17.4%,12.2,BUYING,$+986K,2,1,✅ 4/4,—,$2.86B,Producer Manufacturing,NYSE
LCII,LCI Industries,102.30,1.2%,101.05,99.03,83.02,1.74,—,15.0%,13.7%,7.6,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.49B,Producer Manufacturing,NYSE
