Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
SPGI,"S&P Global, Inc.",431.26,7.4%,401.53,363.81,264.56,4.09,0.90%,14.8%,1.2%,1.4,BUYING,$+3.6M,4,0,✅ 3/4,↑0 ↓0,$127.65B,Commercial Services,NYSE
KKR,KKR & Co Inc,97.11,9.7%,88.56,71.05,49.38,3.09,0.80%,10.2%,2.3%,3.1,BUYING,$+50.9M,8,0,✅ 3/4,↑0 ↓0,$87.19B,Finance,NYSE
AZO,"AutoZone, Inc.",3013.03,3.5%,2911.83,2351.46,1694.60,,—,—,3.4%,0.9,BUYING,$+319K,1,1,🔴 2/4,↑0 ↓0,$49.19B,Retail Trade,NYSE
WCN,"Waste Connections, Inc.",168.43,9.7%,153.49,134.42,100.14,5.30,0.83%,12.8%,1.3%,1.4,BUYING,$+4.4M,1,7,✅ 4/4,↑0 ↓0,$42.79B,Industrial Services,NYSE
MSCI,MSCI Inc. Class A,561.74,6.7%,526.70,460.81,310.46,,1.46%,—,2.2%,1.8,BUYING,$+1.4M,3,3,✅ 3/4,↑1 ↓0,$40.89B,Commercial Services,NYSE
AVB,"AvalonBay Communities, Inc.",190.65,4.8%,181.84,171.58,153.41,2.31,3.73%,9.7%,2.9%,2.4,NEUTRAL,—,0,0,🔴 0/4,↑0 ↓0,$27.08B,Finance,NYSE
RPM,RPM International Inc.,101.53,3.0%,98.56,88.75,70.23,4.13,2.13%,22.8%,3.7%,4.9,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$12.96B,Process Industries,NYSE
AA,Alcoa Corporation,44.35,4.1%,42.61,35.87,34.17,,0.90%,19.2%,3.2%,1.4,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$11.70B,Non-Energy Minerals,NYSE
WTRG,"Essential Utilities, Inc.",38.92,2.6%,37.92,37.66,32.32,1.60,3.52%,8.3%,1.9%,2.2,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$11.04B,Utilities,NYSE
MTDR,Matador Resources Company,54.08,6.1%,50.99,38.96,32.67,1.20,2.77%,8.9%,11.0%,7.0,BUYING,$+720K,12,0,✅ 4/4,↑0 ↓0,$6.72B,Energy Minerals,NYSE
EXP,Eagle Materials Inc.,205.01,7.4%,190.95,159.55,128.79,4.34,0.49%,28.9%,8.3%,4.1,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$6.33B,Non-Energy Minerals,NYSE
RLI,RLI Corp.,60.20,1.7%,59.18,51.80,39.54,3.08,1.20%,23.2%,8.9%,6.9,BUYING,$+1.1M,7,0,✅ 4/4,↑0 ↓0,$5.53B,Finance,NYSE
BCPC,Balchem Corp,161.12,9.0%,147.85,134.43,108.80,4.03,0.60%,12.7%,2.2%,1.9,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$5.18B,Consumer Non-Durables,NASDAQ
FFIN,First Financial Bankshares Inc,34.78,5.1%,33.09,32.79,26.45,2.50,2.53%,14.4%,8.1%,7.3,BUYING,$+912K,14,0,🟡 2/4,↑1 ↓0,$4.98B,Finance,NASDAQ
HRI,"Herc Holdings, Inc.",147.94,8.4%,136.49,108.62,83.92,2.60,1.89%,-0.3%,7.4%,2.9,BUYING,$+427K,1,0,✅ 3/4,↑1 ↓0,$4.94B,Finance,NYSE
SLGN,Silgan Holdings Inc.,45.62,2.6%,44.44,40.19,33.39,2.08,1.84%,12.9%,10.1%,9.4,NEUTRAL,—,0,0,🟡 2/4,↑1 ↓0,$4.82B,Process Industries,NYSE
GPI,"Group 1 Automotive, Inc.",311.62,6.9%,291.52,229.79,163.96,1.31,0.71%,11.1%,11.9%,4.5,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$3.71B,Retail Trade,NYSE
LOPE,"Grand Canyon Education, Inc.",138.37,3.9%,133.20,119.92,98.02,5.31,—,29.8%,6.5%,4.1,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.67B,Commercial Services,NASDAQ
MGEE,"MGE Energy, Inc.",80.80,6.0%,76.23,71.76,60.92,2.20,2.35%,10.9%,6.3%,5.0,BUYING,$+29K,1,0,🟡 2/4,↑0 ↓0,$3.05B,Utilities,NASDAQ
CXT,"Crane NXT, Co.",51.11,7.3%,47.63,39.89,32.28,2.37,1.41%,11.1%,20.0%,6.0,BUYING,$+1.2M,6,1,✅ 4/4,—,$2.94B,Producer Manufacturing,NYSE
