Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",79.00,87.29,9.5%,230.83,56.52,51.50,230.83,65.8%,1.04,2.53%,7.7%,—,—,—,—,0,0,—,—,$41.89B,Finance,NYSE
PCG,PG&E Corporation,17.44,19.16,9.0%,27.04,14.26,27.87,27.04,35.5%,1.21,1.15%,9.2%,—,—,—,—,0,0,—,—,$38.41B,Utilities,NYSE
FISV,"Fiserv, Inc.",49.54,168.01,70.5%,52.45,115.53,91.62,52.45,5.6%,1.01,—,12.3%,—,—,—,—,0,0,—,—,$26.42B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",40.58,82.62,50.9%,48.20,84.92,77.75,48.20,15.8%,1.31,4.34%,17.2%,—,—,—,—,0,0,—,—,$20.97B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.31,17.53,7.0%,18.58,11.40,20.71,18.58,12.2%,1.30,2.94%,-2.0%,—,—,—,—,0,0,—,—,$19.14B,Health Technology,NASDAQ
CDE,"Coeur Mining, Inc.",16.00,27.77,42.4%,17.71,7.44,7.16,17.71,9.6%,1.59,0.25%,12.1%,5.4%,1.1,SELLING,$-715K,1,1,🟡 2/4,↑0 ↓0,$16.49B,Non-Energy Minerals,NYSE
APA,APA Corporation,34.53,45.66,24.4%,42.52,24.84,31.58,42.52,18.8%,1.89,2.90%,25.8%,—,—,—,—,0,0,—,—,$12.21B,Energy Minerals,NASDAQ
CSGP,"CoStar Group, Inc.",27.68,97.43,71.6%,29.28,71.11,52.91,29.28,5.5%,1.42,—,0.3%,—,—,—,—,0,0,—,—,$11.30B,Technology Services,NASDAQ
BAX,Baxter International Inc.,21.80,29.35,25.7%,33.67,50.04,48.02,33.67,35.3%,1.86,0.18%,-14.9%,11.8%,5.5,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$11.26B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,30.39,31.42,3.3%,31.32,40.69,40.05,31.32,3.0%,0.87,3.50%,7.4%,—,—,—,—,0,0,—,—,$10.23B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",47.50,88.24,46.2%,65.99,109.09,95.01,65.99,28.0%,0.52,6.06%,-6.4%,—,—,—,—,0,0,—,—,$8.28B,Finance,NYSE
TAP,Molson Coors Beverage Company Class B,38.86,54.82,29.1%,39.42,45.69,52.46,39.42,1.4%,0.69,4.94%,-18.2%,—,—,—,—,0,0,—,—,$7.34B,Consumer Non-Durables,NYSE
MOS,Mosaic Company,22.94,37.53,38.9%,28.60,28.55,27.66,28.60,19.8%,0.62,3.84%,0.4%,—,—,—,—,0,0,—,—,$7.29B,Process Industries,NYSE
NOV,NOV Inc.,19.30,21.55,10.4%,27.24,15.61,24.16,27.24,29.2%,1.12,1.87%,1.4%,—,—,—,—,0,0,—,—,$6.93B,Industrial Services,NYSE
CAG,"Conagra Brands, Inc.",14.15,20.32,30.4%,16.82,24.15,23.49,16.82,15.9%,0.83,9.89%,-0.5%,—,—,—,—,0,0,—,—,$6.77B,Consumer Non-Durables,NYSE
MHK,"Mohawk Industries, Inc.",109.92,143.13,23.2%,111.47,123.81,150.61,111.47,1.4%,0.80,—,5.1%,13.1%,5.5,SELLING,$-7.8M,0,12,✅ 4/4,↑0 ↓0,$6.70B,Producer Manufacturing,NYSE
CPB,Campbell's Company,22.10,34.17,35.3%,26.94,36.09,35.39,26.94,18.0%,1.64,7.06%,15.4%,—,—,—,—,0,0,—,—,$6.59B,Consumer Non-Durables,NASDAQ
FLG,"Flagstar Bank, National Association",14.96,15.37,2.6%,20.92,21.29,23.58,20.92,28.5%,0.82,0.27%,-0.7%,0.0%,0.0,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$6.24B,Finance,NYSE
RIG,Transocean Ltd.,5.31,7.66,30.7%,30.17,4.36,8.30,30.17,82.4%,0.72,—,-30.1%,—,—,—,—,0,0,—,—,$5.93B,Industrial Services,NYSE
TFX,Teleflex Incorporated,130.16,139.67,6.8%,134.44,249.41,220.35,134.44,3.2%,1.87,1.04%,-8.2%,—,—,—,—,0,0,—,—,$5.76B,Health Technology,NYSE
CLF,Cleveland-Cliffs Inc,9.79,16.70,41.4%,19.23,13.88,11.05,19.23,49.1%,0.96,—,-20.0%,—,—,—,—,0,0,—,—,$5.58B,Non-Energy Minerals,NYSE
MAT,"Mattel, Inc.",13.67,22.48,39.2%,17.70,17.16,18.96,17.70,22.8%,1.89,—,23.6%,—,—,—,—,0,0,—,—,$3.97B,Consumer Durables,NASDAQ
CRK,"Comstock Resources, Inc.",12.98,28.10,53.8%,63.62,11.70,14.87,63.62,79.6%,1.38,—,25.4%,28.9%,8.4,SELLING,$-1.0M,0,1,✅ 3/4,↑0 ↓0,$3.81B,Energy Minerals,NYSE
PTEN,"Patterson-UTI Energy, Inc.",9.86,13.08,24.6%,13.15,8.38,11.56,13.15,25.0%,1.18,4.06%,-3.6%,—,—,—,—,0,0,—,—,$3.74B,Energy Minerals,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,32.98,35.55,7.2%,34.31,26.14,22.76,34.31,3.9%,1.19,2.30%,5.4%,—,—,—,—,0,0,—,—,$3.21B,Finance,NASDAQ
HOG,"Harley-Davidson, Inc.",25.08,31.25,19.7%,32.34,30.04,34.23,32.34,22.4%,0.86,2.99%,7.4%,—,—,—,—,0,0,—,—,$2.64B,Consumer Durables,NYSE
XRAY,"DENTSPLY SIRONA, Inc.",12.70,17.09,25.7%,32.26,32.73,38.27,32.26,60.6%,1.93,—,-37.7%,—,—,—,—,0,0,—,—,$2.54B,Health Technology,NASDAQ
WHR,Whirlpool Corporation,38.65,101.08,61.8%,76.54,108.84,108.81,76.54,49.5%,0.66,—,5.2%,—,—,—,—,0,0,—,—,$2.51B,Consumer Durables,NYSE
HE,"Hawaiian Electric Industries, Inc.",13.52,17.38,22.2%,19.10,25.94,25.70,19.10,29.2%,1.43,—,8.2%,—,—,—,—,0,0,—,—,$2.33B,Utilities,NYSE
NWL,Newell Brands Inc,5.02,6.63,24.3%,13.92,10.68,16.03,13.92,63.9%,0.91,5.58%,-11.2%,—,—,—,—,0,0,—,—,$2.13B,Producer Manufacturing,NASDAQ
NEOG,Neogen Corp,9.67,11.43,15.4%,14.69,23.52,23.81,14.69,34.2%,1.00,—,-25.6%,—,—,—,—,0,0,—,—,$2.10B,Health Technology,NASDAQ
