Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",79.90,87.29,8.5%,230.84,56.55,51.52,230.84,65.4%,1.05,2.50%,7.7%,—,—,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$42.36B,Finance,NYSE
PCG,PG&E Corporation,17.37,19.16,9.3%,27.04,14.26,27.87,27.04,35.8%,1.21,1.15%,9.2%,0.0%,—,SELLING,$-4.9M,0,9,🟡 2/4,↑1 ↓0,$38.25B,Utilities,NYSE
FISV,"Fiserv, Inc.",51.18,168.01,69.5%,52.47,115.58,91.65,52.47,2.5%,1.04,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑2 ↓0,$27.29B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",41.93,82.62,49.2%,48.21,84.96,77.78,48.21,13.0%,1.36,4.20%,17.2%,4.3%,2.9,BUYING,$+1.1M,2,0,🟡 2/4,↑1 ↓0,$21.67B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.39,17.53,6.5%,18.58,11.40,20.71,18.58,11.8%,1.30,2.93%,-2.0%,4.1%,4.8,—,—,0,0,✅ 4/4,↑0 ↓0,$19.24B,Health Technology,NASDAQ
CDE,"Coeur Mining, Inc.",15.59,27.77,43.9%,17.70,7.43,7.15,17.70,11.9%,1.55,0.26%,12.1%,5.4%,1.1,SELLING,$-715K,1,1,🟡 2/4,↑0 ↓0,$16.07B,Non-Energy Minerals,NYSE
APA,APA Corporation,34.67,45.66,24.1%,42.52,24.84,31.58,42.52,18.5%,1.90,2.88%,25.8%,11.7%,5.5,SELLING,$-833K,0,1,✅ 4/4,↑0 ↓0,$12.25B,Energy Minerals,NASDAQ
CSGP,"CoStar Group, Inc.",28.77,97.43,70.5%,29.29,71.14,52.93,29.29,1.8%,1.48,—,0.3%,3.8%,2.0,BUYING,$+6.0M,5,0,✅ 4/4,↑1 ↓0,$11.75B,Technology Services,NASDAQ
BAX,Baxter International Inc.,22.57,29.35,23.1%,33.68,50.07,48.03,33.68,33.0%,1.93,0.18%,-14.9%,11.8%,5.5,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$11.66B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,30.67,31.42,2.4%,31.33,40.70,40.05,31.33,2.1%,0.88,3.47%,7.4%,18.1%,5.6,SELLING,$-740K,0,2,🔴 1/4,↑0 ↓0,$10.32B,Consumer Services,NASDAQ
