Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",78.16,87.29,10.5%,230.83,56.49,51.49,230.83,66.1%,1.03,2.56%,7.7%,2.1%,2.0,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$41.44B,Finance,NYSE
PCG,PG&E Corporation,17.54,19.16,8.4%,27.04,14.26,27.87,27.04,35.1%,1.20,1.14%,9.7%,0.0%,—,SELLING,$-4.9M,0,9,✅ 3/4,↑0 ↓0,$38.63B,Utilities,NYSE
FISV,"Fiserv, Inc.",49.97,144.05,65.3%,52.46,115.54,91.63,52.46,4.7%,1.02,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑1 ↓0,$26.65B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",40.04,82.62,51.5%,48.19,84.90,77.74,48.19,16.9%,1.30,4.40%,17.2%,4.3%,2.9,BUYING,$+1.1M,3,0,🟡 2/4,↑1 ↓0,$20.70B,Technology Services,NYSE
VTRS,"Viatris, Inc.",17.28,17.68,2.2%,18.59,11.43,20.73,18.59,7.0%,1.37,2.78%,-2.0%,4.1%,4.8,—,—,0,0,✅ 4/4,↑0 ↓0,$20.28B,Health Technology,NASDAQ
CDE,"Coeur Mining, Inc.",15.24,27.77,45.1%,17.70,7.41,7.15,17.70,13.9%,1.51,0.26%,12.1%,5.4%,1.1,SELLING,$-715K,1,1,🟡 2/4,↑0 ↓0,$15.71B,Non-Energy Minerals,NYSE
APA,APA Corporation,36.42,45.66,20.2%,42.24,24.74,31.40,42.24,13.8%,1.99,2.75%,25.8%,11.7%,5.5,SELLING,$-833K,0,1,✅ 4/4,↑0 ↓0,$12.87B,Energy Minerals,NASDAQ
BAX,Baxter International Inc.,21.67,29.35,26.2%,33.67,50.04,48.02,33.67,35.6%,1.85,0.18%,-14.9%,11.8%,5.5,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$11.19B,Health Technology,NYSE
CSGP,"CoStar Group, Inc.",27.14,97.43,72.1%,29.27,71.09,52.90,29.27,7.3%,1.40,—,0.3%,3.8%,2.0,BUYING,$+6.0M,5,0,✅ 4/4,↑1 ↓0,$11.08B,Technology Services,NASDAQ
SIRI,SiriusXM Holdings Inc.,29.87,31.42,4.9%,31.32,40.68,40.04,31.32,4.6%,0.86,3.56%,7.4%,18.1%,5.6,SELLING,$-740K,0,2,🔴 1/4,↑0 ↓0,$10.05B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",50.12,88.24,43.2%,66.02,109.18,95.06,66.02,24.1%,0.54,5.75%,-6.4%,6.0%,3.5,BUYING,$+2.2M,5,3,🔴 2/4,↑0 ↓0,$8.73B,Finance,NYSE
NOV,NOV Inc.,20.13,21.55,6.6%,27.25,15.63,24.18,27.25,26.1%,1.17,1.79%,1.4%,16.1%,6.9,—,—,0,0,🔴 0/4,↑0 ↓0,$7.22B,Industrial Services,NYSE
MOS,Mosaic Company,22.28,37.34,40.3%,28.60,28.52,27.65,28.60,22.1%,0.60,3.95%,0.4%,12.4%,2.9,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$7.08B,Process Industries,NYSE
CAG,"Conagra Brands, Inc.",14.37,20.32,29.3%,16.82,24.15,23.50,16.82,14.6%,1.08,4.87%,-25.1%,15.1%,2.4,BUYING,$+761K,2,0,✅ 3/4,↑0 ↓0,$6.88B,Consumer Non-Durables,NYSE
MHK,"Mohawk Industries, Inc.",110.01,143.13,23.1%,111.47,123.81,150.62,111.47,1.3%,0.80,—,5.1%,13.1%,5.5,SELLING,$-7.8M,0,12,✅ 4/4,↑0 ↓0,$6.71B,Producer Manufacturing,NYSE
