Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
KKR,KKR & Co Inc,95.31,10.0%,86.65,68.51,47.67,3.03,0.83%,10.2%,1.9%,2.5,BUYING,$+50.9M,8,0,✅ 3/4,↑0 ↓0,$85.58B,Finance,NYSE
CNI,Canadian National Railway Company,114.91,6.5%,107.88,100.64,83.94,4.53,2.34%,21.8%,—,1.5,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$70.26B,Transportation,NYSE
WCN,"Waste Connections, Inc.",155.74,2.1%,152.56,133.74,99.69,4.90,0.90%,12.8%,0.9%,1.3,BUYING,$+5.5M,1,6,✅ 4/4,↑1 ↓0,$39.57B,Industrial Services,NYSE
WAT,Waters Corporation,338.97,4.2%,325.25,298.06,240.26,2.18,—,5.2%,3.5%,3.8,BUYING,$+451K,2,0,✅ 3/4,↑0 ↓0,$33.28B,Health Technology,NYSE
WTW,Willis Towers Watson Public Limited Company,256.36,0.7%,254.57,231.94,184.55,3.03,1.49%,20.7%,2.6%,3.2,BUYING,$+1.2M,4,1,✅ 4/4,↑0 ↓0,$24.21B,Finance,NASDAQ
WSO,"Watsco, Inc.",375.57,6.2%,353.73,294.86,217.48,4.98,3.52%,17.0%,0.0%,—,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$15.31B,Producer Manufacturing,NYSE
UDR,"UDR, Inc.",38.21,1.8%,37.52,36.43,31.76,3.84,4.58%,14.8%,6.5%,4.4,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$12.42B,Finance,NYSE
STN,Stantec Inc,76.56,5.1%,72.82,58.61,44.62,3.60,0.93%,15.3%,—,4.5,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$8.73B,Industrial Services,NYSE
CAE,CAE Inc.,24.04,0.6%,23.89,23.60,19.77,2.03,—,6.1%,—,4.1,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$7.74B,Commercial Services,NYSE
MTDR,Matador Resources Company,55.82,9.6%,50.91,38.90,32.64,1.24,2.65%,8.9%,7.5%,5.1,BUYING,$+38K,2,0,—,↑1 ↓0,$6.93B,Energy Minerals,NYSE
MIDD,Middleby Corporation,149.86,2.5%,146.17,138.99,127.90,2.94,—,-7.7%,6.5%,4.5,BUYING,$+15.1M,2,0,✅ 4/4,↑0 ↓0,$6.78B,Producer Manufacturing,NASDAQ
EXP,Eagle Materials Inc.,203.65,6.4%,191.43,159.05,128.01,4.31,0.50%,28.9%,7.6%,5.0,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$6.30B,Non-Energy Minerals,NYSE
SON,Sonoco Products Company,49.66,3.1%,48.18,47.34,42.15,1.38,4.38%,20.2%,7.8%,4.2,BUYING,$+650K,2,2,🟡 1/4,↑1 ↓0,$4.91B,Process Industries,NYSE
ATS,ATS Corporation,34.00,0.2%,33.94,28.08,21.39,2.54,—,1.1%,—,15.8,NEUTRAL,—,0,0,🟡 2/4,—,$3.33B,Producer Manufacturing,NYSE
MGEE,"MGE Energy, Inc.",75.91,0.5%,75.51,71.14,60.12,2.07,2.50%,10.9%,1.8%,2.6,BUYING,$+50K,2,0,🟡 2/4,↑0 ↓0,$2.79B,Utilities,NASDAQ
HTO,H2O America,58.17,3.6%,56.16,56.12,47.86,1.33,3.03%,6.5%,15.4%,7.3,BUYING,$+6.0M,2,0,🟡 2/4,↑3 ↓0,$2.43B,Utilities,NASDAQ
AGYS,"Agilysys, Inc.",79.23,1.0%,78.46,62.70,42.31,6.83,—,13.1%,4.7%,4.0,BUYING,$+78K,2,0,🔴 2/4,↑0 ↓0,$2.23B,Technology Services,NASDAQ
