Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,107.53,119.78,10.2%,109.61,117.82,109.61,69.27,1.9%,1.69,—,7.8%,1.1%,1.7,SELLING,$-1.1M,0,2,✅ 4/4,↑1 ↓0,$185.68B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,26.48,32.85,19.4%,30.31,33.94,30.31,19.08,12.7%,1.05,—,12.0%,2.4%,2.4,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$93.95B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,216.11,222.85,3.0%,263.07,232.36,263.07,174.09,17.9%,1.69,—,4.6%,3.9%,4.3,SELLING,$-240K,0,1,✅ 4/4,↑0 ↓0,$31.93B,Health Technology,NASDAQ
CHTR,"Charter Communications, Inc. Class A",146.02,285.82,48.9%,351.78,415.81,351.78,,58.5%,1.03,—,29.7%,51.6%,8.1,SELLING,$-9.0M,4,1,🔴 2/4,↑1 ↓0,$25.57B,Consumer Services,NASDAQ
GPN,Global Payments Inc.,90.60,95.88,5.5%,102.97,122.17,102.97,60.44,12.0%,1.04,—,2.2%,6.7%,4.4,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$23.97B,Finance,NYSE
BCE,BCE Inc.,23.67,26.52,10.7%,28.03,30.04,28.03,19.98,15.5%,1.52,—,30.6%,—,7.5,—,—,0,0,✅ 3/4,↑0 ↓0,$22.07B,Communications,NYSE
IFF,International Flavors & Fragrances Inc.,86.39,89.31,3.3%,96.15,93.84,96.15,64.17,10.2%,1.58,—,1.8%,8.3%,8.9,BUYING,$+31.0M,3,3,🔴 2/4,↑1 ↓0,$22.04B,Consumer Non-Durables,NYSE
STLA,Stellantis N.V.,5.34,12.22,56.3%,9.59,11.64,9.59,,44.3%,0.24,—,—,4.5%,6.3,—,—,0,0,🟡 1/2,↑0 ↓0,$20.12B,Consumer Durables,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",100.01,106.88,6.4%,109.85,115.09,109.85,82.21,9.0%,1.51,—,6.4%,6.1%,3.3,SELLING,$-664K,0,2,✅ 4/4,↑1 ↓0,$19.08B,Health Technology,NYSE
FLUT,Flutter Entertainment Plc,96.82,299.11,67.6%,137.42,165.07,137.42,,29.5%,1.92,—,-8.0%,8.8%,3.6,SELLING,$-1.6M,7,16,✅ 3/4,↑3 ↓0,$16.80B,Consumer Services,NYSE
