Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,105.31,119.05,11.5%,109.55,117.73,109.55,69.24,3.9%,1.66,—,7.8%,1.1%,1.7,SELLING,$-1.5M,0,3,✅ 4/4,↑1 ↓0,$181.84B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,26.49,32.85,19.4%,30.30,33.92,30.30,19.07,12.6%,1.05,—,12.0%,2.4%,2.4,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$94.00B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,220.83,225.80,2.2%,263.14,232.48,263.14,174.12,16.1%,1.73,—,4.6%,3.9%,4.3,SELLING,$-240K,0,1,✅ 4/4,↑0 ↓0,$32.63B,Health Technology,NASDAQ
CTSH,Cognizant Technology Solutions Corporation Class A,62.31,87.03,28.4%,62.35,66.12,62.35,39.87,0.1%,1.95,—,14.9%,7.9%,3.7,SELLING,$-817K,1,10,✅ 3/4,↑0 ↓0,$28.07B,Technology Services,NASDAQ
CHTR,"Charter Communications, Inc. Class A",151.99,285.82,46.8%,351.89,416.01,351.89,,56.8%,1.07,—,29.7%,51.6%,8.1,SELLING,$-9.0M,4,1,🔴 2/4,↑1 ↓0,$26.62B,Consumer Services,NASDAQ
GPN,Global Payments Inc.,92.54,95.88,3.5%,102.99,122.21,102.99,60.46,10.2%,1.06,—,2.2%,6.7%,4.4,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$24.49B,Finance,NYSE
BCE,BCE Inc.,23.67,26.52,10.7%,28.03,30.04,28.03,19.98,15.6%,1.52,—,30.6%,—,7.5,—,—,0,0,✅ 3/4,↑0 ↓0,$22.07B,Communications,NYSE
IFF,International Flavors & Fragrances Inc.,86.35,89.31,3.3%,96.12,93.79,96.12,64.16,10.2%,1.58,—,1.8%,8.3%,8.9,BUYING,$+31.0M,3,3,🔴 2/4,↑0 ↓0,$22.03B,Consumer Non-Durables,NYSE
STLA,Stellantis N.V.,5.56,12.22,54.5%,9.59,11.65,9.59,,42.0%,0.25,—,—,4.5%,6.3,—,—,0,0,🟡 1/2,↑0 ↓0,$20.93B,Consumer Durables,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",98.07,106.88,8.2%,109.80,115.01,109.80,82.19,10.7%,1.48,—,6.4%,6.1%,3.3,SELLING,$-664K,0,2,✅ 4/4,↑1 ↓0,$18.71B,Health Technology,NYSE
TSN,"Tyson Foods, Inc. Class A",51.42,69.48,26.0%,53.81,58.91,53.81,33.16,4.4%,0.98,—,3.2%,2.7%,2.4,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$17.73B,Consumer Non-Durables,NYSE
FLUT,Flutter Entertainment Plc,100.11,296.31,66.2%,137.47,165.16,137.47,,27.2%,1.98,—,-8.0%,8.8%,3.6,SELLING,$-189K,7,18,✅ 3/4,↑4 ↓0,$17.37B,Consumer Services,NYSE
WY,Weyerhaeuser Company,23.02,27.75,17.0%,24.52,26.42,24.52,18.16,6.1%,1.75,—,5.0%,4.0%,4.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$16.59B,Finance,NYSE
