Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,101.43,124.69,18.7%,109.43,118.99,109.43,68.64,7.3%,1.63,1.48%,10.5%,1.5%,2.9,SELLING,$-460K,1,2,✅ 4/4,↑0 ↓0,$176.13B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,23.29,34.34,32.2%,30.29,34.20,30.29,19.01,23.1%,0.94,5.58%,21.5%,2.7%,2.6,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$83.18B,Consumer Services,NASDAQ
BDX,"Becton, Dickinson and Company",144.34,187.35,23.0%,149.34,169.47,149.34,93.71,3.4%,1.65,2.89%,5.7%,3.0%,2.1,SELLING,$-1.2M,0,10,✅ 4/4,↑0 ↓0,$39.77B,Health Technology,NYSE
ROP,"Roper Technologies, Inc.",337.24,575.77,41.4%,343.29,438.32,343.29,197.81,1.8%,1.84,1.08%,9.0%,4.8%,3.7,BUYING,$+502K,1,0,✅ 4/4,↑0 ↓0,$34.03B,Technology Services,NASDAQ
BIIB,Biogen Inc.,198.44,205.97,3.7%,264.76,231.83,264.76,172.44,25.1%,1.57,—,7.7%,3.6%,4.0,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$29.30B,Health Technology,NASDAQ
STLA,Stellantis N.V.,6.75,12.22,44.8%,9.44,11.53,9.44,,28.5%,0.28,—,—,2.9%,4.3,—,—,0,0,🟡 1/1,—,$25.40B,Consumer Durables,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,50.47,87.03,42.0%,61.85,65.53,61.85,39.26,18.4%,1.59,2.59%,14.9%,12.7%,6.9,SELLING,$-1.8M,1,13,✅ 4/4,↑2 ↓0,$23.91B,Technology Services,NASDAQ
BCE,BCE Inc.,23.52,26.52,11.3%,27.62,29.74,27.62,19.54,14.9%,1.52,5.23%,31.7%,—,7.0,—,—,0,0,✅ 3/4,—,$21.93B,Communications,NYSE
IFF,International Flavors & Fragrances Inc.,77.81,84.45,7.9%,95.67,94.25,95.67,63.36,18.7%,1.41,2.06%,6.1%,6.9%,5.8,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$19.87B,Consumer Non-Durables,NYSE
CHTR,"Charter Communications, Inc. Class A",138.38,422.29,67.2%,351.21,422.33,351.21,,60.6%,1.04,—,30.2%,44.3%,6.3,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$19.16B,Consumer Services,NASDAQ
TU,TELUS Corporation,11.79,16.73,29.6%,12.99,14.68,12.99,8.66,9.2%,1.64,9.22%,6.0%,—,14.3,NEUTRAL,—,0,0,🔴 1/4,—,$18.55B,Communications,NYSE
GIS,"General Mills, Inc.",34.10,54.18,37.1%,46.76,52.58,46.76,31.98,27.1%,1.95,7.09%,23.7%,11.8%,4.9,SELLING,$-958K,0,2,✅ 3/4,↑1 ↓0,$18.20B,Consumer Non-Durables,NYSE
