Ticker,Company,Price,52W High,% Off 52W High,30Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
BDX,"Becton, Dickinson and Company",154.88,187.35,17.3%,171.32,171.32,150.42,94.58,9.6%,1.77,2.71%,5.7%,4.6%,3.9,SELLING,$-980K,0,10,✅ 4/4,↑0 ↓0,$42.68B,Health Technology,NYSE
ROP,"Roper Technologies, Inc.",348.51,566.24,38.5%,435.55,435.55,341.73,197.50,20.0%,1.90,1.04%,9.0%,6.6%,4.3,BUYING,$+502K,1,0,✅ 4/4,↑1 ↓0,$35.17B,Technology Services,NASDAQ
MSTR,Strategy Inc Class A,97.47,456.00,78.6%,97.78,97.78,65.08,36.41,0.3%,0.92,—,-30.8%,12.7%,1.5,SELLING,$-28.3M,0,31,🔴 1/4,↑1 ↓0,$34.16B,Technology Services,NASDAQ
LEN,Lennar Corporation Class A,85.29,144.24,40.9%,92.74,92.74,72.36,48.62,8.0%,0.95,2.34%,7.2%,0.3%,0.2,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$20.49B,Consumer Durables,NYSE
AMCR,Amcor PLC,43.40,50.94,14.8%,44.11,44.11,40.32,,1.6%,1.72,5.99%,8.7%,6.7%,8.2,—,—,0,0,🟡 2/4,↑0 ↓0,$20.07B,Process Industries,NYSE
TSN,"Tyson Foods, Inc. Class A",57.47,69.48,17.3%,58.89,58.89,53.59,32.97,2.4%,1.10,3.55%,2.5%,3.7%,2.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$19.83B,Consumer Non-Durables,NYSE
ALB,Albemarle Corporation,124.74,221.00,43.6%,134.78,134.78,109.65,68.58,7.4%,1.93,1.30%,-2.3%,0.1%,0.0,SELLING,$-7.4M,0,4,✅ 3/4,↑0 ↓0,$14.71B,Process Industries,NYSE
ICLR,ICON Plc,172.08,211.00,18.4%,206.89,206.89,158.87,89.08,16.8%,1.42,—,1.9%,4.4%,2.5,—,—,0,0,✅ 3/4,↑0 ↓0,$13.18B,Commercial Services,NASDAQ
CNH,CNH Industrial NV,10.57,13.47,21.6%,10.78,10.78,9.28,,1.9%,1.69,0.95%,4.9%,8.9%,6.7,SELLING,$-490K,0,1,🟡 2/4,↑1 ↓0,$13.11B,Producer Manufacturing,NYSE
RVTY,"Revvity, Inc.",111.35,118.30,5.9%,118.10,118.10,94.95,57.74,5.7%,1.73,0.25%,3.2%,10.3%,4.9,SELLING,$-4.7M,0,6,✅ 4/4,↑0 ↓0,$12.42B,Health Technology,NYSE
REXR,"Rexford Industrial Realty, Inc.",35.09,44.38,20.9%,42.69,42.69,32.69,,17.8%,0.98,4.96%,2.7%,6.4%,3.9,SELLING,$-1.5M,3,2,✅ 3/4,↑1 ↓0,$7.92B,Finance,NYSE
RYN,Rayonier Inc.,21.81,27.34,20.2%,23.39,23.39,21.24,15.66,6.8%,1.23,4.77%,12.9%,4.0%,4.4,SELLING,$-3.7M,0,2,✅ 4/4,↑0 ↓0,$6.60B,Finance,NYSE
ICL,ICL Group Ltd.,5.10,7.08,28.0%,5.28,5.28,4.62,,3.5%,1.09,3.68%,4.4%,0.4%,2.0,—,—,0,0,🟡 0/4,↑0 ↓0,$6.58B,Process Industries,NYSE
PPLI,People Incorporated,45.81,48.32,5.2%,56.20,56.20,40.97,23.06,18.5%,0.75,—,2.4%,15.4%,7.3,SELLING,$-279K,0,1,🔴 0/4,↑0 ↓0,$3.41B,Technology Services,NASDAQ
AVNT,Avient Corporation,35.86,44.85,20.0%,35.94,35.94,33.33,20.64,0.2%,1.37,3.07%,6.7%,5.9%,4.0,—,—,0,0,✅ 4/4,↑1 ↓0,$3.29B,Process Industries,NYSE
ASH,Ashland Inc.,68.27,68.65,0.6%,74.10,74.10,65.76,42.46,7.9%,1.68,2.46%,-31.0%,14.1%,4.5,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$3.13B,Consumer Non-Durables,NYSE
FUL,H.B. Fuller Company,57.00,68.63,16.9%,59.16,59.16,51.95,35.05,3.6%,1.47,1.72%,9.4%,5.8%,2.6,BUYING,$+295K,1,0,✅ 4/4,↑0 ↓0,$3.07B,Process Industries,NYSE
FSK,FS KKR Capital Corp.,10.89,22.68,52.0%,11.26,11.26,10.51,,3.3%,0.58,15.43%,-9.3%,5.2%,5.1,BUYING,$+75K,2,0,🔴 0/4,↑0 ↓0,$3.05B,Miscellaneous,NYSE
KWR,Quaker Houghton,151.99,183.00,16.9%,167.53,167.53,144.79,84.05,9.3%,1.92,1.34%,0.3%,16.1%,10.5,SELLING,$-107K,0,1,🔴 1/4,↑1 ↓0,$2.64B,Process Industries,NYSE
CBZ,"CBIZ, Inc.",40.31,77.91,48.3%,44.74,44.74,32.33,19.23,9.9%,1.16,—,8.1%,8.5%,4.7,SELLING,$-116K,2,1,✅ 3/4,↑1 ↓0,$2.16B,Commercial Services,NYSE
IOSP,Innospec Inc.,83.02,92.14,9.9%,88.88,88.88,73.20,43.89,6.6%,1.53,2.16%,8.8%,2.8%,2.2,SELLING,$-902K,0,13,✅ 4/4,—,$2.04B,Process Industries,NASDAQ
