Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,103.83,117.09,11.3%,109.52,117.68,109.52,69.22,5.2%,1.63,—,7.8%,1.2%,2.2,SELLING,$-1.5M,0,3,✅ 4/4,↑1 ↓0,$179.29B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,22.68,32.85,31.0%,30.23,33.80,30.23,19.04,25.0%,0.90,—,12.0%,2.6%,3.6,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$80.50B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,224.75,229.19,1.9%,263.22,232.61,263.22,174.16,14.6%,1.76,—,4.6%,—,—,—,—,0,0,—,—,$33.21B,Health Technology,NASDAQ
CTSH,Cognizant Technology Solutions Corporation Class A,58.92,87.03,32.3%,62.29,66.02,62.29,39.84,5.4%,1.84,—,14.9%,7.9%,4.5,SELLING,$-818K,1,10,✅ 3/4,↑0 ↓0,$26.54B,Technology Services,NASDAQ
GPN,Global Payments Inc.,84.46,95.88,11.9%,102.55,121.61,102.55,60.21,17.6%,0.97,—,2.2%,7.3%,5.2,NEUTRAL,—,0,0,✅ 4/4,↑2 ↓0,$22.35B,Finance,NYSE
IFF,International Flavors & Fragrances Inc.,85.60,89.31,4.2%,95.66,93.34,95.66,63.85,10.5%,1.56,—,1.8%,8.7%,10.3,BUYING,$+19.0M,1,3,🔴 2/4,↑1 ↓0,$21.84B,Consumer Non-Durables,NYSE
CHTR,"Charter Communications, Inc. Class A",118.52,285.82,58.5%,351.21,414.87,351.21,,66.3%,0.83,—,29.7%,33.6%,5.8,SELLING,$-9.0M,4,1,🔴 2/4,↑0 ↓0,$20.75B,Consumer Services,NASDAQ
BCE,BCE Inc.,21.73,26.52,18.1%,27.62,29.59,27.62,19.69,21.3%,1.39,—,30.6%,—,9.7,—,—,0,0,✅ 3/4,↑0 ↓0,$20.26B,Communications,NYSE
RCI,Rogers Communications Inc. Class B,33.21,41.14,19.3%,34.46,36.77,34.46,24.75,3.6%,1.54,—,44.4%,—,—,—,—,0,0,—,—,$18.03B,Communications,NYSE
STLA,Stellantis N.V.,4.74,12.22,61.3%,9.58,11.62,9.58,,50.6%,0.21,—,—,4.9%,6.7,—,—,0,0,🟡 1/2,↑0 ↓0,$17.82B,Consumer Durables,NYSE
TSN,"Tyson Foods, Inc. Class A",51.52,69.48,25.9%,53.80,58.91,53.80,33.16,4.2%,0.98,—,3.2%,3.1%,2.9,BUYING,$+1.0M,1,0,✅ 3/4,↑0 ↓0,$17.76B,Consumer Non-Durables,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",90.80,106.88,15.0%,109.66,114.78,109.66,82.12,17.2%,1.37,—,6.4%,6.1%,4.1,SELLING,$-1.2M,0,3,✅ 4/4,↑1 ↓0,$17.32B,Health Technology,NYSE
WY,Weyerhaeuser Company,21.34,27.75,23.1%,24.49,26.36,24.49,18.15,12.9%,1.63,—,5.0%,4.6%,5.2,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$15.38B,Finance,NYSE
FLUT,Flutter Entertainment Plc,86.43,284.87,69.7%,137.21,164.72,137.21,,37.0%,1.71,—,-8.0%,7.4%,2.9,SELLING,$-189K,7,18,✅ 3/4,↑2 ↓0,$15.00B,Consumer Services,NYSE
GIB,CGI Inc. Class A,69.34,95.20,27.2%,70.97,86.19,70.97,41.92,2.3%,1.99,—,17.0%,—,14.9,NEUTRAL,—,0,0,✅ 4/4,—,$14.20B,Technology Services,NYSE
SWK,"Stanley Black & Decker, Inc.",91.40,104.68,12.7%,97.86,100.43,97.86,65.82,6.6%,1.54,—,6.9%,5.3%,4.0,SELLING,$-105K,0,1,✅ 4/4,↑0 ↓0,$13.80B,Consumer Durables,NYSE
ALB,Albemarle Corporation,113.15,221.00,48.8%,115.08,143.66,115.08,71.89,1.7%,1.66,—,2.2%,—,—,—,—,0,0,—,—,$13.35B,Process Industries,NYSE
MKC,"McCormick & Company, Incorporated",48.72,72.41,32.7%,59.99,71.93,59.99,37.16,18.8%,1.87,—,25.7%,—,—,BUYING,$+161K,2,0,✅ 3/4,↑0 ↓0,$13.11B,Consumer Non-Durables,NYSE
QXO,"QXO, Inc.",12.57,27.61,54.5%,23.66,28.54,23.66,,46.8%,0.98,—,-4.6%,11.5%,6.5,NEUTRAL,—,0,0,🟡 0/4,↑1 ↓0,$13.05B,Distribution Services,NYSE
BMRN,BioMarin Pharmaceutical Inc.,62.23,70.98,12.3%,84.21,79.06,84.21,53.76,26.1%,1.91,—,1.2%,5.1%,4.4,SELLING,$-1.3M,0,2,🔴 1/4,↑1 ↓0,$12.05B,Health Technology,NASDAQ
