Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",76.53,87.29,12.3%,236.72,56.54,51.52,236.72,67.7%,1.01,2.61%,7.7%,2.1%,2.2,BUYING,$+3K,2,0,✅ 4/4,↑0 ↓0,$40.58B,Finance,NYSE
PCG,PG&E Corporation,16.77,19.16,12.5%,26.74,14.39,27.83,26.74,37.3%,1.17,1.19%,9.2%,0.0%,—,SELLING,$-4.9M,0,9,🟡 2/4,↑1 ↓0,$36.93B,Utilities,NYSE
FISV,"Fiserv, Inc.",47.30,175.92,73.1%,52.91,117.55,92.69,52.91,10.6%,0.96,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑2 ↓0,$25.22B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",38.03,82.74,54.0%,47.91,84.48,77.39,47.91,20.6%,1.23,4.63%,17.2%,3.9%,2.3,BUYING,$+1.1M,3,0,🟡 2/4,↑0 ↓0,$19.66B,Technology Services,NYSE
VTRS,"Viatris, Inc.",15.75,17.53,10.2%,18.73,11.48,21.08,18.73,15.9%,1.25,3.05%,-2.0%,3.5%,3.1,—,—,0,0,✅ 4/4,↑0 ↓0,$18.34B,Health Technology,NASDAQ
CDE,"Coeur Mining, Inc.",16.32,27.77,41.2%,17.78,7.52,7.19,17.78,8.2%,1.62,0.25%,12.1%,3.9%,1.8,SELLING,$-715K,1,1,🟡 2/4,↑0 ↓0,$16.88B,Non-Energy Minerals,NYSE
APA,APA Corporation,34.22,45.66,25.1%,42.02,25.04,31.37,42.02,18.6%,1.87,2.92%,25.8%,10.3%,4.2,SELLING,$-833K,0,1,✅ 4/4,↑0 ↓0,$12.10B,Energy Minerals,NASDAQ
BAX,Baxter International Inc.,20.10,31.75,36.7%,33.36,49.97,47.75,33.36,39.8%,1.72,0.20%,-14.9%,13.0%,5.3,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$10.38B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,28.08,30.11,6.7%,31.21,40.37,39.84,31.21,10.0%,0.80,3.79%,7.4%,13.9%,6.0,SELLING,$-740K,0,2,🔴 1/4,↑0 ↓0,$9.45B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",51.60,88.24,41.5%,66.34,109.71,95.53,66.34,22.2%,0.56,5.58%,-6.4%,5.6%,3.4,BUYING,$+2.0M,4,3,🔴 2/4,↑0 ↓0,$8.99B,Finance,NYSE
MOS,Mosaic Company,21.25,38.23,44.4%,28.98,28.77,28.30,28.98,26.7%,0.57,4.14%,0.4%,8.7%,2.4,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$6.75B,Process Industries,NYSE
NOV,NOV Inc.,18.75,21.55,13.0%,27.03,15.72,24.83,27.03,30.6%,1.09,1.76%,1.4%,15.4%,7.2,—,—,0,0,🔴 0/4,↑0 ↓0,$6.73B,Industrial Services,NYSE
MHK,"Mohawk Industries, Inc.",108.66,143.13,24.1%,112.90,126.63,153.61,112.90,3.8%,0.79,—,5.1%,14.1%,4.7,SELLING,$-7.8M,0,12,✅ 4/4,↑0 ↓0,$6.62B,Producer Manufacturing,NYSE
SM,SM Energy Company,27.41,35.88,23.6%,29.81,24.93,26.92,29.81,8.0%,0.96,3.21%,2.3%,6.3%,3.0,SELLING,$-834K,0,1,✅ 3/4,↑0 ↓0,$6.57B,Energy Minerals,NYSE
CAG,"Conagra Brands, Inc.",13.43,21.37,37.2%,16.59,23.76,23.24,16.59,19.1%,0.79,10.42%,-0.5%,13.3%,3.5,BUYING,$+250K,1,0,🔴 2/4,↑1 ↓0,$6.43B,Consumer Non-Durables,NYSE
CLF,Cleveland-Cliffs Inc,11.16,16.70,33.2%,19.35,13.82,11.24,19.35,42.3%,1.09,—,-20.0%,14.5%,5.0,SELLING,$-42.0M,1,3,✅ 3/4,↑1 ↓0,$6.37B,Non-Energy Minerals,NYSE
CPB,Campbell's Company,21.21,34.17,37.9%,27.14,36.57,35.86,27.14,21.9%,1.57,7.36%,15.4%,31.6%,6.9,SELLING,$-390K,1,2,✅ 3/3,↑2 ↓0,$6.32B,Consumer Non-Durables,NASDAQ
FLG,"Flagstar Bank, National Association",15.03,15.37,2.2%,20.81,21.51,23.70,20.81,27.8%,0.82,0.27%,-0.7%,0.0%,0.0,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$6.26B,Finance,NYSE
RIG,Transocean Ltd.,5.29,7.66,30.9%,29.84,4.37,8.37,29.84,82.3%,0.71,—,-30.1%,21.0%,6.0,SELLING,$-1.5M,0,3,🔴 2/4,↑0 ↓0,$5.91B,Industrial Services,NYSE
TFX,Teleflex Incorporated,124.26,139.67,11.0%,133.28,248.97,218.76,133.28,6.8%,1.78,1.09%,-8.2%,8.2%,3.1,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$5.50B,Health Technology,NYSE
MAT,"Mattel, Inc.",13.77,22.48,38.7%,17.89,17.68,19.67,17.89,23.0%,1.90,—,23.6%,13.0%,5.2,BUYING,$+1.0M,1,0,🔴 1/4,↑0 ↓0,$4.00B,Consumer Durables,NASDAQ
CRK,"Comstock Resources, Inc.",13.46,29.41,54.2%,61.90,11.40,15.56,61.90,78.3%,1.43,—,25.4%,29.6%,7.8,SELLING,$-1.0M,0,1,✅ 3/4,↑0 ↓0,$3.95B,Energy Minerals,NYSE
PTEN,"Patterson-UTI Energy, Inc.",10.07,13.08,23.0%,13.12,8.50,11.64,13.12,23.3%,1.21,3.97%,-3.6%,8.3%,3.5,SELLING,$-17.0M,0,9,✅ 3/4,↑0 ↓0,$3.82B,Industrial Services,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,31.70,35.55,10.8%,34.06,26.21,22.84,34.06,6.9%,1.14,2.40%,5.4%,5.3%,5.6,SELLING,$-1.6M,2,8,✅ 3/4,↑0 ↓0,$3.08B,Finance,NASDAQ
HOG,"Harley-Davidson, Inc.",25.58,31.25,18.1%,32.45,30.46,34.52,32.45,21.2%,0.88,2.93%,7.4%,20.3%,5.4,BUYING,$+99K,3,5,🔴 1/4,↑0 ↓0,$2.69B,Consumer Durables,NYSE
WHR,Whirlpool Corporation,36.19,111.96,67.7%,76.56,108.75,109.44,76.56,52.7%,0.62,—,5.2%,0.1%,0.0,BUYING,$+199K,1,0,🔴 1/4,↑2 ↓0,$2.35B,Consumer Durables,NYSE
HE,"Hawaiian Electric Industries, Inc.",13.12,17.38,24.5%,18.79,25.83,25.37,18.79,30.2%,1.38,—,8.2%,12.6%,7.4,—,—,0,0,🟡 1/4,—,$2.26B,Utilities,NYSE
ACHC,"Acadia Healthcare Company, Inc.",24.54,30.20,18.7%,30.29,49.84,49.58,30.29,19.0%,1.14,—,-44.3%,38.6%,7.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.26B,Health Services,NASDAQ
NWL,Newell Brands Inc,5.12,6.63,22.8%,13.91,10.70,16.06,13.91,63.2%,0.93,5.47%,-11.2%,17.6%,6.4,SELLING,$-1.3M,0,4,🟡 1/4,↑0 ↓0,$2.18B,Producer Manufacturing,NASDAQ
XRAY,"DENTSPLY SIRONA, Inc.",10.20,17.09,40.3%,32.08,32.73,38.36,32.08,68.2%,1.55,—,-37.7%,12.2%,3.4,BUYING,$+1.6M,10,0,🔴 1/4,↑1 ↓0,$2.04B,Health Technology,NASDAQ
