Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",77.05,87.46,11.9%,239.67,55.49,51.06,239.67,67.9%,1.02,2.60%,7.7%,1.5%,1.7,BUYING,$+3K,2,0,✅ 4/4,↑0 ↓0,$40.85B,Finance,NYSE
PCG,PG&E Corporation,16.49,19.16,13.9%,27.02,14.36,28.19,27.02,39.0%,1.15,1.21%,9.2%,0.0%,—,SELLING,$-4.4M,0,7,🟡 2/4,↑1 ↓0,$36.31B,Utilities,NYSE
FIS,"Fidelity National Information Services, Inc.",43.56,82.74,47.4%,48.21,87.32,78.42,48.21,9.6%,1.41,4.04%,17.2%,3.8%,3.0,BUYING,$+1.1M,3,0,🟡 2/4,↑0 ↓0,$22.52B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.65,17.53,5.0%,18.60,11.72,21.31,18.60,10.5%,1.32,2.88%,-2.0%,3.2%,4.0,—,—,0,0,✅ 4/4,↑0 ↓0,$19.39B,Health Technology,NASDAQ
BAX,Baxter International Inc.,19.18,32.04,40.1%,33.35,50.25,47.67,33.35,42.5%,1.64,0.21%,-14.9%,10.7%,4.5,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$9.91B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,28.89,29.60,2.4%,31.45,41.03,39.85,31.45,8.1%,0.83,3.68%,7.4%,14.3%,4.8,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$9.72B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",48.37,88.24,45.2%,66.31,109.60,95.46,66.31,27.1%,0.52,5.95%,-6.4%,5.9%,2.8,BUYING,$+2.1M,5,3,🔴 2/4,↑0 ↓0,$8.43B,Finance,NYSE
RIG,Transocean Ltd.,6.81,7.66,11.1%,29.99,4.51,8.77,29.99,77.3%,0.92,—,-30.1%,20.7%,6.4,SELLING,$-4.2M,0,7,🔴 2/4,↑0 ↓0,$7.60B,Industrial Services,NYSE
NOV,NOV Inc.,20.81,21.38,2.7%,27.28,15.92,25.09,27.28,23.7%,1.21,2.02%,1.4%,13.9%,5.4,—,—,0,0,🔴 0/4,↑0 ↓0,$7.47B,Industrial Services,NYSE
MOS,Mosaic Company,22.51,38.23,41.1%,28.57,29.01,28.25,28.57,21.2%,0.61,3.91%,0.4%,7.3%,2.0,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$7.15B,Process Industries,NYSE
CAG,"Conagra Brands, Inc.",13.56,23.09,41.3%,16.69,24.16,23.41,16.69,18.8%,0.79,10.32%,-0.5%,12.4%,3.0,BUYING,$+250K,1,0,🔴 2/4,↑1 ↓0,$6.49B,Consumer Non-Durables,NYSE
CLF,Cleveland-Cliffs Inc,11.23,16.70,32.8%,19.28,14.00,11.40,19.28,41.7%,1.10,—,-20.0%,14.9%,4.7,SELLING,$-39.1M,1,2,✅ 3/4,↑1 ↓0,$6.41B,Non-Energy Minerals,NYSE
MHK,"Mohawk Industries, Inc.",102.40,143.13,28.5%,111.01,125.36,150.84,111.01,7.8%,0.75,—,5.1%,11.7%,4.0,SELLING,$-3.6M,0,9,✅ 4/4,↑0 ↓0,$6.24B,Producer Manufacturing,NYSE
CPB,Campbell's Company,20.58,35.00,41.2%,27.18,36.69,35.98,27.18,24.3%,1.53,7.58%,13.9%,28.7%,5.4,SELLING,$-397K,0,2,✅ 3/4,↑1 ↓0,$6.14B,Consumer Non-Durables,NASDAQ
VNO,Vornado Realty Trust,31.98,43.37,26.3%,34.22,32.83,40.52,34.22,6.5%,1.24,2.31%,14.0%,0.0%,0.0,BUYING,$+5.6M,3,0,✅ 3/4,↑0 ↓0,$6.02B,Finance,NYSE
FLG,"Flagstar Bank, National Association",13.85,14.92,7.2%,20.62,21.50,23.43,20.62,32.8%,0.76,0.29%,-0.7%,0.0%,0.0,BUYING,$+1K,1,0,🟡 1/4,↑0 ↓0,$5.77B,Finance,NYSE
KMX,"CarMax, Inc.",40.33,71.99,44.0%,47.40,81.58,73.14,47.40,14.9%,0.97,—,4.1%,12.0%,4.1,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$5.72B,Retail Trade,NYSE
PTEN,"Patterson-UTI Energy, Inc.",12.31,13.08,5.9%,13.35,8.84,12.06,13.35,7.8%,1.48,3.25%,-3.6%,4.4%,1.3,SELLING,$-17.0M,0,7,✅ 3/4,↑0 ↓0,$4.67B,Industrial Services,NASDAQ
CRK,"Comstock Resources, Inc.",13.94,31.17,55.3%,63.01,11.25,15.68,63.01,77.9%,1.48,—,25.4%,26.7%,10.2,SELLING,$-1.0M,0,1,✅ 3/4,↑0 ↓0,$4.09B,Energy Minerals,NYSE
FBP,First Bancorp,24.11,24.57,1.9%,51.55,13.57,10.02,51.55,53.2%,1.90,3.32%,19.0%,7.1%,5.1,SELLING,$-861K,1,2,✅ 4/4,↑0 ↓0,$3.73B,Finance,NYSE
SBCF,Seacoast Banking Corporation of Florida,30.49,35.55,14.2%,33.96,26.12,22.50,33.96,10.2%,1.10,2.49%,5.4%,6.0%,6.6,SELLING,$-1.4M,2,7,✅ 3/4,↑0 ↓0,$2.97B,Finance,NASDAQ
WHR,Whirlpool Corporation,42.67,111.96,61.9%,75.95,109.48,109.11,75.95,43.8%,0.73,—,5.2%,0.1%,0.0,BUYING,$+199K,1,0,🔴 1/4,↑2 ↓0,$2.77B,Consumer Durables,NYSE
HOG,"Harley-Davidson, Inc.",23.73,31.25,24.1%,32.65,30.50,34.57,32.65,27.3%,0.82,3.16%,7.4%,17.7%,4.3,BUYING,$+136K,3,4,🔴 1/4,↑1 ↓0,$2.50B,Consumer Durables,NYSE
HE,"Hawaiian Electric Industries, Inc.",13.67,17.38,21.3%,19.09,26.92,25.92,19.09,28.4%,1.44,—,8.2%,14.8%,12.4,—,—,0,0,🟡 1/4,↑0 ↓0,$2.36B,Utilities,NYSE
PENN,"PENN Entertainment, Inc.",16.88,20.61,18.1%,17.30,32.94,27.41,17.30,2.4%,1.23,—,-39.9%,17.3%,3.8,BUYING,$+121K,1,0,✅ 3/4,↑0 ↓0,$2.26B,Consumer Services,NASDAQ
ACHC,"Acadia Healthcare Company, Inc.",23.18,30.20,23.2%,29.98,49.41,49.25,29.98,22.7%,1.07,—,-44.3%,40.1%,8.0,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.13B,Health Services,NASDAQ
XRAY,"DENTSPLY SIRONA, Inc.",10.21,17.09,40.3%,32.41,33.73,38.94,32.41,68.5%,1.55,—,-37.7%,11.9%,6.5,BUYING,$+108K,4,1,🔴 1/4,↑1 ↓0,$2.05B,Health Technology,NASDAQ
