Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",76.14,87.29,12.8%,230.24,56.73,51.76,230.24,66.9%,0.98,2.63%,7.2%,1.6%,2.1,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$39.81B,Finance,NYSE
PCG,PG&E Corporation,17.38,19.16,9.3%,27.19,14.19,27.82,27.19,36.1%,1.18,1.15%,9.7%,0.0%,—,SELLING,$-7.8M,0,11,✅ 3/4,↑0 ↓0,$38.28B,Utilities,NYSE
FISV,"Fiserv, Inc.",51.56,140.42,63.3%,52.48,114.66,91.62,52.48,1.7%,1.02,—,10.7%,—,—,BUYING,$+2.2M,7,0,🔴 2/4,↑1 ↓0,$27.42B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",41.92,72.67,42.3%,48.21,84.96,77.78,48.21,13.0%,1.35,4.20%,22.3%,4.2%,3.3,BUYING,$+1.1M,3,0,🟡 2/4,↑1 ↓0,$21.62B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.10,18.39,12.5%,18.67,11.63,20.87,18.67,13.8%,1.30,2.98%,-2.8%,4.0%,4.8,—,—,0,0,✅ 4/4,↑0 ↓0,$18.49B,Health Technology,NASDAQ
APA,APA Corporation,39.97,45.66,12.5%,42.63,25.62,31.64,42.63,6.2%,2.00,2.50%,25.9%,11.3%,5.7,SELLING,$-833K,0,1,✅ 4/4,↑0 ↓0,$14.00B,Energy Minerals,NASDAQ
SIRI,SiriusXM Holdings Inc.,28.44,32.66,12.9%,31.02,40.27,39.65,31.02,8.3%,0.80,3.74%,7.6%,17.2%,8.6,SELLING,$-1.2M,0,3,🔴 1/4,↑0 ↓0,$9.59B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",48.06,88.24,45.5%,66.35,107.25,95.10,66.35,27.6%,0.53,5.99%,-6.3%,5.6%,4.3,BUYING,$+836K,4,3,✅ 3/4,↑0 ↓0,$8.37B,Finance,NYSE
NOV,NOV Inc.,20.91,21.55,3.0%,27.26,15.66,24.20,27.26,23.3%,1.20,1.72%,1.5%,13.8%,7.4,—,—,0,0,🔴 1/4,↑0 ↓0,$7.45B,Industrial Services,NYSE
MOS,Mosaic Company,22.60,36.99,38.9%,28.81,29.12,28.05,28.81,21.6%,0.63,3.89%,-5.3%,13.3%,4.0,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$7.18B,Process Industries,NYSE
