Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
MELI,"MercadoLibre, Inc.",1635.15,3.3%,1582.32,1392.59,916.52,11.39,—,31.3%,2.2%,1.5,BUYING,$+1.3M,3,0,🔴 1/4,↑0 ↓0,$82.90B,Retail Trade,NASDAQ
CNI,Canadian National Railway Company,113.43,5.8%,107.23,100.05,83.46,4.47,2.36%,21.8%,—,5.6,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$68.81B,Transportation,NYSE
WCN,"Waste Connections, Inc.",153.97,1.0%,152.52,133.71,99.68,4.84,0.91%,12.8%,0.9%,1.2,BUYING,$+4.4M,1,7,✅ 4/4,↑0 ↓0,$39.12B,Industrial Services,NYSE
SYY,Sysco Corporation,78.70,7.9%,72.96,68.99,57.34,16.38,2.80%,82.3%,3.9%,4.4,BUYING,$+314K,1,2,✅ 3/4,↑0 ↓0,$37.63B,Distribution Services,NYSE
KR,Kroger Co.,56.61,8.9%,51.99,44.00,36.45,5.36,2.47%,13.6%,5.1%,5.4,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$34.90B,Retail Trade,NYSE
WAT,Waters Corporation,355.44,9.0%,326.03,298.58,240.57,2.28,—,5.2%,4.6%,3.7,BUYING,$+451K,2,0,✅ 3/4,↑1 ↓0,$34.90B,Health Technology,NYSE
J,Jacobs Solutions Inc.,120.97,4.5%,115.72,103.97,79.20,4.34,1.19%,11.5%,6.9%,4.6,BUYING,$+285K,3,1,✅ 4/4,↑0 ↓0,$14.28B,Technology Services,NYSE
CAE,CAE Inc.,25.07,4.7%,23.94,23.63,19.79,2.11,—,6.1%,—,3.5,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$8.06B,Commercial Services,NYSE
SON,Sonoco Products Company,50.68,2.2%,49.60,48.65,43.18,1.40,4.26%,20.2%,11.1%,6.6,BUYING,$+650K,2,2,🟡 1/4,↑1 ↓0,$5.01B,Process Industries,NYSE
LOPE,"Grand Canyon Education, Inc.",141.59,6.2%,133.36,120.03,98.09,5.43,—,29.8%,5.6%,5.6,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.75B,Commercial Services,NASDAQ
GPI,"Group 1 Automotive, Inc.",313.16,9.6%,285.74,221.83,159.05,1.31,0.70%,11.1%,11.2%,5.0,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$3.73B,Retail Trade,NYSE
KBH,KB Home,54.20,5.3%,51.48,45.09,33.83,0.88,1.85%,8.8%,17.5%,7.0,NEUTRAL,—,0,0,🔴 2/4,↑1 ↓0,$3.40B,Consumer Durables,NYSE
WDFC,WD-40 Company,227.21,7.5%,211.30,206.14,162.50,11.38,1.80%,31.2%,5.8%,3.9,BUYING,$+105K,1,0,✅ 3/4,↑1 ↓0,$3.06B,Process Industries,NASDAQ
APAM,"Artisan Partners Asset Management, Inc. Class A",35.88,9.6%,32.74,29.32,23.42,6.55,9.45%,69.7%,8.6%,6.0,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$2.91B,Finance,NYSE
MGEE,"MGE Energy, Inc.",75.92,1.1%,75.06,70.82,59.83,2.07,2.50%,10.9%,5.5%,4.0,BUYING,$+29K,1,0,🟡 2/4,↑0 ↓0,$2.87B,Utilities,NASDAQ
HTO,H2O America,56.69,0.5%,56.42,56.19,47.94,1.29,3.10%,6.5%,15.3%,10.0,BUYING,$+10.6M,3,1,🟡 2/4,↑2 ↓0,$2.37B,Utilities,NASDAQ
TGLS,Tecnoglass Inc.,45.97,1.4%,45.32,32.77,22.91,2.77,1.31%,21.0%,10.7%,5.3,BUYING,$+27.0M,4,0,🔴 2/4,↑0 ↓0,$2.13B,Producer Manufacturing,NYSE
