Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,97.41,123.71,21.3%,107.37,115.47,107.37,67.67,9.3%,1.56,1.54%,10.5%,1.4%,2.9,SELLING,$-183K,1,1,✅ 4/4,↑0 ↓0,$169.15B,Consumer Services,NYSE
PFE,Pfizer Inc.,23.72,28.75,17.5%,25.90,28.77,25.90,18.46,8.4%,1.50,7.25%,8.3%,2.8%,4.7,SELLING,$-51K,0,1,✅ 4/4,↑1 ↓0,$135.19B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,23.38,33.78,30.8%,29.69,33.49,29.69,18.70,21.3%,0.95,5.65%,21.5%,2.8%,2.9,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$83.52B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,208.46,219.72,5.1%,263.65,234.75,263.65,172.01,20.9%,1.65,—,7.7%,3.9%,5.2,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$30.78B,Health Technology,NASDAQ
STLA,Stellantis N.V.,5.80,12.22,52.5%,9.56,11.74,9.56,,39.3%,0.24,—,—,2.7%,4.2,—,—,0,0,🟡 1/1,—,$21.83B,Consumer Durables,NYSE
GPN,Global Payments Inc.,77.41,90.64,14.6%,102.69,121.71,102.69,60.31,24.6%,0.89,1.29%,2.6%,8.2%,4.6,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$21.18B,Finance,NYSE
IFF,International Flavors & Fragrances Inc.,82.77,84.45,2.0%,95.02,93.01,95.02,63.28,12.9%,1.50,1.93%,6.1%,8.1%,7.0,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$21.13B,Consumer Non-Durables,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,41.37,87.03,52.5%,61.84,65.48,61.84,39.25,33.1%,1.30,3.19%,14.9%,12.7%,6.4,SELLING,$-2K,1,9,✅ 4/4,↑2 ↓0,$19.60B,Technology Services,NASDAQ
BCE,BCE Inc.,20.87,26.52,21.3%,27.65,29.64,27.65,19.70,24.5%,1.35,5.97%,31.7%,—,6.6,—,—,0,0,✅ 3/4,—,$19.46B,Communications,NYSE
CHTR,"Charter Communications, Inc. Class A",135.44,413.13,67.2%,351.56,415.46,351.56,,61.5%,1.02,—,30.2%,46.2%,7.4,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$18.76B,Consumer Services,NASDAQ
ZBH,"Zimmer Biomet Holdings, Inc.",89.76,108.29,17.1%,109.63,114.74,109.63,82.11,18.1%,1.37,1.07%,6.1%,7.9%,5.5,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$17.37B,Health Technology,NYSE
RCI,Rogers Communications Inc. Class B,31.45,41.14,23.6%,34.75,37.06,34.75,24.97,9.5%,1.31,4.47%,49.3%,—,12.5,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$17.16B,Communications,NYSE
LYB,LyondellBasell Industries NV,52.97,83.94,36.9%,60.66,65.17,60.66,,12.7%,1.70,5.21%,-6.1%,5.4%,2.7,SELLING,$-27.0M,0,2,🔴 2/4,↑0 ↓0,$17.10B,Process Industries,NYSE
WY,Weyerhaeuser Company,23.40,27.75,15.7%,24.53,26.31,24.53,18.17,4.6%,1.79,3.59%,4.2%,3.9%,4.4,BUYING,$+327K,2,1,✅ 4/4,↑0 ↓0,$16.87B,Finance,NYSE
QXO,"QXO, Inc.",15.81,27.61,42.7%,23.72,28.64,23.72,,33.3%,1.23,—,-6.8%,21.9%,7.9,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$16.41B,Distribution Services,NYSE
TU,TELUS Corporation,10.22,16.73,38.9%,13.11,14.81,13.11,8.74,22.0%,1.43,10.65%,6.0%,—,13.1,NEUTRAL,—,0,0,🔴 1/4,—,$16.09B,Communications,NYSE
SWK,"Stanley Black & Decker, Inc.",92.56,95.16,2.7%,97.74,100.83,97.74,65.64,5.3%,1.60,3.59%,4.2%,5.8%,5.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$14.39B,Consumer Durables,NYSE
MKC,"McCormick & Company, Incorporated",51.78,73.84,29.9%,59.57,71.88,59.57,36.85,13.1%,1.99,3.71%,25.7%,—,—,BUYING,$+106K,1,0,✅ 3/4,↑1 ↓0,$13.91B,Consumer Non-Durables,NYSE
GIB,CGI Inc. Class A,66.35,104.70,36.6%,71.03,86.23,71.03,41.96,6.6%,1.94,0.72%,16.6%,—,13.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$13.88B,Technology Services,NYSE
HRL,Hormel Foods Corporation,24.28,31.86,23.8%,31.10,33.87,31.10,19.15,21.9%,1.68,4.82%,5.8%,7.3%,3.1,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$13.36B,Consumer Non-Durables,NYSE
APTV,Aptiv PLC,59.73,78.49,23.9%,82.63,93.39,82.63,,27.7%,1.37,—,4.0%,6.3%,2.4,SELLING,$-13K,1,2,✅ 3/4,↑0 ↓0,$12.64B,Producer Manufacturing,NYSE
BMRN,BioMarin Pharmaceutical Inc.,58.79,66.28,11.3%,84.14,78.94,84.14,53.73,30.1%,1.83,—,4.5%,6.5%,5.1,SELLING,$-3.2M,0,4,🔴 1/4,↑1 ↓0,$11.36B,Health Technology,NASDAQ
PSKY,Paramount Skydance Corporation Class B,10.09,20.86,51.6%,31.02,21.76,31.02,,67.5%,0.96,1.98%,-4.3%,15.3%,10.4,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$11.29B,Consumer Services,NASDAQ
WLK,Westlake Corporation,74.80,124.23,39.8%,78.79,90.24,78.79,,5.1%,1.12,2.83%,-17.2%,12.1%,4.2,SELLING,$-4.1M,0,3,🔴 1/4,↑0 ↓0,$9.58B,Process Industries,NYSE
SWKS,"Skyworks Solutions, Inc.",61.91,90.90,31.9%,83.99,95.25,83.99,47.38,26.3%,1.61,4.59%,6.2%,29.1%,5.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$9.31B,Electronic Technology,NASDAQ
