Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,97.48,123.40,21.0%,107.37,115.48,107.37,67.67,9.2%,1.56,1.54%,10.5%,1.4%,2.9,SELLING,$-183K,1,1,✅ 4/4,↑0 ↓0,$169.28B,Consumer Services,NYSE
PFE,Pfizer Inc.,24.07,28.75,16.3%,25.91,28.78,25.91,18.46,7.1%,1.52,7.15%,8.3%,2.8%,4.7,SELLING,$-51K,0,1,✅ 4/4,↑1 ↓0,$137.19B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,23.41,33.76,30.7%,29.69,33.49,29.69,18.70,21.2%,0.95,5.64%,21.5%,2.8%,2.9,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$83.63B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,205.70,219.72,6.4%,263.59,234.66,263.59,171.99,22.0%,1.63,—,7.7%,3.9%,5.2,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$30.37B,Health Technology,NASDAQ
FISV,"Fiserv, Inc.",52.71,171.77,69.3%,91.68,115.63,91.68,52.48,42.5%,1.07,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑2 ↓0,$28.11B,Commercial Services,NASDAQ
STLA,Stellantis N.V.,5.65,12.22,53.8%,9.56,11.73,9.56,,40.9%,0.23,—,—,2.7%,4.2,—,—,0,0,🟡 1/1,—,$21.27B,Consumer Durables,NYSE
GPN,Global Payments Inc.,77.59,90.64,14.4%,102.70,121.71,102.70,60.31,24.4%,0.89,1.29%,2.6%,8.2%,4.6,BUYING,$+99K,1,0,✅ 4/4,↑2 ↓0,$21.22B,Finance,NYSE
IFF,International Flavors & Fragrances Inc.,81.83,84.45,3.1%,95.00,92.98,95.00,63.27,13.9%,1.48,1.96%,6.1%,8.1%,7.0,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$20.89B,Consumer Non-Durables,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,43.94,87.03,49.5%,61.89,65.56,61.89,39.28,29.0%,1.38,3.00%,14.9%,12.7%,6.4,SELLING,$-2K,1,9,✅ 4/4,↑2 ↓0,$20.82B,Technology Services,NASDAQ
BCE,BCE Inc.,21.40,26.52,19.3%,27.66,29.65,27.66,19.71,22.6%,1.38,5.83%,31.7%,—,6.6,—,—,0,0,✅ 3/4,—,$19.96B,Communications,NYSE
CHTR,"Charter Communications, Inc. Class A",138.02,413.13,66.6%,351.61,415.54,351.61,,60.7%,1.04,—,30.2%,46.2%,7.4,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$19.12B,Consumer Services,NASDAQ
RCI,Rogers Communications Inc. Class B,32.48,41.14,21.1%,34.77,37.09,34.77,24.98,6.6%,1.36,4.33%,49.3%,—,12.5,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$17.71B,Communications,NYSE
LYB,LyondellBasell Industries NV,54.60,83.94,35.0%,60.69,65.22,60.69,,10.0%,1.76,5.05%,-6.1%,5.4%,2.7,SELLING,$-27.0M,0,2,🔴 2/4,↑0 ↓0,$17.62B,Process Industries,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",89.41,108.29,17.4%,109.63,114.73,109.63,82.10,18.4%,1.36,1.07%,6.1%,7.9%,5.5,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$17.30B,Health Technology,NYSE
WY,Weyerhaeuser Company,23.29,27.75,16.1%,24.73,26.52,24.73,18.32,5.8%,1.78,3.61%,4.2%,3.9%,4.4,BUYING,$+327K,2,1,✅ 4/4,↑0 ↓0,$16.79B,Finance,NYSE
TU,TELUS Corporation,10.43,16.73,37.7%,13.11,14.82,13.11,8.75,20.5%,1.46,10.44%,6.0%,—,13.1,NEUTRAL,—,0,0,🔴 1/4,—,$16.42B,Communications,NYSE
