Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,99.50,124.61,20.2%,107.41,115.54,107.41,67.69,7.4%,1.60,1.51%,10.5%,1.4%,2.9,SELLING,$-183K,1,1,✅ 4/4,↑0 ↓0,$172.78B,Consumer Services,NYSE
PFE,Pfizer Inc.,24.32,28.75,15.4%,25.91,28.79,25.91,18.46,6.1%,1.54,7.07%,8.3%,2.8%,4.7,SELLING,$-51K,0,1,✅ 4/4,↑1 ↓0,$138.61B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,23.79,33.86,29.7%,29.70,33.50,29.70,18.70,19.9%,0.96,5.55%,21.5%,2.8%,2.9,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$84.98B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,216.12,219.72,1.6%,263.80,235.01,263.80,172.09,18.1%,1.71,—,7.7%,3.9%,5.2,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$31.91B,Health Technology,NASDAQ
STLA,Stellantis N.V.,5.81,12.22,52.5%,9.56,11.74,9.56,,39.2%,0.24,—,—,2.7%,4.2,—,—,0,0,🟡 1/1,—,$21.87B,Consumer Durables,NYSE
GPN,Global Payments Inc.,78.63,90.64,13.2%,102.72,121.75,102.72,60.32,23.4%,0.90,1.27%,2.6%,8.2%,4.6,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$21.51B,Finance,NYSE
IFF,International Flavors & Fragrances Inc.,83.83,84.45,0.7%,95.04,93.05,95.04,63.29,11.8%,1.52,1.91%,6.1%,8.1%,7.0,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$21.40B,Consumer Non-Durables,NYSE
BCE,BCE Inc.,21.42,26.52,19.2%,27.66,29.66,27.66,19.71,22.6%,1.38,5.82%,31.7%,—,6.6,—,—,0,0,✅ 3/4,—,$19.97B,Communications,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,41.99,87.03,51.8%,61.85,65.50,61.85,39.26,32.1%,1.32,3.14%,14.9%,12.7%,6.4,SELLING,$-411K,1,10,✅ 4/4,↑2 ↓0,$19.90B,Technology Services,NASDAQ
CHTR,"Charter Communications, Inc. Class A",137.20,422.29,67.5%,351.60,415.52,351.60,,61.0%,1.03,—,30.2%,46.2%,7.4,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$19.00B,Consumer Services,NASDAQ
LYB,LyondellBasell Industries NV,53.36,83.94,36.4%,60.06,64.54,60.06,,11.2%,1.72,5.17%,-6.1%,5.4%,2.7,SELLING,$-27.0M,0,2,🔴 2/4,↑0 ↓0,$17.22B,Process Industries,NYSE
RCI,Rogers Communications Inc. Class B,31.62,41.14,23.1%,34.75,37.06,34.75,24.97,9.0%,1.32,4.45%,49.3%,—,12.5,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$17.18B,Communications,NYSE
WY,Weyerhaeuser Company,23.79,27.75,14.3%,24.54,26.33,24.54,18.17,3.1%,1.82,3.53%,4.2%,3.9%,4.4,BUYING,$+327K,2,1,✅ 4/4,↑0 ↓0,$17.15B,Finance,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",87.47,108.29,19.2%,109.59,114.66,109.59,82.08,20.2%,1.33,1.10%,6.1%,7.9%,5.5,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$16.92B,Health Technology,NYSE
QXO,"QXO, Inc.",16.21,27.61,41.3%,23.73,28.66,23.73,,31.7%,1.27,—,-6.8%,21.9%,7.9,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$16.80B,Distribution Services,NYSE
TU,TELUS Corporation,10.19,16.73,39.1%,13.11,14.81,13.11,8.74,22.3%,1.42,10.68%,6.0%,—,13.1,NEUTRAL,—,0,0,🔴 1/4,—,$16.04B,Communications,NYSE
SWK,"Stanley Black & Decker, Inc.",91.90,95.16,3.4%,97.72,100.80,97.72,65.63,6.0%,1.59,3.61%,4.2%,5.8%,5.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$14.29B,Consumer Durables,NYSE
GIB,CGI Inc. Class A,66.48,106.00,37.3%,71.03,86.23,71.03,41.96,6.4%,1.94,0.72%,16.6%,—,13.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$13.91B,Technology Services,NYSE
HRL,Hormel Foods Corporation,25.00,31.86,21.5%,31.11,33.90,31.11,19.16,19.6%,1.73,4.68%,5.8%,7.3%,3.1,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$13.76B,Consumer Non-Durables,NYSE
APTV,Aptiv PLC,58.89,78.49,25.0%,82.61,93.36,82.61,,28.7%,1.35,—,4.0%,6.3%,2.4,SELLING,$-438K,1,3,✅ 3/4,↑0 ↓0,$12.46B,Producer Manufacturing,NYSE
CSGP,"CoStar Group, Inc.",30.00,97.43,69.2%,52.96,71.18,52.96,29.30,43.4%,1.54,—,0.3%,4.2%,2.0,BUYING,$+6.0M,5,0,✅ 4/4,↑1 ↓0,$12.25B,Technology Services,NASDAQ
PSKY,Paramount Skydance Corporation Class B,10.39,20.86,50.2%,31.03,21.77,31.03,,66.5%,0.99,1.92%,-4.3%,15.3%,10.4,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$11.63B,Consumer Services,NASDAQ
BMRN,BioMarin Pharmaceutical Inc.,58.99,66.28,11.0%,84.15,78.95,84.15,53.73,29.9%,1.84,—,4.5%,6.5%,5.1,SELLING,$-3.2M,0,4,🔴 1/4,↑1 ↓0,$11.40B,Health Technology,NASDAQ
WLK,Westlake Corporation,74.77,124.23,39.8%,78.79,90.24,78.79,,5.1%,1.12,2.84%,-17.2%,12.1%,4.2,SELLING,$-4.1M,0,3,🔴 1/4,↑0 ↓0,$9.58B,Process Industries,NYSE
SWKS,"Skyworks Solutions, Inc.",62.56,90.90,31.2%,84.00,95.27,84.00,47.38,25.5%,1.63,4.54%,6.2%,29.1%,5.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$9.41B,Electronic Technology,NASDAQ
