Ticker,Company,Price,52W High,% Off 52W High,30Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
BDX,"Becton, Dickinson and Company",151.38,187.35,19.2%,169.70,169.70,149.49,93.79,10.8%,1.73,2.77%,5.7%,3.0%,2.9,SELLING,$-1.3M,0,10,✅ 4/4,↑0 ↓0,$41.71B,Health Technology,NYSE
MSTR,Strategy Inc Class A,85.33,457.22,81.3%,97.38,97.38,64.83,36.29,12.4%,0.81,—,-30.8%,12.2%,2.2,SELLING,$-27.5M,1,31,🔴 1/4,↑0 ↓0,$29.90B,Technology Services,NASDAQ
BRO,"Brown & Brown, Inc.",60.83,111.09,45.2%,65.48,65.48,47.05,28.19,7.1%,1.62,1.08%,11.7%,6.5%,5.7,BUYING,$+164K,2,0,✅ 4/4,↑1 ↓0,$20.62B,Finance,NYSE
TSN,"Tyson Foods, Inc. Class A",57.80,69.48,16.8%,59.50,59.50,53.68,32.89,2.9%,1.10,3.53%,2.5%,3.6%,2.7,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$19.95B,Consumer Non-Durables,NYSE
AMCR,Amcor PLC,42.86,50.94,15.9%,43.63,43.63,39.90,,1.8%,1.70,6.07%,8.7%,6.3%,7.2,—,—,0,0,🟡 2/4,↑1 ↓0,$19.82B,Process Industries,NYSE
RCI,Rogers Communications Inc. Class B,34.80,41.14,15.4%,37.19,37.19,34.42,24.52,6.4%,1.45,4.04%,49.3%,—,12.5,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$18.98B,Communications,NYSE
WY,Weyerhaeuser Company,25.76,27.75,7.2%,26.30,26.30,24.50,18.00,2.1%,1.97,3.26%,4.2%,3.9%,4.4,BUYING,$+327K,2,1,✅ 4/4,↑0 ↓0,$18.57B,Finance,NYSE
RVTY,"Revvity, Inc.",113.53,118.30,4.0%,117.54,117.54,94.36,57.36,3.4%,1.76,0.25%,3.2%,11.2%,5.7,SELLING,$-4.7M,0,6,✅ 4/4,↑0 ↓0,$12.67B,Health Technology,NYSE
ICLR,ICON Plc,160.96,211.00,23.7%,206.52,206.52,158.65,88.97,22.1%,1.33,—,1.9%,4.3%,2.8,—,—,0,0,✅ 3/4,↑0 ↓0,$12.32B,Commercial Services,NASDAQ
GME,GameStop Corp. Class A,21.01,28.10,25.2%,21.96,21.96,15.36,,4.3%,1.61,—,14.1%,13.9%,9.6,BUYING,$+21.1M,4,6,✅ 3/3,—,$9.43B,Retail Trade,NYSE
UHS,"Universal Health Services, Inc. Class B",144.46,246.32,41.4%,149.44,149.44,135.50,83.28,3.3%,1.17,0.55%,21.3%,6.0%,2.1,SELLING,$-128K,0,1,✅ 3/4,↑0 ↓0,$8.74B,Health Services,NYSE
EMN,Eastman Chemical Company,70.61,83.47,15.4%,75.64,75.64,68.79,44.70,6.7%,1.34,4.76%,6.7%,7.0%,5.3,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$8.07B,Process Industries,NYSE
REXR,"Rexford Industrial Realty, Inc.",33.50,44.38,24.5%,42.74,42.74,32.39,,21.6%,0.94,5.19%,2.7%,6.1%,4.9,SELLING,$-1.5M,3,2,✅ 3/4,↑1 ↓0,$7.56B,Finance,NYSE
RYN,Rayonier Inc.,21.88,27.34,20.0%,23.22,23.22,21.06,15.43,5.8%,1.24,4.75%,12.9%,3.8%,4.2,SELLING,$-3.7M,0,2,✅ 4/4,↑0 ↓0,$6.62B,Finance,NYSE
ICL,ICL Group Ltd.,4.98,7.35,32.2%,5.22,5.22,4.58,,4.6%,1.06,3.77%,4.4%,0.5%,2.8,—,—,0,0,🟡 0/4,↑0 ↓0,$6.43B,Process Industries,NYSE
PPC,Pilgrim's Pride Corporation,26.77,50.56,47.1%,26.99,26.99,23.74,17.00,0.8%,1.71,—,25.9%,2.6%,4.2,SELLING,$-303K,0,1,🔴 2/4,↑1 ↓0,$6.37B,Process Industries,NASDAQ
PPLI,People Incorporated,42.33,46.33,8.6%,57.17,57.17,41.48,23.27,26.0%,0.69,—,2.4%,15.9%,8.0,SELLING,$-279K,0,1,🔴 0/4,↑0 ↓0,$3.15B,Technology Services,NASDAQ
CWT,California Water Service Group,47.55,50.44,5.7%,47.88,47.88,39.54,25.41,0.7%,1.69,2.82%,7.2%,4.3%,3.3,SELLING,$-413K,0,4,🔴 2/4,—,$2.85B,Utilities,NYSE
KWR,Quaker Houghton,156.59,183.00,14.4%,172.36,172.36,147.32,84.92,9.2%,1.98,1.30%,0.3%,15.0%,11.9,SELLING,$-107K,0,1,🔴 1/4,↑1 ↓0,$2.72B,Process Industries,NYSE
LCII,LCI Industries,95.85,159.66,40.0%,99.50,99.50,83.32,48.64,3.7%,1.68,4.80%,14.7%,11.6%,6.0,SELLING,$-13.1M,0,3,✅ 4/4,↑0 ↓0,$2.33B,Producer Manufacturing,NYSE
IOSP,Innospec Inc.,82.81,92.14,10.1%,88.58,88.58,72.96,43.74,6.5%,1.52,2.16%,8.8%,2.3%,2.1,SELLING,$-902K,0,13,✅ 4/4,—,$2.04B,Process Industries,NASDAQ
