Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
ABT,Abbott Laboratories,116.64,8.6%,107.41,102.97,79.08,3.95,—,10.6%,1.5%,1.8,BUYING,$+174K,3,7,🟡 1/4,↑1 ↓0,$201.83B,Health Technology,NYSE
SPGI,"S&P Global, Inc.",431.29,6.4%,405.33,371.59,270.37,4.04,—,15.2%,3.0%,4.0,BUYING,$+2.6M,3,0,🔴 2/4,↑0 ↓0,$127.14B,Commercial Services,NYSE
ADSK,"Autodesk, Inc.",253.82,4.6%,242.76,240.76,180.41,16.79,—,50.4%,4.7%,4.0,BUYING,$+2.2M,4,0,✅ 4/4,↑3 ↓0,$53.56B,Technology Services,NASDAQ
HUM,Humana Inc.,378.88,4.6%,362.30,361.98,296.54,2.37,—,6.8%,3.5%,2.4,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$45.50B,Health Services,NYSE
KDP,Keurig Dr Pepper Inc.,32.04,2.8%,31.15,29.62,23.15,1.74,—,5.7%,5.2%,4.8,NEUTRAL,—,0,0,✅ 3/4,↑2 ↓0,$43.60B,Consumer Non-Durables,NASDAQ
WCN,"Waste Connections, Inc.",169.40,9.3%,155.01,136.81,102.75,5.40,—,13.0%,1.5%,2.4,BUYING,$+3.1M,1,12,✅ 4/4,↑0 ↓0,$42.70B,Industrial Services,NYSE
MLM,"Martin Marietta Materials, Inc.",534.92,9.5%,488.59,416.76,316.69,2.78,—,8.9%,4.5%,3.7,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$32.13B,Non-Energy Minerals,NYSE
AWK,"American Water Works Company, Inc.",135.39,2.0%,132.71,129.22,101.49,2.31,—,10.1%,7.8%,5.2,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$26.91B,Utilities,NYSE
BR,"Broadridge Financial Solutions, Inc.",182.18,0.0%,182.16,162.30,122.33,7.31,—,40.9%,4.0%,4.0,BUYING,$+736K,2,1,✅ 4/4,↑0 ↓0,$20.77B,Technology Services,NYSE
TXT,Textron Inc.,82.95,6.2%,78.11,68.33,59.70,1.77,—,12.1%,4.6%,3.9,BUYING,$+754K,1,1,✅ 4/4,↑0 ↓0,$14.27B,Electronic Technology,NYSE
RPM,RPM International Inc.,108.63,9.0%,99.68,90.28,71.11,4.19,—,21.3%,3.9%,3.7,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$13.88B,Process Industries,NYSE
JKHY,"Jack Henry & Associates, Inc.",166.20,0.2%,165.86,159.18,130.22,,—,24.0%,7.3%,3.9,BUYING,$+317K,2,0,✅ 4/4,↑1 ↓0,$11.81B,Technology Services,NASDAQ
STN,Stantec Inc,74.07,0.8%,73.49,60.07,45.46,3.48,—,15.7%,—,5.0,NEUTRAL,—,0,0,✅ 3/4,—,$8.33B,Industrial Services,NYSE
PPC,Pilgrim's Pride Corporation,32.25,4.6%,30.84,27.09,23.84,2.05,—,14.6%,3.1%,4.7,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$7.68B,Process Industries,NASDAQ
LOPE,"Grand Canyon Education, Inc.",147.46,7.7%,136.94,121.21,100.25,5.78,—,31.0%,7.0%,4.8,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.84B,Commercial Services,NASDAQ
MGEE,"MGE Energy, Inc.",78.66,3.3%,76.12,71.86,61.12,2.06,—,11.0%,5.9%,7.3,BUYING,$+50K,2,0,✅ 3/4,↑0 ↓0,$2.97B,Utilities,NASDAQ
CXT,"Crane NXT, Co.",50.20,2.5%,48.97,40.89,33.02,2.28,—,11.5%,17.7%,11.1,BUYING,$+986K,2,1,✅ 4/4,—,$2.89B,Producer Manufacturing,NYSE
LCII,LCI Industries,101.98,0.9%,101.03,99.02,83.01,1.73,—,15.0%,13.8%,3.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.48B,Producer Manufacturing,NYSE
