Ticker,Company,Price,52W High,% Off 52W High,30Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
ROP,"Roper Technologies, Inc.",362.97,521.28,30.4%,441.88,441.88,349.30,201.93,17.9%,1.92,—,13.1%,6.5%,7.9,SELLING,$-3.1M,0,2,✅ 4/4,↑1 ↓0,$35.90B,Technology Services,NASDAQ
CNC,Centene Corporation,62.12,69.63,10.8%,64.18,64.18,55.20,31.00,3.2%,1.36,—,-20.4%,3.1%,3.3,SELLING,$-12.1M,0,3,✅ 4/4,↑0 ↓0,$30.69B,Health Services,NYSE
BRO,"Brown & Brown, Inc.",61.11,96.55,36.7%,66.86,66.86,48.21,28.85,8.6%,1.60,—,9.9%,5.5%,7.6,BUYING,$+164K,2,0,✅ 3/4,↑0 ↓0,$20.45B,Finance,NYSE
EIX,Edison International,52.70,81.62,35.4%,55.43,55.43,50.95,35.17,4.9%,1.16,—,22.6%,5.3%,3.2,SELLING,$-75K,0,2,✅ 4/4,↑0 ↓0,$20.28B,Utilities,NYSE
LYB,LyondellBasell Industries NV,61.25,83.94,27.0%,64.18,64.18,59.62,,4.6%,1.85,—,-2.3%,5.4%,3.4,SELLING,$-742K,0,1,✅ 3/4,↑1 ↓0,$19.79B,Process Industries,NYSE
AMCR,Amcor PLC,41.97,50.94,17.6%,42.46,42.46,38.95,,1.2%,1.64,—,9.4%,4.5%,4.9,—,—,0,0,🔴 2/4,↑2 ↓0,$19.40B,Process Industries,NYSE
IP,International Paper Company,34.76,50.25,30.8%,36.78,36.78,34.32,24.95,5.5%,1.27,—,-16.5%,15.5%,11.6,SELLING,$-843K,1,2,🔴 1/4,↑0 ↓0,$18.41B,Process Industries,NYSE
ICLR,ICON Plc,167.19,203.91,18.0%,207.61,207.61,161.26,90.59,19.5%,1.38,—,0.4%,3.5%,4.1,SELLING,$-1.7M,0,9,✅ 3/4,↑0 ↓0,$12.90B,Commercial Services,NASDAQ
BIO,"Bio-Rad Laboratories, Inc. Class A",383.12,396.23,3.3%,424.23,424.23,334.89,207.44,9.7%,1.43,—,3.1%,7.1%,4.2,SELLING,$-136K,0,1,🔴 2/4,↑0 ↓0,$10.29B,Health Technology,NYSE
REXR,"Rexford Industrial Realty, Inc.",38.40,44.38,13.5%,42.80,42.80,32.76,,10.3%,1.16,—,-4.8%,5.4%,4.1,SELLING,$-1.2M,0,1,✅ 3/4,↑0 ↓0,$8.56B,Finance,NYSE
ICL,ICL Group Ltd.,5.21,6.97,25.2%,5.31,5.31,4.58,,1.7%,1.10,—,5.0%,0.5%,3.2,—,—,0,0,🟡 1/4,↑0 ↓0,$6.73B,Process Industries,NYSE
PPC,Pilgrim's Pride Corporation,27.50,44.84,38.7%,27.57,27.57,24.30,17.37,0.3%,1.74,—,14.6%,3.0%,4.5,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$6.55B,Process Industries,NASDAQ
BLDR,"Builders FirstSource, Inc.",57.98,131.50,55.9%,87.60,87.60,57.82,,33.8%,1.56,—,2.5%,8.7%,4.1,SELLING,$-391K,0,1,🔴 1/4,↑1 ↓0,$6.24B,Retail Trade,NYSE
JBTM,JBT Marel Corporation,111.14,170.19,34.7%,113.76,113.76,95.49,,2.3%,1.29,—,4.4%,7.7%,5.1,NEUTRAL,—,0,0,✅ 3/4,↑2 ↓0,$5.77B,Producer Manufacturing,NYSE
UFPI,"UFP Industries, Inc.",79.25,118.00,32.8%,81.18,81.18,58.86,34.43,2.4%,1.44,—,7.7%,5.5%,5.5,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$4.37B,Non-Energy Minerals,NASDAQ
ICUI,"ICU Medical, Inc.",165.51,192.85,14.2%,167.21,167.21,165.47,102.61,1.0%,1.92,—,1.4%,6.9%,4.7,SELLING,$-7.5M,0,10,✅ 4/4,↑0 ↓0,$4.14B,Health Technology,NASDAQ
SLGN,Silgan Holdings Inc.,36.12,49.55,27.1%,40.11,40.11,33.41,21.72,10.0%,1.60,—,11.7%,10.9%,10.5,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.82B,Process Industries,NYSE
IRT,"Independence Realty Trust, Inc.",14.56,17.79,18.1%,14.98,14.98,11.33,,2.8%,1.02,—,1.3%,7.8%,4.8,SELLING,$-9K,1,6,🔴 0/4,↑0 ↓0,$3.52B,Finance,NYSE
PFSI,"PennyMac Financial Services, Inc.",64.60,160.36,59.7%,66.68,66.68,46.36,,3.1%,0.77,—,9.4%,9.9%,5.1,SELLING,$-2.5M,0,5,🔴 2/4,↑0 ↓0,$3.36B,Finance,NYSE
POST,"Post Holdings, Inc.",75.69,117.28,35.5%,84.61,84.61,69.71,,10.5%,1.08,—,8.3%,15.4%,5.7,SELLING,$-32.9M,0,2,✅ 4/4,↑0 ↓0,$3.33B,Consumer Non-Durables,NYSE
ABG,"Asbury Automotive Group, Inc.",180.14,258.75,30.4%,187.96,187.96,139.92,,4.2%,0.82,—,13.2%,11.6%,5.4,SELLING,$-209K,1,1,🟡 2/4,↑0 ↓0,$3.23B,Retail Trade,NYSE
ASH,Ashland Inc.,68.94,78.25,11.9%,74.61,74.61,66.60,42.98,7.6%,1.69,—,4.0%,11.9%,7.7,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$3.16B,Consumer Non-Durables,NYSE
CWT,California Water Service Group,46.26,53.82,14.0%,48.01,48.01,40.12,25.81,3.6%,1.58,—,7.7%,5.5%,4.9,SELLING,$-420K,0,4,🔴 2/4,—,$2.86B,Utilities,NYSE
KWR,Quaker Houghton,158.13,183.00,13.6%,172.22,172.22,149.28,86.47,8.2%,1.98,—,7.2%,15.5%,11.2,SELLING,$-208K,0,2,🟡 2/4,↑0 ↓0,$2.72B,Process Industries,NYSE
AEO,"American Eagle Outfitters, Inc.",15.82,28.46,44.4%,16.33,16.33,15.07,11.90,3.1%,1.50,—,20.4%,13.6%,4.0,SELLING,$-296K,0,5,✅ 3/4,↑1 ↓0,$2.65B,Retail Trade,NYSE
MGEE,"MGE Energy, Inc.",69.45,87.94,21.0%,71.19,71.19,60.60,38.16,2.4%,1.82,—,11.0%,6.3%,10.9,BUYING,$+42K,2,0,✅ 3/4,↑1 ↓0,$2.62B,Utilities,NASDAQ
LCII,LCI Industries,84.28,159.66,47.2%,100.11,100.11,84.14,49.33,15.8%,1.43,—,15.0%,12.8%,8.6,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$2.05B,Producer Manufacturing,NYSE
WERN,"Werner Enterprises, Inc.",34.05,47.49,28.3%,37.23,37.23,32.01,22.06,8.5%,1.51,—,-3.3%,12.2%,5.8,SELLING,$-41K,0,1,🔴 1/4,↑0 ↓0,$2.04B,Transportation,NASDAQ
