Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
ABT,Abbott Laboratories,112.47,4.9%,107.20,102.83,78.99,3.81,—,10.6%,1.3%,1.9,BUYING,$+174K,3,7,🟡 1/4,↑1 ↓0,$194.62B,Health Technology,NYSE
SPGI,"S&P Global, Inc.",442.89,9.3%,405.05,371.18,270.01,4.14,—,15.2%,2.6%,3.8,BUYING,$+2.6M,3,0,🔴 2/4,↑0 ↓0,$130.56B,Commercial Services,NYSE
ADSK,"Autodesk, Inc.",260.66,7.2%,243.10,240.99,180.54,,—,53.9%,3.9%,3.5,BUYING,$+2.2M,4,0,✅ 4/4,↑3 ↓0,$55.00B,Technology Services,NASDAQ
HUM,Humana Inc.,385.54,6.3%,362.63,362.21,296.67,2.41,—,6.8%,3.2%,2.3,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$46.30B,Health Services,NYSE
KDP,Keurig Dr Pepper Inc.,32.18,3.3%,31.16,29.63,23.15,1.75,—,5.7%,5.5%,5.2,NEUTRAL,—,0,0,✅ 3/4,↑2 ↓0,$43.79B,Consumer Non-Durables,NASDAQ
WCN,"Waste Connections, Inc.",165.93,7.2%,154.83,136.70,102.68,5.29,—,13.0%,1.7%,2.8,BUYING,$+3.1M,1,12,✅ 4/4,↑0 ↓0,$41.82B,Industrial Services,NYSE
AWK,"American Water Works Company, Inc.",138.30,4.1%,132.86,129.32,101.55,2.36,—,10.1%,6.9%,4.6,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$27.48B,Utilities,NYSE
BR,"Broadridge Financial Solutions, Inc.",183.64,0.8%,182.23,162.35,122.36,7.37,—,40.9%,3.3%,2.9,BUYING,$+736K,2,1,✅ 4/4,↑0 ↓0,$20.94B,Technology Services,NYSE
IP,International Paper Company,39.31,5.7%,37.19,35.88,33.80,1.44,—,-16.5%,16.0%,8.8,BUYING,$+157K,2,2,🔴 1/4,↑0 ↓0,$20.82B,Process Industries,NYSE
TXT,Textron Inc.,83.04,6.3%,78.11,68.33,59.70,1.77,—,12.1%,5.0%,4.2,BUYING,$+754K,1,1,✅ 4/4,↑0 ↓0,$14.28B,Electronic Technology,NYSE
RPM,RPM International Inc.,106.65,7.1%,99.58,90.21,71.07,4.11,—,21.3%,—,—,NEUTRAL,—,0,0,🟡 2/4,↑0 ↓0,$13.62B,Process Industries,NYSE
JKHY,"Jack Henry & Associates, Inc.",169.73,2.2%,166.03,159.30,130.29,,—,24.0%,7.0%,4.7,BUYING,$+317K,2,0,✅ 4/4,↑1 ↓0,$12.06B,Technology Services,NASDAQ
MGM,MGM Resorts International,42.28,8.3%,39.02,35.87,31.65,4.23,—,15.4%,14.5%,7.2,BUYING,$+35.7M,1,2,🔴 2/4,↑0 ↓0,$10.64B,Consumer Services,NYSE
TTEK,"Tetra Tech, Inc.",36.54,9.9%,33.26,29.07,20.47,5.05,—,24.3%,4.7%,3.7,BUYING,$+50K,1,0,✅ 4/4,↑0 ↓0,$9.36B,Industrial Services,NASDAQ
STN,Stantec Inc,74.79,1.7%,73.53,60.09,45.47,3.52,—,15.7%,—,5.1,NEUTRAL,—,0,0,✅ 3/4,—,$8.41B,Industrial Services,NYSE
PPC,Pilgrim's Pride Corporation,31.69,2.8%,30.82,27.07,23.83,2.01,—,14.6%,3.2%,5.0,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$7.55B,Process Industries,NASDAQ
MTDR,Matador Resources Company,56.39,10.0%,51.28,39.80,32.94,1.18,—,12.8%,11.9%,6.6,BUYING,$+1.7M,15,0,✅ 4/4,↑0 ↓0,$6.98B,Energy Minerals,NYSE
CXT,"Crane NXT, Co.",50.13,2.4%,48.97,40.89,33.01,2.28,—,11.5%,17.4%,12.2,BUYING,$+986K,2,1,✅ 4/4,—,$2.89B,Producer Manufacturing,NYSE
