Ticker,Company,Price,% Above 20Q SMA,20Q SMA,30Q SMA,50Q SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
SPGI,"S&P Global, Inc.",410.03,1.4%,404.26,370.88,269.94,3.84,0.95%,15.2%,1.7%,2.0,BUYING,$+3.6M,4,0,🔴 2/4,↑0 ↓0,$120.88B,Commercial Services,NYSE
AZO,"AutoZone, Inc.",3066.06,4.7%,2929.03,2375.12,1708.38,,—,—,3.4%,1.0,BUYING,$+319K,1,1,🔴 2/4,↑0 ↓0,$50.05B,Retail Trade,NYSE
HUM,Humana Inc.,363.82,0.6%,361.55,361.48,296.23,2.27,0.97%,6.8%,4.0%,2.8,BUYING,$+150K,1,0,✅ 4/4,↑0 ↓0,$43.69B,Health Services,NYSE
MSCI,MSCI Inc. Class A,571.87,9.1%,524.31,473.26,321.40,,1.43%,—,2.0%,1.8,BUYING,$+1.4M,3,3,✅ 3/4,↑1 ↓0,$41.57B,Commercial Services,NYSE
WCN,"Waste Connections, Inc.",164.50,6.1%,155.08,136.93,102.87,5.24,0.85%,13.0%,1.4%,1.9,BUYING,$+3.9M,1,9,✅ 4/4,↑0 ↓0,$41.46B,Industrial Services,NYSE
AVB,"AvalonBay Communities, Inc.",189.61,5.2%,180.21,172.30,154.12,2.24,3.76%,8.6%,3.1%,2.8,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$27.08B,Finance,NYSE
AWK,"American Water Works Company, Inc.",134.16,0.5%,133.49,130.01,102.12,2.29,2.67%,10.1%,7.1%,4.7,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$26.66B,Utilities,NYSE
TTEK,"Tetra Tech, Inc.",34.29,3.3%,33.21,29.05,20.47,4.74,0.84%,24.3%,5.3%,3.4,BUYING,$+50K,1,0,✅ 4/4,↑0 ↓0,$8.78B,Industrial Services,NASDAQ
RLI,RLI Corp.,62.82,8.0%,58.18,51.26,39.24,3.29,1.15%,25.2%,9.4%,8.3,BUYING,$+1.1M,7,0,✅ 4/4,↑0 ↓0,$5.77B,Finance,NYSE
NSIT,"Insight Enterprises, Inc.",140.28,5.5%,132.91,111.73,81.35,2.64,—,11.3%,8.0%,3.1,BUYING,$+140K,1,1,🔴 2/4,↑0 ↓0,$4.24B,Technology Services,NASDAQ
ABG,"Asbury Automotive Group, Inc.",219.47,1.4%,216.39,184.69,137.77,1.00,—,13.2%,10.5%,4.6,BUYING,$+919K,3,1,🟡 2/4,↑1 ↓0,$3.94B,Retail Trade,NYSE
LOPE,"Grand Canyon Education, Inc.",150.56,9.8%,137.10,121.31,100.31,5.90,—,31.0%,6.7%,4.2,NEUTRAL,—,0,0,✅ 3/4,↑1 ↓0,$3.92B,Commercial Services,NASDAQ
MGEE,"MGE Energy, Inc.",80.21,5.3%,76.19,71.91,61.15,2.18,2.37%,10.9%,5.7%,4.9,BUYING,$+29K,1,0,🟡 2/4,↑0 ↓0,$3.03B,Utilities,NASDAQ
CXT,"Crane NXT, Co.",52.37,6.7%,49.08,40.96,33.06,2.43,1.37%,11.1%,19.8%,6.5,BUYING,$+876K,2,1,✅ 4/4,—,$3.01B,Producer Manufacturing,NYSE
TGLS,Tecnoglass Holdings Inc.,47.75,3.5%,46.14,34.04,23.65,2.88,1.26%,21.0%,9.4%,5.8,BUYING,$+27.0M,4,0,🔴 2/4,—,$2.22B,Producer Manufacturing,NYSE
