Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,99.30,124.69,20.4%,109.38,118.91,109.38,68.62,9.2%,1.59,1.50%,10.5%,1.5%,2.9,BUYING,$+1.6M,2,2,✅ 4/4,↑0 ↓0,$172.43B,Consumer Services,NYSE
CMCSA,Comcast Corporation Class A,23.84,34.34,30.6%,30.31,34.22,30.31,19.01,21.3%,0.97,5.54%,21.5%,2.7%,2.6,SELLING,$-2.3M,0,3,✅ 4/4,↑0 ↓0,$85.18B,Consumer Services,NASDAQ
BDX,"Becton, Dickinson and Company",149.55,187.35,20.2%,150.49,170.82,150.49,94.42,0.6%,1.71,2.78%,5.7%,3.5%,2.5,SELLING,$-1.1M,0,10,✅ 4/4,↑0 ↓0,$41.21B,Health Technology,NYSE
ROP,"Roper Technologies, Inc.",333.84,575.77,42.0%,343.21,438.18,343.21,197.77,2.7%,1.82,1.10%,9.0%,4.6%,3.4,BUYING,$+502K,1,0,✅ 4/4,↑0 ↓0,$33.69B,Technology Services,NASDAQ
BIIB,Biogen Inc.,196.49,205.97,4.6%,264.69,231.72,264.69,172.41,25.8%,1.55,—,7.7%,3.6%,3.9,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$29.01B,Health Technology,NASDAQ
FISV,"Fiserv, Inc.",53.38,177.36,69.9%,92.82,117.75,92.82,52.97,42.5%,1.09,—,12.3%,—,—,NEUTRAL,—,0,0,✅ 3/4,↑2 ↓0,$28.46B,Commercial Services,NASDAQ
STLA,Stellantis N.V.,7.12,12.22,41.8%,9.45,11.55,9.45,,24.7%,0.29,—,—,2.7%,4.5,—,—,0,0,🟡 1/1,—,$26.78B,Consumer Durables,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,53.70,87.03,38.3%,61.91,65.63,61.91,39.29,13.3%,1.69,2.48%,14.9%,10.0%,6.7,SELLING,$-3.6M,0,18,✅ 4/4,↑2 ↓0,$25.45B,Technology Services,NASDAQ
BCE,BCE Inc.,24.21,26.52,8.7%,27.99,30.13,27.99,19.80,13.5%,1.56,5.11%,31.7%,—,6.8,—,—,0,0,✅ 3/4,↑0 ↓0,$22.58B,Communications,NYSE
TU,TELUS Corporation,12.18,16.73,27.2%,13.32,15.06,13.32,8.88,8.5%,1.70,8.84%,6.0%,—,13.2,NEUTRAL,—,0,0,🔴 1/4,—,$19.17B,Communications,NYSE
