Ticker,Company,Price,52W High,% Off 52W High,100Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
AIG,"American International Group, Inc.",75.12,87.29,13.9%,236.70,56.49,51.50,236.70,68.3%,0.99,2.66%,7.7%,2.3%,2.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$39.83B,Finance,NYSE
PCG,PG&E Corporation,17.24,19.16,10.0%,26.75,14.40,27.84,26.75,35.5%,1.20,1.16%,9.2%,0.0%,—,SELLING,$-4.9M,0,9,🟡 2/4,↑1 ↓0,$37.97B,Utilities,NYSE
FISV,"Fiserv, Inc.",48.83,175.92,72.2%,52.92,117.60,92.72,52.92,7.7%,0.99,—,12.3%,—,—,BUYING,$+1.7M,6,0,✅ 3/4,↑1 ↓0,$26.04B,Commercial Services,NASDAQ
FIS,"Fidelity National Information Services, Inc.",38.69,82.74,53.2%,47.91,84.50,77.41,47.91,19.3%,1.25,4.55%,17.2%,—,—,BUYING,$+1.1M,3,0,🟡 2/4,↑0 ↓0,$20.00B,Technology Services,NYSE
VTRS,"Viatris, Inc.",16.23,17.53,7.4%,18.73,11.49,21.09,18.73,13.4%,1.29,2.96%,-2.0%,3.9%,4.7,—,—,0,0,✅ 4/4,↑0 ↓0,$19.05B,Health Technology,NASDAQ
CTSH,Cognizant Technology Solutions Corporation Class A,38.74,87.03,55.5%,39.14,65.14,61.62,39.14,1.0%,1.22,3.41%,14.9%,12.7%,6.4,SELLING,$-980K,1,11,✅ 4/4,↑2 ↓0,$18.36B,Technology Services,NASDAQ
CDE,"Coeur Mining, Inc.",16.33,27.77,41.2%,17.79,7.52,7.19,17.79,8.2%,1.62,0.24%,12.1%,4.6%,1.7,SELLING,$-715K,1,1,🟡 2/4,↑0 ↓0,$16.89B,Non-Energy Minerals,NYSE
APA,APA Corporation,32.96,45.66,27.8%,42.01,24.99,31.35,42.01,21.5%,1.80,3.03%,25.8%,10.3%,5.2,SELLING,$-833K,0,1,✅ 4/4,↑0 ↓0,$11.65B,Energy Minerals,NASDAQ
BAX,Baxter International Inc.,22.02,31.75,30.7%,33.38,50.04,47.79,33.38,34.0%,1.88,0.18%,-14.9%,12.7%,6.1,NEUTRAL,—,0,0,🔴 2/4,↑0 ↓0,$11.37B,Health Technology,NYSE
SIRI,SiriusXM Holdings Inc.,29.24,30.11,2.9%,31.22,40.41,39.86,31.22,6.4%,0.84,3.64%,7.4%,18.2%,5.8,SELLING,$-740K,0,2,🔴 1/4,↑0 ↓0,$9.84B,Consumer Services,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",55.59,88.24,37.0%,66.38,109.85,95.61,66.38,16.3%,0.60,5.18%,-6.4%,4.7%,3.0,BUYING,$+2.0M,4,3,🔴 2/4,↑0 ↓0,$9.69B,Finance,NYSE
MOS,Mosaic Company,22.44,38.23,41.3%,28.99,28.81,28.33,28.99,22.6%,0.60,3.92%,0.4%,10.0%,2.6,NEUTRAL,—,0,0,🔴 1/4,↑1 ↓0,$7.13B,Process Industries,NYSE
CPB,Campbell's Company,23.01,34.17,32.7%,27.16,36.63,35.90,27.16,15.3%,1.70,6.78%,15.4%,35.8%,6.0,SELLING,$-65K,1,1,✅ 3/3,↑2 ↓0,$6.86B,Consumer Non-Durables,NASDAQ
