Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,101.12,124.69,18.9%,109.42,118.97,109.42,68.64,7.6%,1.62,1.48%,10.5%,1.5%,2.9,SELLING,$-183K,1,1,✅ 4/4,↑0 ↓0,$175.60B,Consumer Services,NYSE
PFE,Pfizer Inc.,24.04,28.75,16.4%,25.70,28.55,25.70,18.33,6.5%,1.52,7.15%,8.3%,2.8%,4.6,SELLING,$-51K,0,1,✅ 4/4,↑1 ↓0,$137.01B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,22.64,34.34,34.1%,30.28,34.18,30.28,19.00,25.2%,0.92,5.83%,21.5%,2.7%,2.6,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$80.88B,Consumer Services,NASDAQ
BDX,"Becton, Dickinson and Company",147.77,187.35,21.1%,149.41,169.58,149.41,93.75,1.1%,1.69,2.84%,5.7%,3.0%,2.1,SELLING,$-1.1M,0,9,✅ 4/4,↑0 ↓0,$40.72B,Health Technology,NYSE
ROP,"Roper Technologies, Inc.",331.60,575.77,42.4%,343.16,438.10,343.16,197.75,3.4%,1.80,1.10%,9.0%,4.8%,3.7,BUYING,$+502K,1,0,✅ 4/4,↑0 ↓0,$33.46B,Technology Services,NASDAQ
BIIB,Biogen Inc.,199.59,205.97,3.1%,264.77,231.86,264.77,172.45,24.6%,1.58,—,7.7%,3.6%,4.0,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$29.47B,Health Technology,NASDAQ
STLA,Stellantis N.V.,5.84,12.22,52.2%,9.42,11.50,9.42,,38.0%,0.24,—,—,2.9%,4.3,—,—,0,0,🟡 1/1,—,$21.98B,Consumer Durables,NYSE
BCE,BCE Inc.,23.21,26.52,12.5%,27.62,29.73,27.62,19.54,15.9%,1.50,5.37%,31.7%,—,7.0,—,—,0,0,✅ 3/4,—,$21.65B,Communications,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,41.44,87.03,52.4%,61.67,65.23,61.67,39.17,32.8%,1.30,3.19%,14.9%,12.7%,6.9,SELLING,$-1.3M,1,13,✅ 4/4,↑2 ↓0,$19.64B,Technology Services,NASDAQ
IFF,International Flavors & Fragrances Inc.,75.83,84.45,10.2%,95.14,93.71,95.14,63.02,20.3%,1.37,2.11%,6.1%,6.9%,5.8,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$19.36B,Consumer Non-Durables,NYSE
GIS,"General Mills, Inc.",34.80,54.18,35.8%,46.78,52.61,46.78,31.99,25.6%,1.99,7.01%,23.7%,11.8%,4.9,SELLING,$-958K,0,2,✅ 3/4,↑1 ↓0,$18.57B,Consumer Non-Durables,NYSE
GPN,Global Payments Inc.,67.08,90.64,26.0%,101.58,123.05,101.58,59.48,34.0%,0.77,1.49%,2.6%,6.3%,4.0,BUYING,$+99K,1,0,✅ 4/4,↑1 ↓0,$18.35B,Finance,NYSE
CHTR,"Charter Communications, Inc. Class A",131.42,422.29,68.9%,351.10,422.15,351.10,,62.6%,0.99,—,30.2%,44.3%,6.3,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$18.20B,Consumer Services,NASDAQ
LYB,LyondellBasell Industries NV,56.12,83.94,33.1%,59.25,63.69,59.25,,5.3%,1.80,4.92%,-6.1%,4.4%,2.0,SELLING,$-27.0M,0,2,🔴 2/4,↑0 ↓0,$18.11B,Process Industries,NYSE
TU,TELUS Corporation,11.23,16.73,32.9%,12.97,14.66,12.97,8.66,13.4%,1.57,9.69%,6.0%,—,14.3,NEUTRAL,—,0,0,🔴 1/4,—,$17.68B,Communications,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",90.56,108.29,16.4%,109.66,115.86,109.66,81.58,17.4%,1.38,1.06%,6.1%,5.9%,3.5,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$17.52B,Health Technology,NYSE
FLUT,Flutter Entertainment Plc,98.51,313.69,68.6%,136.95,164.15,136.95,,28.1%,1.90,—,-4.0%,8.8%,4.0,SELLING,$-1.4M,7,15,✅ 4/4,↑2 ↓0,$17.14B,Consumer Services,NYSE
HRL,Hormel Foods Corporation,25.55,31.86,19.8%,30.81,33.70,30.81,18.94,17.1%,1.77,4.58%,5.8%,8.6%,3.7,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$14.06B,Consumer Non-Durables,NYSE
SWK,"Stanley Black & Decker, Inc.",89.66,93.37,4.0%,97.43,100.75,97.43,65.23,8.0%,1.55,3.70%,4.2%,5.8%,4.4,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$13.94B,Consumer Durables,NYSE
COO,"Cooper Companies, Inc.",68.83,89.83,23.4%,71.01,85.40,71.01,42.44,3.1%,1.63,—,2.9%,3.0%,2.1,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$13.42B,Health Technology,NASDAQ
GIB,CGI Inc. Class A,63.09,106.68,40.9%,70.27,86.23,70.27,41.34,10.2%,1.84,0.75%,16.6%,—,9.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$13.20B,Technology Services,NYSE
MKC,"McCormick & Company, Incorporated",47.60,78.16,39.1%,59.70,72.64,59.70,36.82,20.3%,1.83,4.03%,26.5%,—,—,BUYING,$+106K,1,0,✅ 3/4,↑1 ↓0,$12.80B,Consumer Non-Durables,NYSE
APTV,Aptiv PLC,60.42,78.49,23.0%,82.54,93.37,82.54,,26.8%,1.39,—,4.0%,5.8%,2.3,SELLING,$-438K,1,3,✅ 3/4,↑0 ↓0,$12.79B,Producer Manufacturing,NYSE
QXO,"QXO, Inc.",16.93,27.61,38.7%,23.37,27.98,23.37,,27.6%,1.32,—,-6.8%,20.1%,7.8,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$12.28B,Distribution Services,NYSE
CSGP,"CoStar Group, Inc.",29.81,97.43,69.4%,52.76,71.79,52.76,29.03,43.5%,1.53,—,0.3%,3.7%,1.8,BUYING,$+6.0M,5,0,✅ 4/4,↑1 ↓0,$12.17B,Technology Services,NASDAQ
ICLR,ICON Plc,158.17,211.00,25.0%,158.59,206.42,158.59,88.94,0.3%,1.30,—,1.9%,4.0%,2.5,—,—,0,0,✅ 3/4,↑0 ↓0,$12.11B,Commercial Services,NASDAQ
BMRN,BioMarin Pharmaceutical Inc.,57.33,66.28,13.5%,84.34,79.95,84.34,53.24,32.0%,1.78,—,4.5%,6.0%,4.8,SELLING,$-3.2M,0,4,🔴 1/4,↑1 ↓0,$11.08B,Health Technology,NASDAQ
PSKY,Paramount Skydance Corporation Class B,9.75,20.86,53.3%,30.88,21.62,30.88,,68.4%,0.93,2.05%,-4.3%,13.9%,7.6,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$10.91B,Consumer Services,NASDAQ
SWKS,"Skyworks Solutions, Inc.",71.40,90.90,21.5%,83.60,94.09,83.60,47.32,14.6%,1.86,3.98%,6.2%,29.6%,5.0,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$10.74B,Electronic Technology,NASDAQ
BXP,BXP Inc,64.14,79.33,19.1%,75.73,70.73,75.73,56.75,15.3%,1.97,4.37%,6.1%,9.4%,7.5,SELLING,$-2.6M,0,6,✅ 3/4,↑0 ↓0,$10.23B,Finance,NYSE
WLK,Westlake Corporation,75.87,124.23,38.9%,78.54,89.93,78.54,,3.4%,1.14,2.79%,-17.2%,11.4%,3.1,SELLING,$-4.1M,0,3,🔴 1/4,↑0 ↓0,$9.72B,Process Industries,NYSE
TAP,Molson Coors Beverage Company Class B,40.54,54.82,26.0%,52.46,46.13,52.46,39.09,22.7%,0.72,4.74%,-18.2%,23.0%,7.2,BUYING,$+45K,2,1,✅ 3/4,↑0 ↓0,$7.65B,Consumer Non-Durables,NYSE
BIO,"Bio-Rad Laboratories, Inc. Class A",280.05,343.12,18.4%,327.54,417.52,327.54,202.87,14.5%,1.10,—,2.5%,0.0%,—,SELLING,$-136K,0,1,🔴 2/4,↑0 ↓0,$7.58B,Health Technology,NYSE
MHK,"Mohawk Industries, Inc.",119.09,143.13,16.8%,153.82,126.97,153.82,113.01,22.6%,0.87,—,5.1%,14.1%,4.7,SELLING,$-7.8M,0,12,✅ 4/4,↑0 ↓0,$7.26B,Producer Manufacturing,NYSE
KMX,"CarMax, Inc.",50.79,71.99,29.4%,73.35,81.93,73.35,47.51,30.8%,1.18,—,3.6%,12.1%,5.4,BUYING,$+629K,2,0,🔴 2/4,↑1 ↓0,$7.20B,Retail Trade,NYSE
