Ticker,Company,Price,52W High,% Off 52W High,30Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
BDX,"Becton, Dickinson and Company",159.93,187.35,14.6%,171.49,171.49,150.52,94.63,6.7%,1.83,2.63%,5.7%,4.6%,3.9,SELLING,$-980K,0,10,✅ 4/4,↑0 ↓0,$44.07B,Health Technology,NYSE
ROP,"Roper Technologies, Inc.",364.21,566.24,35.7%,436.07,436.07,342.05,197.66,16.5%,1.98,1.00%,9.0%,6.6%,4.3,BUYING,$+502K,1,0,✅ 4/4,↑1 ↓0,$36.76B,Technology Services,NASDAQ
MSTR,Strategy Inc Class A,94.03,454.33,79.3%,97.67,97.67,65.01,36.37,3.7%,0.89,—,-30.8%,12.7%,1.5,SELLING,$-28.3M,0,31,🔴 1/4,↑1 ↓0,$32.95B,Technology Services,NASDAQ
CNC,Centene Corporation,63.89,69.36,7.9%,64.03,64.03,54.32,,0.2%,1.47,—,-26.1%,3.5%,2.6,SELLING,$-5.2M,0,1,✅ 3/4,↑1 ↓0,$31.55B,Health Services,NYSE
LEN,Lennar Corporation Class A,86.40,144.24,40.1%,92.77,92.77,72.38,48.63,6.9%,0.96,2.31%,7.2%,0.3%,0.2,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$20.76B,Consumer Durables,NYSE
TSN,"Tyson Foods, Inc. Class A",57.83,69.48,16.8%,58.90,58.90,53.60,32.98,1.8%,1.10,3.53%,2.5%,3.7%,2.5,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$19.96B,Consumer Non-Durables,NYSE
COO,"Cooper Companies, Inc.",73.10,89.83,18.6%,85.48,85.48,71.10,42.67,14.5%,1.73,—,2.9%,4.3%,1.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$14.26B,Health Technology,NASDAQ
ALB,Albemarle Corporation,119.46,221.00,45.9%,134.60,134.60,109.54,68.53,11.2%,1.85,1.36%,-2.3%,0.1%,0.0,SELLING,$-7.4M,0,4,✅ 3/4,↑0 ↓0,$14.09B,Process Industries,NYSE
CNH,CNH Industrial NV,10.60,13.47,21.3%,10.78,10.78,9.28,,1.7%,1.69,0.94%,4.9%,8.9%,6.7,SELLING,$-490K,0,1,🟡 2/4,↑1 ↓0,$13.14B,Producer Manufacturing,NYSE
ICLR,ICON Plc,170.00,211.00,19.4%,206.82,206.82,158.83,89.06,17.8%,1.40,—,1.9%,4.4%,2.5,—,—,0,0,✅ 3/4,↑0 ↓0,$13.02B,Commercial Services,NASDAQ
