Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
DIS,Walt Disney Company,97.67,123.40,20.9%,107.37,115.48,107.37,67.67,9.0%,1.57,1.54%,10.5%,1.4%,2.1,SELLING,$-183K,1,1,✅ 4/4,↑1 ↓0,$169.61B,Consumer Services,NYSE
PFE,Pfizer Inc.,25.05,28.75,12.9%,25.93,28.81,25.93,18.47,3.4%,1.58,6.87%,8.3%,2.9%,3.5,SELLING,$-51K,0,1,✅ 4/4,↑0 ↓0,$142.77B,Health Technology,NYSE
CMCSA,Comcast Corporation Class A,23.79,33.74,29.5%,29.70,33.50,29.70,18.70,19.9%,0.96,5.55%,21.5%,2.8%,2.1,SELLING,$-2.3M,0,3,✅ 4/4,↑1 ↓0,$84.98B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,205.99,219.72,6.2%,263.60,234.67,263.60,171.99,21.9%,1.63,—,7.7%,4.3%,5.0,SELLING,$-665K,1,2,✅ 4/4,↑0 ↓0,$30.41B,Health Technology,NASDAQ
STLA,Stellantis N.V.,5.79,12.22,52.6%,9.56,11.74,9.56,,39.4%,0.24,—,—,3.5%,5.5,—,—,0,0,🟡 1/1,↑0 ↓0,$21.79B,Consumer Durables,NYSE
GPN,Global Payments Inc.,77.82,90.64,14.1%,102.70,121.72,102.70,60.31,24.2%,0.89,1.29%,2.6%,8.6%,4.3,BUYING,$+99K,1,0,✅ 4/4,↑2 ↓0,$21.29B,Finance,NYSE
CTSH,Cognizant Technology Solutions Corporation Class A,44.77,87.03,48.6%,61.91,65.59,61.91,39.29,27.7%,1.41,2.95%,14.9%,12.7%,4.3,SELLING,$-2K,1,9,✅ 4/4,↑1 ↓0,$21.22B,Technology Services,NASDAQ
BCE,BCE Inc.,21.84,26.52,17.6%,27.67,29.67,27.67,19.71,21.1%,1.41,5.71%,31.7%,—,5.8,—,—,0,0,✅ 3/4,↑0 ↓0,$20.37B,Communications,NYSE
IFF,International Flavors & Fragrances Inc.,78.20,84.45,7.4%,94.93,92.86,94.93,63.24,17.6%,1.41,2.05%,6.1%,7.8%,7.0,BUYING,$+32.3M,3,0,✅ 3/4,↑1 ↓0,$19.96B,Consumer Non-Durables,NYSE
LYB,LyondellBasell Industries NV,59.17,83.94,29.5%,60.18,64.74,60.18,,1.7%,1.90,4.66%,-6.1%,5.0%,2.4,SELLING,$-27.0M,0,2,🔴 2/4,↑0 ↓0,$19.10B,Process Industries,NYSE
RCI,Rogers Communications Inc. Class B,34.66,41.14,15.8%,34.81,37.17,34.81,25.00,0.4%,1.45,4.06%,49.3%,—,12.1,NEUTRAL,—,0,0,✅ 3/4,↑0 ↓0,$18.80B,Communications,NYSE
CHTR,"Charter Communications, Inc. Class A",131.37,402.15,67.3%,351.48,415.32,351.48,,62.6%,0.99,—,30.2%,43.6%,5.0,SELLING,$-9.0M,4,1,🔴 1/4,↑1 ↓0,$18.19B,Consumer Services,NASDAQ
WY,Weyerhaeuser Company,24.49,27.75,11.7%,24.55,26.35,24.55,18.18,0.3%,1.87,3.43%,4.2%,3.9%,4.0,BUYING,$+327K,2,1,✅ 4/4,↑0 ↓0,$17.66B,Finance,NYSE
ZBH,"Zimmer Biomet Holdings, Inc.",91.12,108.29,15.9%,109.66,114.78,109.66,82.12,16.9%,1.39,1.05%,6.1%,8.0%,5.2,SELLING,$-761K,0,3,✅ 4/4,↑1 ↓0,$17.63B,Health Technology,NYSE
TU,TELUS Corporation,10.40,16.73,37.9%,13.11,14.82,13.11,8.74,20.7%,1.45,10.47%,6.0%,—,10.2,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$16.37B,Communications,NYSE
QXO,"QXO, Inc.",14.40,27.61,47.8%,23.69,28.60,23.69,,39.2%,1.12,—,-6.8%,27.1%,7.3,NEUTRAL,—,0,0,🟡 1/4,↑0 ↓0,$14.94B,Distribution Services,NYSE
