Ticker,Company,Price,52W High,% Off 52W High,50Q SMA,30Q SMA,50Q SMA,100Q SMA,% Below SMA,P/B Ratio,Div Yield,ROE,Short % Float,Short Ratio (Days),Insider Signal,Insider Net Value (6mo),Insider Buys,Insider Sells,EPS Beats (4Q),Analyst (90d),Market Cap,Sector,Exchange
CMCSA,Comcast Corporation Class A,27.02,32.85,17.8%,29.97,33.48,29.97,18.94,9.8%,1.07,—,12.0%,2.3%,2.0,SELLING,$-143K,0,1,✅ 4/4,↑1 ↓0,$95.88B,Consumer Services,NASDAQ
BIIB,Biogen Inc.,218.12,222.15,1.8%,262.24,233.11,262.24,172.59,16.8%,1.71,—,4.6%,4.1%,3.8,SELLING,$-240K,0,1,✅ 4/4,↑0 ↓0,$32.23B,Health Technology,NASDAQ
FISV,"Fiserv, Inc.",52.96,138.85,61.9%,91.65,114.71,91.65,52.49,42.2%,1.05,—,10.7%,—,—,BUYING,$+2.2M,7,0,🔴 2/4,↑1 ↓0,$28.16B,Commercial Services,NASDAQ
GPN,Global Payments Inc.,94.30,95.88,1.6%,103.03,122.27,103.03,60.48,8.5%,1.08,—,2.2%,8.0%,5.4,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$24.95B,Finance,NYSE
BCE,BCE Inc.,23.85,26.52,10.1%,27.98,29.92,27.98,19.93,14.8%,1.53,—,30.6%,—,7.4,—,—,0,0,✅ 3/4,↑0 ↓0,$22.24B,Communications,NYSE
IFF,International Flavors & Fragrances Inc.,85.81,89.31,3.9%,96.65,94.12,96.65,64.27,11.2%,1.57,—,1.8%,8.8%,8.6,BUYING,$+31.0M,3,3,🔴 2/4,↑1 ↓0,$21.89B,Consumer Non-Durables,NYSE
STLA,Stellantis N.V.,5.22,12.22,57.3%,9.55,11.72,9.55,,45.3%,0.24,—,—,3.6%,5.0,—,—,0,0,🟡 1/2,↑0 ↓0,$19.65B,Consumer Durables,NYSE
CHTR,"Charter Communications, Inc. Class A",150.30,285.82,47.4%,351.86,415.95,351.86,,57.3%,1.06,—,29.7%,50.4%,7.2,SELLING,$-9.0M,4,1,🔴 2/4,↑1 ↓0,$19.40B,Consumer Services,NASDAQ
ZBH,"Zimmer Biomet Holdings, Inc.",100.98,108.29,6.8%,109.86,115.11,109.86,82.22,8.1%,1.52,—,6.4%,7.7%,4.7,SELLING,$-664K,0,2,✅ 4/4,↑1 ↓0,$19.26B,Health Technology,NYSE
WY,Weyerhaeuser Company,24.39,27.75,12.1%,24.77,26.66,24.77,18.31,1.5%,1.86,—,5.0%,4.2%,4.9,NEUTRAL,—,0,0,✅ 4/4,↑0 ↓0,$17.58B,Finance,NYSE
TU,TELUS Corporation,9.83,16.65,41.0%,13.10,14.80,13.10,8.74,25.0%,1.66,—,-6.4%,—,8.5,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$15.62B,Communications,NYSE
QXO,"QXO, Inc.",13.41,27.61,51.4%,23.67,28.56,23.67,,43.3%,1.04,—,-4.6%,9.8%,3.2,NEUTRAL,—,0,0,🟡 0/4,↑0 ↓0,$13.91B,Distribution Services,NYSE
CSGP,"CoStar Group, Inc.",32.84,91.89,64.3%,53.01,71.28,53.01,29.33,38.1%,1.68,—,0.9%,4.1%,2.1,BUYING,$+8.2M,6,2,✅ 4/4,↑1 ↓0,$13.31B,Technology Services,NASDAQ
HRL,Hormel Foods Corporation,24.09,29.10,17.2%,30.69,33.40,30.69,18.93,21.5%,1.67,—,5.8%,6.6%,5.0,SELLING,$-495K,0,1,✅ 3/4,↑0 ↓0,$13.26B,Consumer Non-Durables,NYSE
BMRN,BioMarin Pharmaceutical Inc.,65.07,70.98,8.3%,84.27,79.15,84.27,53.79,22.8%,1.99,—,1.2%,6.5%,7.9,SELLING,$-1.2M,0,2,🔴 1/4,↑1 ↓0,$12.60B,Health Technology,NASDAQ
PSKY,Paramount Skydance Corporation Class B,10.35,20.86,50.4%,31.03,21.77,31.03,,66.6%,0.99,—,-4.4%,16.1%,8.2,NEUTRAL,—,0,0,🔴 1/4,↑0 ↓0,$11.61B,Consumer Services,NASDAQ
SWKS,"Skyworks Solutions, Inc.",66.86,90.90,26.4%,84.60,95.94,84.60,47.81,21.0%,1.75,—,5.1%,33.0%,5.3,NEUTRAL,—,0,0,✅ 4/4,↑1 ↓0,$10.06B,Electronic Technology,NASDAQ
APTV,Aptiv PLC,47.34,78.49,39.7%,82.47,92.03,82.47,,42.6%,1.13,—,2.9%,7.3%,4.7,BUYING,$+8.2M,5,2,✅ 3/4,↑0 ↓0,$9.83B,Producer Manufacturing,NYSE
